id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
11,来吧，直到倒地死去的那一刻,东方灵异传，幺乐团的历史 vol.5,56,6,<a href='./?m=info&type=music&id=11' target='_blank'>点击查看详情</a>,10.71%,0.89%,0.1%,71,6,8.45%,1.18%,0.11%,60,2,3.33%,1.18%,0.04%
12,同归于尽,东方灵异传，幺乐团的历史 vol.5,15,3,<a href='./?m=info&type=music&id=12' target='_blank'>点击查看详情</a>,20%,0.24%,0.05%,20,4,20%,0.33%,0.07%,16,1,6.25%,0.31%,0.02%
13,星幽剑士,东方灵异传，幺乐团的历史 vol.5,11,1,<a href='./?m=info&type=music&id=13' target='_blank'>点击查看详情</a>,9.09%,0.18%,0.02%,29,3,10.34%,0.48%,0.05%,23,2,8.7%,0.45%,0.04%
14,鸢尾花,东方灵异传，幺乐团的历史 vol.5,13,0,<a href='./?m=info&type=music&id=14' target='_blank'>点击查看详情</a>,0%,0.21%,0%,16,2,12.5%,0.27%,0.04%,12,1,8.33%,0.24%,0.02%
15,风之神社,东方灵异传，幺乐团的历史 vol.5,36,3,<a href='./?m=info&type=music&id=15' target='_blank'>点击查看详情</a>,8.33%,0.58%,0.05%,40,2,5%,0.67%,0.04%,23,3,13.04%,0.45%,0.06%
16,东方封魔录 ～ 净土曼荼罗,东方封魔录，幺乐团的历史 vol.3,5,0,<a href='./?m=info&type=music&id=16' target='_blank'>点击查看详情</a>,0%,0.08%,0%,13,0,0%,0.22%,0%,5,0,0%,0.1%,0%
17,博丽 ～ Eastern Wind,东方封魔录，幺乐团的历史 vol.3,17,3,<a href='./?m=info&type=music&id=17' target='_blank'>点击查看详情</a>,17.65%,0.27%,0.05%,11,0,0%,0.18%,0%,20,1,5%,0.39%,0.02%
18,She's in a temper!!,东方封魔录，幺乐团的历史 vol.3,3,0,<a href='./?m=info&type=music&id=18' target='_blank'>点击查看详情</a>,0%,0.05%,0%,5,0,0%,0.08%,0%,4,0,0%,0.08%,0%
19,End of Daylight,东方封魔录，幺乐团的历史 vol.3,31,3,<a href='./?m=info&type=music&id=19' target='_blank'>点击查看详情</a>,9.68%,0.5%,0.05%,26,1,3.85%,0.43%,0.02%,24,1,4.17%,0.47%,0.02%
20,黑暗的力量,东方封魔录，幺乐团的历史 vol.3,2,1,<a href='./?m=info&type=music&id=20' target='_blank'>点击查看详情</a>,50%,0.03%,0.02%,9,1,11.11%,0.15%,0.02%,3,0,0%,0.06%,0%
21,幻梦界,东方封魔录，幺乐团的历史 vol.3,8,2,<a href='./?m=info&type=music&id=21' target='_blank'>点击查看详情</a>,25%,0.13%,0.03%,17,0,0%,0.28%,0%,11,0,0%,0.22%,0%
22,以死相赌,东方封魔录，幺乐团的历史 vol.3,1,0,<a href='./?m=info&type=music&id=22' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.02%,0%,4,0,0%,0.08%,0%
23,神篱，如紫色火焰般燃烧,东方封魔录，幺乐团的历史 vol.3,9,0,<a href='./?m=info&type=music&id=23' target='_blank'>点击查看详情</a>,0%,0.14%,0%,9,1,11.11%,0.15%,0.02%,8,0,0%,0.16%,0%
24,恋色Magic（恋色Master spark）,东方封魔录，东方永夜抄，东方萃梦想，幻想曲拔萃，东方非想天则，核热造神非想天则，东方深秘录，深秘乐曲集‎，幺乐团的历史 vol.3,675,86,<a href='./?m=info&type=music&id=24' target='_blank'>点击查看详情</a>,12.74%,10.78%,1.45%,669,73,10.91%,11.15%,1.3%,598,77,12.88%,11.74%,1.64%
25,东方封魔录 ～ 幽幻乱舞,东方封魔录，幺乐团的历史 vol.3,5,0,<a href='./?m=info&type=music&id=25' target='_blank'>点击查看详情</a>,0%,0.08%,0%,7,1,14.29%,0.12%,0.02%,10,1,10%,0.2%,0.02%
26,Complete Darkness,东方封魔录，幺乐团的历史 vol.3,32,0,<a href='./?m=info&type=music&id=26' target='_blank'>点击查看详情</a>,0%,0.51%,0%,16,0,0%,0.27%,0%,29,1,3.45%,0.57%,0.02%
27,Extra Love,东方封魔录，幺乐团的历史 vol.3,3,1,<a href='./?m=info&type=music&id=27' target='_blank'>点击查看详情</a>,33.33%,0.05%,0.02%,1,0,0%,0.02%,0%,3,0,0%,0.06%,0%
28,战车娘所做的梦,东方封魔录，幺乐团的历史 vol.3,14,0,<a href='./?m=info&type=music&id=28' target='_blank'>点击查看详情</a>,0%,0.22%,0%,12,0,0%,0.2%,0%,8,0,0%,0.16%,0%
29,远野之森,东方封魔录，幺乐团的历史 vol.3,6,1,<a href='./?m=info&type=music&id=29' target='_blank'>点击查看详情</a>,16.67%,0.1%,0.02%,9,0,0%,0.15%,0%,7,0,0%,0.14%,0%
30,传说中的仙境,东方封魔录，幺乐团的历史 vol.3,3,1,<a href='./?m=info&type=music&id=30' target='_blank'>点击查看详情</a>,33.33%,0.05%,0.02%,5,1,20%,0.08%,0.02%,4,0,0%,0.08%,0%
31,博丽神社境内,东方封魔录，幺乐团的历史 vol.3,21,0,<a href='./?m=info&type=music&id=31' target='_blank'>点击查看详情</a>,0%,0.34%,0%,19,1,5.26%,0.32%,0.02%,21,0,0%,0.41%,0%
32,夕阳下落,东方封魔录，幺乐团的历史 vol.3,2,0,<a href='./?m=info&type=music&id=32' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,0%,0.05%,0%,0,0,0%,0%,0%
33,封魔终演,东方封魔录，幺乐团的历史 vol.3,2,0,<a href='./?m=info&type=music&id=33' target='_blank'>点击查看详情</a>,0%,0.03%,0%,4,0,0%,0.07%,0%,3,0,0%,0.06%,0%
34,梦想超越时空,东方梦时空，幺乐团的历史 vol.4,30,1,<a href='./?m=info&type=music&id=34' target='_blank'>点击查看详情</a>,3.33%,0.48%,0.02%,28,3,10.71%,0.47%,0.05%,24,1,4.17%,0.47%,0.02%
35,Selection,东方梦时空，幺乐团的历史 vol.4,1,0,<a href='./?m=info&type=music&id=35' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
36,东方妖恋谈,东方梦时空，东方怪绮谈，东方萃梦想，幻想曲拔萃，东方绯想天，全人类的天乐录，东方非想天则，核热造神非想天则，幺乐团的历史 vol.4,100,5,<a href='./?m=info&type=music&id=36' target='_blank'>点击查看详情</a>,5%,1.6%,0.08%,81,4,4.94%,1.35%,0.07%,84,1,1.19%,1.65%,0.02%
37,Reincarnation,东方梦时空，蓬莱人形，幺乐团的历史 vol.4,179,21,<a href='./?m=info&type=music&id=37' target='_blank'>点击查看详情</a>,11.73%,2.86%,0.35%,157,10,6.37%,2.62%,0.18%,172,13,7.56%,3.38%,0.28%
38,Dim. Dream,东方梦时空，幺乐团的历史 vol.4,8,1,<a href='./?m=info&type=music&id=38' target='_blank'>点击查看详情</a>,12.5%,0.13%,0.02%,7,0,0%,0.12%,0%,11,0,0%,0.22%,0%
39,Tabula rasa ～ 空白少女,东方梦时空，幺乐团的历史 vol.4,107,11,<a href='./?m=info&type=music&id=39' target='_blank'>点击查看详情</a>,10.28%,1.71%,0.19%,93,11,11.83%,1.55%,0.2%,114,10,8.77%,2.24%,0.21%
40,Maniacal Princess,东方梦时空，幺乐团的历史 vol.4,7,0,<a href='./?m=info&type=music&id=40' target='_blank'>点击查看详情</a>,0%,0.11%,0%,5,0,0%,0.08%,0%,5,0,0%,0.1%,0%
41,梦消失 ～ Lost Dream,东方梦时空，幺乐团的历史 vol.4,616,39,<a href='./?m=info&type=music&id=41' target='_blank'>点击查看详情</a>,6.33%,9.84%,0.66%,533,34,6.38%,8.88%,0.61%,508,30,5.91%,9.97%,0.64%
42,梦幻游戏 ～ Dream War,东方梦时空，幺乐团的历史 vol.4,3,0,<a href='./?m=info&type=music&id=42' target='_blank'>点击查看详情</a>,0%,0.05%,0%,12,0,0%,0.2%,0%,8,0,0%,0.16%,0%
43,魔法决战！ ～ Fight it out!,东方梦时空，幺乐团的历史 vol.4,0,0,<a href='./?m=info&type=music&id=43' target='_blank'>点击查看详情</a>,0%,0%,0%,4,2,50%,0.07%,0.04%,5,1,20%,0.1%,0.02%
44,Sailor of Time,东方梦时空，幺乐团的历史 vol.4,7,1,<a href='./?m=info&type=music&id=44' target='_blank'>点击查看详情</a>,14.29%,0.11%,0.02%,6,0,0%,0.1%,0%,4,0,0%,0.08%,0%
45,Strawberry Crisis!!,东方梦时空，幺乐团的历史 vol.4,92,6,<a href='./?m=info&type=music&id=45' target='_blank'>点击查看详情</a>,6.52%,1.47%,0.1%,89,8,8.99%,1.48%,0.14%,66,6,9.09%,1.3%,0.13%
46,非统一魔法世界论,东方梦时空，幺乐团的历史 vol.4,18,1,<a href='./?m=info&type=music&id=46' target='_blank'>点击查看详情</a>,5.56%,0.29%,0.02%,27,0,0%,0.45%,0%,33,1,3.03%,0.65%,0.02%
47,魔法钟爱,东方梦时空，幺乐团的历史 vol.4,1,0,<a href='./?m=info&type=music&id=47' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,0%,0.03%,0%,1,0,0%,0.02%,0%
48,久远之梦,东方梦时空，幺乐团的历史 vol.4,5,0,<a href='./?m=info&type=music&id=48' target='_blank'>点击查看详情</a>,0%,0.08%,0%,2,0,0%,0.03%,0%,2,0,0%,0.04%,0%
49,东方的蓝色天空,东方梦时空，幺乐团的历史 vol.4,3,0,<a href='./?m=info&type=music&id=49' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,0,0%,0.05%,0%,6,0,0%,0.12%,0%
50,永远的满月,东方梦时空，幺乐团的历史 vol.4,84,5,<a href='./?m=info&type=music&id=50' target='_blank'>点击查看详情</a>,5.95%,1.34%,0.08%,55,3,5.45%,0.92%,0.05%,44,2,4.55%,0.86%,0.04%
51,Maple Dream...,东方梦时空，幺乐团的历史 vol.4,17,1,<a href='./?m=info&type=music&id=51' target='_blank'>点击查看详情</a>,5.88%,0.27%,0.02%,7,1,14.29%,0.12%,0.02%,12,1,8.33%,0.24%,0.02%
52,灵人的休息日,东方梦时空，幺乐团的历史 vol.4,0,0,<a href='./?m=info&type=music&id=52' target='_blank'>点击查看详情</a>,0%,0%,0%,3,1,33.33%,0.05%,0.02%,1,0,0%,0.02%,0%
53,胜利的示范,东方梦时空，幺乐团的历史 vol.4,0,0,<a href='./?m=info&type=music&id=53' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.02%,0%,0,0,0%,0%,0%
54,Game Over,东方梦时空，幺乐团的历史 vol.4,2,0,<a href='./?m=info&type=music&id=54' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
55,时之风,东方梦时空，幺乐团的历史 vol.4,13,1,<a href='./?m=info&type=music&id=55' target='_blank'>点击查看详情</a>,7.69%,0.21%,0.02%,8,2,25%,0.13%,0.04%,11,1,9.09%,0.22%,0.02%
56,Starbow Dream,东方梦时空，幺乐团的历史 vol.4,1,0,<a href='./?m=info&type=music&id=56' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,0,0%,0%,0%,2,0,0%,0.04%,0%
57,Phantasmagoria,东方梦时空，幺乐团的历史 vol.4,7,0,<a href='./?m=info&type=music&id=57' target='_blank'>点击查看详情</a>,0%,0.11%,0%,5,0,0%,0.08%,0%,2,0,0%,0.04%,0%
58,幻想乡 ～ Lotus Land Story,东方幻想乡，幺乐团的历史 vol.1,15,2,<a href='./?m=info&type=music&id=58' target='_blank'>点击查看详情</a>,13.33%,0.24%,0.03%,22,2,9.09%,0.37%,0.04%,28,1,3.57%,0.55%,0.02%
59,Witching Dream,东方幻想乡，幺乐团的历史 vol.1,7,0,<a href='./?m=info&type=music&id=59' target='_blank'>点击查看详情</a>,0%,0.11%,0%,4,0,0%,0.07%,0%,3,0,0%,0.06%,0%
60,Selene's light,东方幻想乡，幺乐团的历史 vol.1,1,0,<a href='./?m=info&type=music&id=60' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
61,装饰战 ～ Decoration Battle,东方幻想乡，幺乐团的历史 vol.1,8,0,<a href='./?m=info&type=music&id=61' target='_blank'>点击查看详情</a>,0%,0.13%,0%,5,0,0%,0.08%,0%,6,0,0%,0.12%,0%
62,Break the Sabbath,东方幻想乡，幺乐团的历史 vol.1,3,0,<a href='./?m=info&type=music&id=62' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,0,0%,0.05%,0%,1,0,0%,0.02%,0%
63,紅响曲 ～ Scarlet Phoneme,东方幻想乡，幺乐团的历史 vol.1,3,1,<a href='./?m=info&type=music&id=63' target='_blank'>点击查看详情</a>,33.33%,0.05%,0.02%,7,0,0%,0.12%,0%,8,1,12.5%,0.16%,0.02%
64,Bad Apple!!,东方幻想乡，幺乐团的历史 vol.1,706,75,<a href='./?m=info&type=music&id=64' target='_blank'>点击查看详情</a>,10.62%,11.28%,1.27%,724,92,12.71%,12.07%,1.64%,647,62,9.58%,12.7%,1.32%
65,灵战 ～ Perdition crisis,东方幻想乡，幺乐团的历史 vol.1,5,2,<a href='./?m=info&type=music&id=65' target='_blank'>点击查看详情</a>,40%,0.08%,0.03%,6,1,16.67%,0.1%,0.02%,3,0,0%,0.06%,0%
66,Alice Maestra,东方幻想乡，幺乐团的历史 vol.1,78,7,<a href='./?m=info&type=music&id=66' target='_blank'>点击查看详情</a>,8.97%,1.25%,0.12%,72,6,8.33%,1.2%,0.11%,87,9,10.34%,1.71%,0.19%
67,少女绮想曲 ～ Capriccio,东方幻想乡，东方永夜抄，东方萃梦想，幻想曲拔萃，幺乐团的历史 vol.1,952,89,<a href='./?m=info&type=music&id=67' target='_blank'>点击查看详情</a>,9.35%,15.21%,1.5%,955,107,11.2%,15.92%,1.9%,821,99,12.06%,16.11%,2.11%
68,星之器 ～ Casket of Star,东方幻想乡，东方怪绮谈，东方绯想天，幻想曲拔萃，幺乐团的历史 vol.1,239,21,<a href='./?m=info&type=music&id=68' target='_blank'>点击查看详情</a>,8.79%,3.82%,0.35%,177,14,7.91%,2.95%,0.25%,169,12,7.1%,3.32%,0.26%
69,Lotus Love,东方幻想乡，幺乐团的历史 vol.1,1,0,<a href='./?m=info&type=music&id=69' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,0%,0.03%,0%,4,1,25%,0.08%,0.02%
70,能够睡眠的恐怖 ～ Sleeping Terror,东方幻想乡，幺乐团的历史 vol.1,56,3,<a href='./?m=info&type=music&id=70' target='_blank'>点击查看详情</a>,5.36%,0.89%,0.05%,55,2,3.64%,0.92%,0.04%,57,2,3.51%,1.12%,0.04%
71,Dream Land,东方幻想乡，幺乐团的历史 vol.1,12,0,<a href='./?m=info&type=music&id=71' target='_blank'>点击查看详情</a>,0%,0.19%,0%,12,0,0%,0.2%,0%,13,2,15.38%,0.26%,0.04%
72,幽梦 ～ Inanimate Dream,东方幻想乡，幺乐团的历史 vol.1,72,2,<a href='./?m=info&type=music&id=72' target='_blank'>点击查看详情</a>,2.78%,1.15%,0.03%,80,8,10%,1.33%,0.14%,87,4,4.6%,1.71%,0.09%
73,不可不禁止的游戏,东方幻想乡，幺乐团的历史 vol.1,12,0,<a href='./?m=info&type=music&id=73' target='_blank'>点击查看详情</a>,0%,0.19%,0%,15,1,6.67%,0.25%,0.02%,10,1,10%,0.2%,0.02%
74,女仆幻想 ～ Icemilk Magic,东方幻想乡，幺乐团的历史 vol.1,13,0,<a href='./?m=info&type=music&id=74' target='_blank'>点击查看详情</a>,0%,0.21%,0%,10,0,0%,0.17%,0%,11,3,27.27%,0.22%,0.06%
75,可爱的恶魔 ～ Innocence,东方幻想乡，幺乐团的历史 vol.1,28,0,<a href='./?m=info&type=music&id=75' target='_blank'>点击查看详情</a>,0%,0.45%,0%,20,0,0%,0.33%,0%,20,2,10%,0.39%,0.04%
76,Days,东方幻想乡，幺乐团的历史 vol.1,1,0,<a href='./?m=info&type=music&id=76' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.02%,0%,1,0,0%,0.02%,0%
77,Peaceful,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=77' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
78,Arcadian Dream,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=78' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.02%,0%
79,幻想的居民,东方幻想乡，幺乐团的历史 vol.1,1,1,<a href='./?m=info&type=music&id=79' target='_blank'>点击查看详情</a>,100%,0.02%,0.02%,6,0,0%,0.1%,0%,1,0,0%,0.02%,0%
80,Lotus Road,东方幻想乡，幺乐团的历史 vol.1,1,0,<a href='./?m=info&type=music&id=80' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.02%,0%,1,0,0%,0.02%,0%
81,Dreamy pilot,东方幻想乡，幺乐团的历史 vol.1,2,0,<a href='./?m=info&type=music&id=81' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,4,1,25%,0.08%,0.02%
82,Incomplete Plot,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=82' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,2,0,0%,0.04%,0%
83,Border Land,东方幻想乡，幺乐团的历史 vol.1,1,0,<a href='./?m=info&type=music&id=83' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,0,0%,0%,0%,3,0,0%,0.06%,0%
84,Magic Shop of Raspberry,东方幻想乡，幺乐团的历史 vol.1,3,2,<a href='./?m=info&type=music&id=84' target='_blank'>点击查看详情</a>,66.67%,0.05%,0.03%,3,2,66.67%,0.05%,0.04%,2,1,50%,0.04%,0.02%
85,Crescent Dream,东方幻想乡，幺乐团的历史 vol.1,3,0,<a href='./?m=info&type=music&id=85' target='_blank'>点击查看详情</a>,0%,0.05%,0%,0,0,0%,0%,0%,1,0,0%,0.02%,0%
86,怪绮谈 ～ Mystic Square,东方怪绮谈，幺乐团的历史 vol.2,6,0,<a href='./?m=info&type=music&id=86' target='_blank'>点击查看详情</a>,0%,0.1%,0%,5,0,0%,0.08%,0%,3,0,0%,0.06%,0%
87,Dream Express,东方怪绮谈，幺乐团的历史 vol.2,3,0,<a href='./?m=info&type=music&id=87' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,0,0%,0.05%,0%,4,0,0%,0.08%,0%
88,魔法阵 ～ Magic Square,东方怪绮谈，幺乐团的历史 vol.2,1,0,<a href='./?m=info&type=music&id=88' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.02%,0%,4,0,0%,0.08%,0%
89,梦想时空,东方怪绮谈，幺乐团的历史 vol.2,20,0,<a href='./?m=info&type=music&id=89' target='_blank'>点击查看详情</a>,0%,0.32%,0%,12,0,0%,0.2%,0%,13,0,0%,0.26%,0%
90,灵天 ～ Spiritual Heaven,东方怪绮谈，幺乐团的历史 vol.2,2,0,<a href='./?m=info&type=music&id=90' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,0%,0.05%,0%,0,0,0%,0%,0%
91,Romantic Children,东方怪绮谈，幺乐团的历史 vol.2,35,1,<a href='./?m=info&type=music&id=91' target='_blank'>点击查看详情</a>,2.86%,0.56%,0.02%,34,2,5.88%,0.57%,0.04%,31,1,3.23%,0.61%,0.02%
92,Plastic Mind,东方怪绮谈，幺乐团的历史 vol.2,7,1,<a href='./?m=info&type=music&id=92' target='_blank'>点击查看详情</a>,14.29%,0.11%,0.02%,9,1,11.11%,0.15%,0.02%,8,0,0%,0.16%,0%
93,Maple Wise,东方怪绮谈，幺乐团的历史 vol.2,3,0,<a href='./?m=info&type=music&id=93' target='_blank'>点击查看详情</a>,0%,0.05%,0%,5,0,0%,0.08%,0%,6,1,16.67%,0.12%,0.02%
94,禁忌的魔法 ～ Forbidden Magic,东方怪绮谈，幺乐团的历史 vol.2,0,0,<a href='./?m=info&type=music&id=94' target='_blank'>点击查看详情</a>,0%,0%,0%,5,0,0%,0.08%,0%,7,0,0%,0.14%,0%
95,绯红的少女 ～ Crimson Dead!!,东方怪绮谈，幺乐团的历史 vol.2,7,0,<a href='./?m=info&type=music&id=95' target='_blank'>点击查看详情</a>,0%,0.11%,0%,6,0,0%,0.1%,0%,12,0,0%,0.24%,0%
96,背叛的少女 ～ Judas Kiss,东方怪绮谈，幺乐团的历史 vol.2,4,0,<a href='./?m=info&type=music&id=96' target='_blank'>点击查看详情</a>,0%,0.06%,0%,5,0,0%,0.08%,0%,8,1,12.5%,0.16%,0.02%
97,the Last Judgement,东方怪绮谈，幺乐团的历史 vol.2,2,0,<a href='./?m=info&type=music&id=97' target='_blank'>点击查看详情</a>,0%,0.03%,0%,7,0,0%,0.12%,0%,8,0,0%,0.16%,0%
98,可悲的人偶 ～ Doll of Misery,东方怪绮谈，幺乐团的历史 vol.2,22,0,<a href='./?m=info&type=music&id=98' target='_blank'>点击查看详情</a>,0%,0.35%,0%,19,1,5.26%,0.32%,0.02%,20,0,0%,0.39%,0%
99,世界的尽头 ～ World's End,东方怪绮谈，幺乐团的历史 vol.2,3,0,<a href='./?m=info&type=music&id=99' target='_blank'>点击查看详情</a>,0%,0.05%,0%,5,0,0%,0.08%,0%,2,0,0%,0.04%,0%
100,神话幻想 ～ Infinite Being,东方怪绮谈，幺乐团的历史 vol.2,61,3,<a href='./?m=info&type=music&id=100' target='_blank'>点击查看详情</a>,4.92%,0.97%,0.05%,45,2,4.44%,0.75%,0.04%,44,3,6.82%,0.86%,0.06%
101,不可思议之国的爱丽丝,东方怪绮谈，幺乐团的历史 vol.2,473,49,<a href='./?m=info&type=music&id=101' target='_blank'>点击查看详情</a>,10.36%,7.56%,0.83%,522,52,9.96%,8.7%,0.93%,446,51,11.43%,8.75%,1.09%
102,the Grimoire of Alice,东方怪绮谈，东方非想天则，核热造神非想天则，幺乐团的历史 vol.2,83,7,<a href='./?m=info&type=music&id=102' target='_blank'>点击查看详情</a>,8.43%,1.33%,0.12%,75,3,4%,1.25%,0.05%,82,7,8.54%,1.61%,0.15%
103,神社,东方怪绮谈，幺乐团的历史 vol.2,0,0,<a href='./?m=info&type=music&id=103' target='_blank'>点击查看详情</a>,0%,0%,0%,2,0,0%,0.03%,0%,3,0,0%,0.06%,0%
104,Endless,东方怪绮谈，幺乐团的历史 vol.2,2,0,<a href='./?m=info&type=music&id=104' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
105,永远的乐园,东方怪绮谈，幺乐团的历史 vol.2,7,0,<a href='./?m=info&type=music&id=105' target='_blank'>点击查看详情</a>,0%,0.11%,0%,10,2,20%,0.17%,0.04%,5,1,20%,0.1%,0.02%
106,Mystic Dream,东方怪绮谈，幺乐团的历史 vol.2,3,0,<a href='./?m=info&type=music&id=106' target='_blank'>点击查看详情</a>,0%,0.05%,0%,1,0,0%,0.02%,0%,1,0,0%,0.02%,0%
107,Peaceful Romancer,东方怪绮谈，幺乐团的历史 vol.2,1,1,<a href='./?m=info&type=music&id=107' target='_blank'>点击查看详情</a>,100%,0.02%,0.02%,1,0,0%,0.02%,0%,1,0,0%,0.02%,0%
108,灵魂安息之所,东方怪绮谈，幺乐团的历史 vol.2,2,0,<a href='./?m=info&type=music&id=108' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
109,比赤色更红的梦,东方红魔乡,85,1,<a href='./?m=info&type=music&id=109' target='_blank'>点击查看详情</a>,1.18%,1.36%,0.02%,73,3,4.11%,1.22%,0.05%,44,2,4.55%,0.86%,0.04%
110,如鬼灯般的红色之魂,东方红魔乡,32,1,<a href='./?m=info&type=music&id=110' target='_blank'>点击查看详情</a>,3.13%,0.51%,0.02%,24,1,4.17%,0.4%,0.02%,20,1,5%,0.39%,0.02%
111,妖魔夜行,东方红魔乡,151,13,<a href='./?m=info&type=music&id=111' target='_blank'>点击查看详情</a>,8.61%,2.41%,0.22%,178,13,7.3%,2.97%,0.23%,141,8,5.67%,2.77%,0.17%
112,Lunate Elf,东方红魔乡,37,3,<a href='./?m=info&type=music&id=112' target='_blank'>点击查看详情</a>,8.11%,0.59%,0.05%,35,5,14.29%,0.58%,0.09%,30,2,6.67%,0.59%,0.04%
113,活泼的纯情小姑娘（活泼纯情小姑娘的冒险）,东方红魔乡，东方花映塚，东方非想天则，核热造神非想天则，东方文花帖,505,52,<a href='./?m=info&type=music&id=113' target='_blank'>点击查看详情</a>,10.3%,8.07%,0.88%,403,38,9.43%,6.72%,0.68%,318,38,11.95%,6.24%,0.81%
114,上海红茶馆　～ Chinese Tea,东方红魔乡，东方非想天则，核热造神非想天则，梦违科学世纪,926,118,<a href='./?m=info&type=music&id=114' target='_blank'>点击查看详情</a>,12.74%,14.79%,1.99%,924,95,10.28%,15.4%,1.69%,900,95,10.56%,17.66%,2.02%
