id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
54,古明地觉,东方地灵殿,1186,214,<a href='./?m=info&type=chara&id=54' target='_blank'>点击查看详情</a>,18.04%,16.26%,3.05%,1152,165,14.32%,19.57%,2.94%,720,161,22.36%,10%,2.6%
55,火焰猫燐,东方地灵殿,196,17,<a href='./?m=info&type=chara&id=55' target='_blank'>点击查看详情</a>,8.67%,2.69%,0.24%,207,24,11.59%,3.52%,0.43%,121,24,19.83%,1.68%,0.39%
56,灵乌路空,东方地灵殿,290,46,<a href='./?m=info&type=chara&id=56' target='_blank'>点击查看详情</a>,15.86%,3.97%,0.66%,269,47,17.47%,4.57%,0.84%,223,78,34.98%,3.1%,1.26%
57,古明地恋,东方地灵殿,1409,303,<a href='./?m=info&type=chara&id=57' target='_blank'>点击查看详情</a>,21.5%,19.31%,4.32%,1358,270,19.88%,23.06%,4.8%,840,203,24.17%,11.67%,3.27%
58,娜兹玲,东方星莲船,59,4,<a href='./?m=info&type=chara&id=58' target='_blank'>点击查看详情</a>,6.78%,0.81%,0.06%,49,5,10.2%,0.83%,0.09%,29,4,13.79%,0.4%,0.06%
59,多多良小伞,东方星莲船,347,38,<a href='./?m=info&type=chara&id=59' target='_blank'>点击查看详情</a>,10.95%,4.76%,0.54%,308,26,8.44%,5.23%,0.46%,150,21,14%,2.08%,0.34%
60,云山,东方星莲船,12,1,<a href='./?m=info&type=chara&id=60' target='_blank'>点击查看详情</a>,8.33%,0.16%,0.01%,12,0,0%,0.2%,0%,5,1,20%,0.07%,0.02%
61,云居一轮,东方星莲船,41,5,<a href='./?m=info&type=chara&id=61' target='_blank'>点击查看详情</a>,12.2%,0.56%,0.07%,30,2,6.67%,0.51%,0.04%,16,2,12.5%,0.22%,0.03%
62,村纱水蜜,东方星莲船,112,13,<a href='./?m=info&type=chara&id=62' target='_blank'>点击查看详情</a>,11.61%,1.54%,0.19%,115,11,9.57%,1.95%,0.2%,69,10,14.49%,0.96%,0.16%
63,寅丸星,东方星莲船,41,4,<a href='./?m=info&type=chara&id=63' target='_blank'>点击查看详情</a>,9.76%,0.56%,0.06%,57,7,12.28%,0.97%,0.12%,27,5,18.52%,0.38%,0.08%
64,圣白莲,东方星莲船,475,43,<a href='./?m=info&type=chara&id=64' target='_blank'>点击查看详情</a>,9.05%,6.51%,0.61%,449,42,9.35%,7.63%,0.75%,226,32,14.16%,3.14%,0.52%
65,封兽鵺,东方星莲船,260,20,<a href='./?m=info&type=chara&id=65' target='_blank'>点击查看详情</a>,7.69%,3.56%,0.29%,262,23,8.78%,4.45%,0.41%,144,25,17.36%,2%,0.4%
66,命莲,东方星莲船,17,0,<a href='./?m=info&type=chara&id=66' target='_blank'>点击查看详情</a>,0%,0.23%,0%,16,0,0%,0.27%,0%,8,1,12.5%,0.11%,0.02%
67,大鲶鱼,东方非想天则,14,2,<a href='./?m=info&type=chara&id=67' target='_blank'>点击查看详情</a>,14.29%,0.19%,0.03%,15,2,13.33%,0.25%,0.04%,4,0,0%,0.06%,0%
68,非想天则,东方非想天则,10,1,<a href='./?m=info&type=chara&id=68' target='_blank'>点击查看详情</a>,10%,0.14%,0.01%,7,0,0%,0.12%,0%,3,0,0%,0.04%,0%
69,姬海棠果,东方文花帖DS,108,10,<a href='./?m=info&type=chara&id=69' target='_blank'>点击查看详情</a>,9.26%,1.48%,0.14%,105,7,6.67%,1.78%,0.12%,69,10,14.49%,0.96%,0.16%
70,幽谷响子,东方神灵庙,61,1,<a href='./?m=info&type=chara&id=70' target='_blank'>点击查看详情</a>,1.64%,0.84%,0.01%,75,7,9.33%,1.27%,0.12%,28,2,7.14%,0.39%,0.03%
71,宫古芳香,东方神灵庙,59,5,<a href='./?m=info&type=chara&id=71' target='_blank'>点击查看详情</a>,8.47%,0.81%,0.07%,55,4,7.27%,0.93%,0.07%,38,8,21.05%,0.53%,0.13%
72,霍青娥,东方神灵庙,236,16,<a href='./?m=info&type=chara&id=72' target='_blank'>点击查看详情</a>,6.78%,3.23%,0.23%,231,17,7.36%,3.92%,0.3%,135,13,9.63%,1.88%,0.21%
73,苏我屠自古,东方神灵庙,86,7,<a href='./?m=info&type=chara&id=73' target='_blank'>点击查看详情</a>,8.14%,1.18%,0.1%,89,8,8.99%,1.51%,0.14%,60,9,15%,0.83%,0.15%
74,物部布都,东方神灵庙,242,28,<a href='./?m=info&type=chara&id=74' target='_blank'>点击查看详情</a>,11.57%,3.32%,0.4%,283,43,15.19%,4.81%,0.77%,163,36,22.09%,2.26%,0.58%
75,丰聪耳神子,东方神灵庙,385,75,<a href='./?m=info&type=chara&id=75' target='_blank'>点击查看详情</a>,19.48%,5.28%,1.07%,384,59,15.36%,6.52%,1.05%,220,43,19.55%,3.06%,0.69%
76,二岩猯藏,东方神灵庙,139,11,<a href='./?m=info&type=chara&id=76' target='_blank'>点击查看详情</a>,7.91%,1.91%,0.16%,181,22,12.15%,3.07%,0.39%,82,9,10.98%,1.14%,0.15%
77,秦心,东方心绮楼,905,104,<a href='./?m=info&type=chara&id=77' target='_blank'>点击查看详情</a>,11.49%,12.4%,1.48%,936,83,8.87%,15.9%,1.48%,628,61,9.71%,8.72%,0.98%
78,秦河胜,东方心绮楼,3,0,<a href='./?m=info&type=chara&id=78' target='_blank'>点击查看详情</a>,0%,0.04%,0%,4,0,0%,0.07%,0%,-,-,-,-,-
79,若鹭姬,东方辉针城,41,5,<a href='./?m=info&type=chara&id=79' target='_blank'>点击查看详情</a>,12.2%,0.56%,0.07%,51,4,7.84%,0.87%,0.07%,43,4,9.3%,0.6%,0.06%
80,赤蛮奇,东方辉针城,109,10,<a href='./?m=info&type=chara&id=80' target='_blank'>点击查看详情</a>,9.17%,1.49%,0.14%,92,12,13.04%,1.56%,0.21%,60,3,5%,0.83%,0.05%
81,今泉影狼,东方辉针城,96,8,<a href='./?m=info&type=chara&id=81' target='_blank'>点击查看详情</a>,8.33%,1.32%,0.11%,100,3,3%,1.7%,0.05%,79,8,10.13%,1.1%,0.13%
82,九十九弁弁,东方辉针城,57,4,<a href='./?m=info&type=chara&id=82' target='_blank'>点击查看详情</a>,7.02%,0.78%,0.06%,61,2,3.28%,1.04%,0.04%,40,2,5%,0.56%,0.03%
83,九十九八桥,东方辉针城,28,1,<a href='./?m=info&type=chara&id=83' target='_blank'>点击查看详情</a>,3.57%,0.38%,0.01%,25,3,12%,0.42%,0.05%,22,4,18.18%,0.31%,0.06%
84,鬼人正邪,东方辉针城,605,96,<a href='./?m=info&type=chara&id=84' target='_blank'>点击查看详情</a>,15.87%,8.29%,1.37%,573,78,13.61%,9.73%,1.39%,337,51,15.13%,4.68%,0.82%
85,少名针妙丸,东方辉针城,352,30,<a href='./?m=info&type=chara&id=85' target='_blank'>点击查看详情</a>,8.52%,4.82%,0.43%,383,19,4.96%,6.5%,0.34%,169,15,8.88%,2.35%,0.24%
86,堀川雷鼓,东方辉针城,153,14,<a href='./?m=info&type=chara&id=86' target='_blank'>点击查看详情</a>,9.15%,2.1%,0.2%,183,17,9.29%,3.11%,0.3%,131,12,9.16%,1.82%,0.19%
87,宇佐见堇子,东方深秘录,201,10,<a href='./?m=info&type=chara&id=87' target='_blank'>点击查看详情</a>,4.98%,2.75%,0.14%,179,4,2.23%,3.04%,0.07%,-,-,-,-,-
88,绿巨人,东方深秘录,3,0,<a href='./?m=info&type=chara&id=88' target='_blank'>点击查看详情</a>,0%,0.04%,0%,7,0,0%,0.12%,0%,-,-,-,-,-
89,阿菊,东方深秘录,1,0,<a href='./?m=info&type=chara&id=89' target='_blank'>点击查看详情</a>,0%,0.01%,0%,4,0,0%,0.07%,0%,-,-,-,-,-
90,八尺大人,东方深秘录,2,0,<a href='./?m=info&type=chara&id=90' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.02%,0%,-,-,-,-,-
91,彭祖,东方深秘录,0,0,<a href='./?m=info&type=chara&id=91' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.02%,0%,-,-,-,-,-
92,黄帝,东方深秘录,2,0,<a href='./?m=info&type=chara&id=92' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,0%,0.05%,0%,-,-,-,-,-
93,尼西号,东方深秘录,4,0,<a href='./?m=info&type=chara&id=93' target='_blank'>点击查看详情</a>,0%,0.05%,0%,0,0,0%,0%,0%,-,-,-,-,-
94,清兰,东方绀珠传,49,3,<a href='./?m=info&type=chara&id=94' target='_blank'>点击查看详情</a>,6.12%,0.67%,0.04%,43,1,2.33%,0.73%,0.02%,-,-,-,-,-
95,铃瑚,东方绀珠传,39,1,<a href='./?m=info&type=chara&id=95' target='_blank'>点击查看详情</a>,2.56%,0.53%,0.01%,20,0,0%,0.34%,0%,-,-,-,-,-
96,哆来咪·苏伊特,东方绀珠传,177,13,<a href='./?m=info&type=chara&id=96' target='_blank'>点击查看详情</a>,7.34%,2.43%,0.19%,236,9,3.81%,4.01%,0.16%,-,-,-,-,-
97,稀神探女,东方绀珠传,766,48,<a href='./?m=info&type=chara&id=97' target='_blank'>点击查看详情</a>,6.27%,10.5%,0.68%,497,20,4.02%,8.44%,0.36%,-,-,-,-,-
98,克劳恩皮丝,东方绀珠传,476,27,<a href='./?m=info&type=chara&id=98' target='_blank'>点击查看详情</a>,5.67%,6.52%,0.39%,653,22,3.37%,11.09%,0.39%,-,-,-,-,-
99,纯狐,东方绀珠传,424,44,<a href='./?m=info&type=chara&id=99' target='_blank'>点击查看详情</a>,10.38%,5.81%,0.63%,327,21,6.42%,5.55%,0.37%,-,-,-,-,-
100,赫卡提亚·拉碧斯拉祖利,东方绀珠传,150,6,<a href='./?m=info&type=chara&id=100' target='_blank'>点击查看详情</a>,4%,2.06%,0.09%,182,10,5.49%,3.09%,0.18%,-,-,-,-,-
101,神玉,东方灵异传,3,0,<a href='./?m=info&type=chara&id=101' target='_blank'>点击查看详情</a>,0%,0.04%,0%,2,0,0%,0.03%,0%,1,0,0%,0.01%,0%
102,魅魔,东方灵异传,113,8,<a href='./?m=info&type=chara&id=102' target='_blank'>点击查看详情</a>,7.08%,1.55%,0.11%,113,14,12.39%,1.92%,0.25%,90,9,10%,1.25%,0.15%
103,菊理,东方灵异传,3,0,<a href='./?m=info&type=chara&id=103' target='_blank'>点击查看详情</a>,0%,0.04%,0%,2,0,0%,0.03%,0%,1,0,0%,0.01%,0%
104,矜羯罗,东方灵异传,12,2,<a href='./?m=info&type=chara&id=104' target='_blank'>点击查看详情</a>,16.67%,0.16%,0.03%,15,2,13.33%,0.25%,0.04%,4,1,25%,0.06%,0.02%
105,幽玄魔眼,东方灵异传,0,0,<a href='./?m=info&type=chara&id=105' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.02%,0%,1,0,0%,0.01%,0%
106,依莉斯,东方灵异传,8,0,<a href='./?m=info&type=chara&id=106' target='_blank'>点击查看详情</a>,0%,0.11%,0%,7,0,0%,0.12%,0%,4,0,0%,0.06%,0%
107,萨丽爱尔,东方灵异传,20,3,<a href='./?m=info&type=chara&id=107' target='_blank'>点击查看详情</a>,15%,0.27%,0.04%,23,2,8.7%,0.39%,0.04%,15,6,40%,0.21%,0.1%
108,玄爷,东方封魔录,17,0,<a href='./?m=info&type=chara&id=108' target='_blank'>点击查看详情</a>,0%,0.23%,0%,5,0,0%,0.08%,0%,3,0,0%,0.04%,0%
109,里香,东方封魔录,11,0,<a href='./?m=info&type=chara&id=109' target='_blank'>点击查看详情</a>,0%,0.15%,0%,3,0,0%,0.05%,0%,2,0,0%,0.03%,0%
110,明罗,东方封魔录,9,0,<a href='./?m=info&type=chara&id=110' target='_blank'>点击查看详情</a>,0%,0.12%,0%,13,2,15.38%,0.22%,0.04%,4,2,50%,0.06%,0.03%
111,Flower～战车,东方封魔录,0,0,<a href='./?m=info&type=chara&id=111' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
112,邪眼西格玛,东方封魔录,2,0,<a href='./?m=info&type=chara&id=112' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
113,爱莲,东方梦时空,20,2,<a href='./?m=info&type=chara&id=113' target='_blank'>点击查看详情</a>,10%,0.27%,0.03%,19,2,10.53%,0.32%,0.04%,17,3,17.65%,0.24%,0.05%
114,小兔姬,东方梦时空,11,0,<a href='./?m=info&type=chara&id=114' target='_blank'>点击查看详情</a>,0%,0.15%,0%,7,0,0%,0.12%,0%,3,0,0%,0.04%,0%
115,卡娜·安娜贝拉尔,东方梦时空,39,4,<a href='./?m=info&type=chara&id=115' target='_blank'>点击查看详情</a>,10.26%,0.53%,0.06%,33,3,9.09%,0.56%,0.05%,27,1,3.7%,0.38%,0.02%
116,朝仓理香子,东方梦时空,9,1,<a href='./?m=info&type=chara&id=116' target='_blank'>点击查看详情</a>,11.11%,0.12%,0.01%,10,1,10%,0.17%,0.02%,2,0,0%,0.03%,0%
117,北白河千百合,东方梦时空,12,0,<a href='./?m=info&type=chara&id=117' target='_blank'>点击查看详情</a>,0%,0.16%,0%,10,0,0%,0.17%,0%,12,0,0%,0.17%,0%
118,冈崎梦美,东方梦时空,204,24,<a href='./?m=info&type=chara&id=118' target='_blank'>点击查看详情</a>,11.76%,2.8%,0.34%,206,26,12.62%,3.5%,0.46%,168,21,12.5%,2.33%,0.34%
119,咪咪号,东方梦时空,6,1,<a href='./?m=info&type=chara&id=119' target='_blank'>点击查看详情</a>,16.67%,0.08%,0.01%,3,0,0%,0.05%,0%,1,0,0%,0.01%,0%
120,留琴,东方梦时空,5,0,<a href='./?m=info&type=chara&id=120' target='_blank'>点击查看详情</a>,0%,0.07%,0%,1,0,0%,0.02%,0%,0,0,0%,0%,0%
121,玛○奇,东方梦时空,1,0,<a href='./?m=info&type=chara&id=121' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.02%,0%,2,0,0%,0.03%,0%
122,苏格拉底,东方梦时空,2,0,<a href='./?m=info&type=chara&id=122' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.02%,0%,-,-,-,-,-
123,奥莲姬,东方幻想乡,1,1,<a href='./?m=info&type=chara&id=123' target='_blank'>点击查看详情</a>,100%,0.01%,0.01%,3,0,0%,0.05%,0%,2,0,0%,0.03%,0%
124,胡桃,东方幻想乡,16,2,<a href='./?m=info&type=chara&id=124' target='_blank'>点击查看详情</a>,12.5%,0.22%,0.03%,11,1,9.09%,0.19%,0.02%,8,0,0%,0.11%,0%
125,艾丽,东方幻想乡,17,1,<a href='./?m=info&type=chara&id=125' target='_blank'>点击查看详情</a>,5.88%,0.23%,0.01%,14,0,0%,0.24%,0%,12,1,8.33%,0.17%,0.02%
126,梦月,东方幻想乡,12,0,<a href='./?m=info&type=chara&id=126' target='_blank'>点击查看详情</a>,0%,0.16%,0%,10,0,0%,0.17%,0%,3,0,0%,0.04%,0%
127,幻月,东方幻想乡,43,7,<a href='./?m=info&type=chara&id=127' target='_blank'>点击查看详情</a>,16.28%,0.59%,0.1%,30,5,16.67%,0.51%,0.09%,27,4,14.81%,0.38%,0.06%
128,萨拉,东方怪绮谈,3,0,<a href='./?m=info&type=chara&id=128' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,0,0%,0.02%,0%,0,0,0%,0%,0%
129,露易兹,东方怪绮谈,7,1,<a href='./?m=info&type=chara&id=129' target='_blank'>点击查看详情</a>,14.29%,0.1%,0.01%,1,0,0%,0.02%,0%,1,0,0%,0.01%,0%
130,雪,东方怪绮谈,4,0,<a href='./?m=info&type=chara&id=130' target='_blank'>点击查看详情</a>,0%,0.05%,0%,9,0,0%,0.15%,0%,8,1,12.5%,0.11%,0.02%
