id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector0,vector3,ratio,vratio
11,167,52,<a href='./?m=info&type=cp&id=011057000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,136,31,81.44%,18.56%,1.94%,2.31%,2.4%,22.75%,74.85%,-,31.14,2.71%
12,48,0,<a href='./?m=info&type=cp&id=208209000' target='_blank'>点击查看详情</a>,1,208,<a href='./?m=info&type=chara&id=208' target='_blank'>尔子田里乃</a>,209,<a href='./?m=info&type=chara&id=209' target='_blank'>丁礼田舞</a>,0,-,36,12,75%,25%,0.51%,0.89%,6.25%,4.17%,89.58%,-,,0.78%
13,158,44,<a href='./?m=info&type=cp&id=049217000' target='_blank'>点击查看详情</a>,1,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,0,-,135,23,85.44%,14.56%,1.92%,1.71%,39.24%,8.23%,52.53%,-,27.85,2.57%
14,1577,513,<a href='./?m=info&type=cp&id=001002000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,0,-,1229,347,77.93%,22%,17.52%,25.82%,20.48%,15.92%,63.6%,-,32.53,25.63%
15,4,2,<a href='./?m=info&type=cp&id=021028000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,0,-,4,0,100%,0%,0.06%,0%,75%,25%,0%,-,50,0.07%
16,1,0,<a href='./?m=info&type=cp&id=003057059' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,1,0,100%,0%,0.01%,0%,100%,0%,0%,0%,,0.02%
17,7,0,<a href='./?m=info&type=cp&id=028222000' target='_blank'>点击查看详情</a>,1,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,222,<a href='./?m=info&type=chara&id=222' target='_blank'>庭渡久侘歌</a>,0,-,7,0,100%,0%,0.1%,0%,0%,28.57%,71.43%,-,,0.11%
18,1,0,<a href='./?m=info&type=cp&id=057223000' target='_blank'>点击查看详情</a>,1,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,0%,-,,0.02%
19,3,0,<a href='./?m=info&type=cp&id=004005204' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,204,<a href='./?m=info&type=chara&id=204' target='_blank'>爱塔妮缇拉尔瓦</a>,2,1,66.67%,33.33%,0.03%,0.07%,0%,0%,100%,0%,,0.05%
20,690,184,<a href='./?m=info&type=cp&id=054057000' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,555,135,80.43%,19.57%,7.91%,10.04%,11.3%,32.03%,56.67%,-,26.67,11.21%
21,1,0,<a href='./?m=info&type=cp&id=006072000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,,0.02%
22,2,0,<a href='./?m=info&type=cp&id=197198000' target='_blank'>点击查看详情</a>,1,197,<a href='./?m=info&type=chara&id=197' target='_blank'>大老爷</a>,198,<a href='./?m=info&type=chara&id=198' target='_blank'>杀死大老爷的侍童</a>,0,-,2,0,100%,0%,0.03%,0%,0%,50%,50%,-,,0.03%
23,1,0,<a href='./?m=info&type=cp&id=002218000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,218,<a href='./?m=info&type=chara&id=218' target='_blank'>假扮魔理沙的妖狐</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,,0.02%
24,1,0,<a href='./?m=info&type=cp&id=202203000' target='_blank'>点击查看详情</a>,1,202,<a href='./?m=info&type=chara&id=202' target='_blank'>兜风四人组</a>,203,<a href='./?m=info&type=chara&id=203' target='_blank'>导航</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,,0.02%
25,10,2,<a href='./?m=info&type=cp&id=054077000' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,0,-,7,3,70%,30%,0.1%,0.22%,60%,10%,30%,-,20,0.16%
26,968,242,<a href='./?m=info&type=cp&id=033034000' target='_blank'>点击查看详情</a>,1,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,-,729,238,75.31%,24.59%,10.39%,17.71%,22.93%,18.18%,58.88%,-,25,15.73%
27,177,49,<a href='./?m=info&type=cp&id=001045000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,0,-,146,31,82.49%,17.51%,2.08%,2.31%,18.64%,18.08%,63.28%,-,27.68,2.88%
28,410,86,<a href='./?m=info&type=cp&id=084085000' target='_blank'>点击查看详情</a>,1,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,0,-,296,114,72.2%,27.8%,4.22%,8.48%,38.29%,8.05%,53.66%,-,20.98,6.66%
29,130,35,<a href='./?m=info&type=cp&id=039054000' target='_blank'>点击查看详情</a>,1,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·夜摩仙那度</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,0,-,110,20,84.62%,15.38%,1.57%,1.49%,23.08%,10%,66.92%,-,26.92,2.11%
30,51,8,<a href='./?m=info&type=cp&id=223225000' target='_blank'>点击查看详情</a>,1,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,0,-,27,24,52.94%,47.06%,0.38%,1.79%,41.18%,5.88%,52.94%,-,15.69,0.83%
31,2,0,<a href='./?m=info&type=cp&id=220221000' target='_blank'>点击查看详情</a>,1,220,<a href='./?m=info&type=chara&id=220' target='_blank'>戎璎花</a>,221,<a href='./?m=info&type=chara&id=221' target='_blank'>牛崎润美</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,,0.03%
32,101,20,<a href='./?m=info&type=cp&id=001015000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,0,-,58,43,57.43%,42.57%,0.83%,3.2%,18.81%,14.85%,66.34%,-,19.8,1.64%
33,168,63,<a href='./?m=info&type=cp&id=001002015' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,139,29,82.74%,17.26%,1.98%,2.16%,13.69%,20.24%,60.12%,5.95%,37.5,2.73%
34,141,19,<a href='./?m=info&type=cp&id=224225000' target='_blank'>点击查看详情</a>,1,224,<a href='./?m=info&type=chara&id=224' target='_blank'>杖刀偶磨弓</a>,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,0,-,97,44,68.79%,31.21%,1.38%,3.27%,3.55%,35.46%,60.99%,-,13.48,2.29%
35,865,321,<a href='./?m=info&type=cp&id=021023000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,0,-,652,213,75.38%,24.62%,9.29%,15.85%,5.78%,32.37%,61.85%,-,37.11,14.06%
36,660,165,<a href='./?m=info&type=cp&id=029034000' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,-,462,198,70%,30%,6.59%,14.73%,16.06%,23.18%,60.76%,-,25,10.73%
37,283,59,<a href='./?m=info&type=cp&id=096097000' target='_blank'>点击查看详情</a>,1,96,<a href='./?m=info&type=chara&id=96' target='_blank'>哆来咪·苏伊特</a>,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,0,-,177,106,62.54%,37.46%,2.52%,7.89%,32.16%,6.01%,61.84%,-,20.85,4.6%
38,606,174,<a href='./?m=info&type=cp&id=009010000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,0,-,488,117,80.53%,19.31%,6.96%,8.71%,22.94%,19.31%,57.76%,-,28.71,9.85%
39,172,53,<a href='./?m=info&type=cp&id=010054000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,0,-,156,16,90.7%,9.3%,2.22%,1.19%,15.12%,20.93%,63.95%,-,30.81,2.8%
40,24,4,<a href='./?m=info&type=cp&id=204210000' target='_blank'>点击查看详情</a>,1,204,<a href='./?m=info&type=chara&id=204' target='_blank'>爱塔妮缇拉尔瓦</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,15,9,62.5%,37.5%,0.21%,0.67%,12.5%,20.83%,66.67%,-,16.67,0.39%
41,227,47,<a href='./?m=info&type=cp&id=045046047' target='_blank'>点击查看详情</a>,1,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,46,<a href='./?m=info&type=chara&id=46' target='_blank'>八坂神奈子</a>,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,194,33,85.46%,14.54%,2.77%,2.46%,8.81%,7.05%,81.5%,2.64%,20.7,3.69%
42,69,10,<a href='./?m=info&type=cp&id=073074075' target='_blank'>点击查看详情</a>,1,73,<a href='./?m=info&type=chara&id=73' target='_blank'>苏我屠自古</a>,74,<a href='./?m=info&type=chara&id=74' target='_blank'>物部布都</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,46,23,66.67%,33.33%,0.66%,1.71%,4.35%,2.9%,52.17%,40.58%,14.49,1.12%
43,17,3,<a href='./?m=info&type=cp&id=075210000' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,9,8,52.94%,47.06%,0.13%,0.6%,29.41%,11.76%,58.82%,-,17.65,0.28%
44,249,76,<a href='./?m=info&type=cp&id=020031000' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,0,-,228,21,91.57%,8.43%,3.25%,1.56%,11.65%,12.05%,76.31%,-,30.52,4.05%
45,51,19,<a href='./?m=info&type=cp&id=035045000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,0,-,35,16,68.63%,31.37%,0.5%,1.19%,45.1%,9.8%,45.1%,-,37.25,0.83%
46,16,3,<a href='./?m=info&type=cp&id=061062000' target='_blank'>点击查看详情</a>,1,61,<a href='./?m=info&type=chara&id=61' target='_blank'>云居一轮</a>,62,<a href='./?m=info&type=chara&id=62' target='_blank'>村纱水蜜</a>,0,-,10,6,62.5%,37.5%,0.14%,0.45%,0%,25%,75%,-,18.75,0.26%
47,28,6,<a href='./?m=info&type=cp&id=065076000' target='_blank'>点击查看详情</a>,1,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,76,<a href='./?m=info&type=chara&id=76' target='_blank'>二岩猯藏</a>,0,-,16,12,57.14%,42.86%,0.23%,0.89%,3.57%,17.86%,78.57%,-,21.43,0.46%
48,23,3,<a href='./?m=info&type=cp&id=035136000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,0,-,11,12,47.83%,52.17%,0.16%,0.89%,26.09%,4.35%,69.57%,-,13.04,0.37%
49,11,1,<a href='./?m=info&type=cp&id=145219000' target='_blank'>点击查看详情</a>,1,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,219,<a href='./?m=info&type=chara&id=219' target='_blank'>茨木童子之臂</a>,0,-,10,1,90.91%,9.09%,0.14%,0.07%,36.36%,18.18%,45.45%,-,9.09,0.18%
50,100,10,<a href='./?m=info&type=cp&id=223226000' target='_blank'>点击查看详情</a>,1,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,226,<a href='./?m=info&type=chara&id=226' target='_blank'>骊驹早鬼</a>,0,-,65,35,65%,35%,0.93%,2.6%,27%,16%,57%,-,10,1.63%
51,140,42,<a href='./?m=info&type=cp&id=002137000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,120,20,85.71%,14.29%,1.71%,1.49%,28.57%,15%,56.43%,-,30,2.28%
52,73,10,<a href='./?m=info&type=cp&id=079080081' target='_blank'>点击查看详情</a>,1,79,<a href='./?m=info&type=chara&id=79' target='_blank'>若鹭姬</a>,80,<a href='./?m=info&type=chara&id=80' target='_blank'>赤蛮奇</a>,81,<a href='./?m=info&type=chara&id=81' target='_blank'>今泉影狼</a>,61,12,83.56%,16.44%,0.87%,0.89%,0%,1.37%,95.89%,2.74%,13.7,1.19%
53,3,0,<a href='./?m=info&type=cp&id=028138222' target='_blank'>点击查看详情</a>,1,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,138,<a href='./?m=info&type=chara&id=138' target='_blank'>无名的读书妖怪（朱鹭子）</a>,222,<a href='./?m=info&type=chara&id=222' target='_blank'>庭渡久侘歌</a>,2,1,66.67%,33.33%,0.03%,0.07%,0%,0%,66.67%,33.33%,,0.05%
54,19,1,<a href='./?m=info&type=cp&id=223225226' target='_blank'>点击查看详情</a>,1,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,226,<a href='./?m=info&type=chara&id=226' target='_blank'>骊驹早鬼</a>,10,9,52.63%,47.37%,0.14%,0.67%,15.79%,5.26%,78.95%,0%,5.26,0.31%
55,521,132,<a href='./?m=info&type=cp&id=006009000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,0,-,412,109,79.08%,20.92%,5.87%,8.11%,33.01%,16.89%,50.1%,-,25.34,8.47%
56,596,189,<a href='./?m=info&type=cp&id=057077000' target='_blank'>点击查看详情</a>,1,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,0,-,530,66,88.93%,11.07%,7.56%,4.91%,44.3%,2.52%,53.19%,-,31.71,9.69%
57,30,10,<a href='./?m=info&type=cp&id=001002009' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,26,4,86.67%,13.33%,0.37%,0.3%,10%,0%,90%,0%,33.33,0.49%
58,14,1,<a href='./?m=info&type=cp&id=126127000' target='_blank'>点击查看详情</a>,1,126,<a href='./?m=info&type=chara&id=126' target='_blank'>梦月</a>,127,<a href='./?m=info&type=chara&id=127' target='_blank'>幻月</a>,0,-,12,2,85.71%,14.29%,0.17%,0.15%,0%,28.57%,71.43%,-,7.14,0.23%
59,403,80,<a href='./?m=info&type=cp&id=002008015' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,373,30,92.56%,7.44%,5.32%,2.23%,40.94%,0.99%,53.6%,4.47%,19.85,6.55%
60,88,22,<a href='./?m=info&type=cp&id=042043000' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,0,-,80,8,90.91%,9.09%,1.14%,0.6%,6.82%,21.59%,71.59%,-,25,1.43%
61,2,0,<a href='./?m=info&type=cp&id=020020000' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,,0.03%
62,18,2,<a href='./?m=info&type=cp&id=087096000' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,96,<a href='./?m=info&type=chara&id=96' target='_blank'>哆来咪·苏伊特</a>,0,-,11,7,61.11%,38.89%,0.16%,0.52%,0%,33.33%,66.67%,-,11.11,0.29%
63,84,24,<a href='./?m=info&type=cp&id=008010000' target='_blank'>点击查看详情</a>,1,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,0,-,62,22,73.81%,26.19%,0.88%,1.64%,10.71%,32.14%,57.14%,-,28.57,1.37%
64,67,19,<a href='./?m=info&type=cp&id=001010000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,0,-,55,12,82.09%,17.91%,0.78%,0.89%,22.39%,25.37%,52.24%,-,28.36,1.09%
65,132,23,<a href='./?m=info&type=cp&id=032033000' target='_blank'>点击查看详情</a>,1,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,0,-,74,58,56.06%,43.94%,1.05%,4.32%,22.73%,11.36%,65.91%,-,17.42,2.15%
66,417,68,<a href='./?m=info&type=cp&id=004005000' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,0,-,391,26,93.76%,6.24%,5.57%,1.93%,15.11%,21.1%,63.79%,-,16.31,6.78%
67,142,28,<a href='./?m=info&type=cp&id=139140141' target='_blank'>点击查看详情</a>,1,139,<a href='./?m=info&type=chara&id=139' target='_blank'>桑尼米尔克</a>,140,<a href='./?m=info&type=chara&id=140' target='_blank'>露娜切尔德</a>,141,<a href='./?m=info&type=chara&id=141' target='_blank'>斯塔萨菲雅</a>,136,6,95.77%,4.23%,1.94%,0.45%,7.04%,2.11%,87.32%,3.52%,19.72,2.31%
68,9,3,<a href='./?m=info&type=cp&id=142143000' target='_blank'>点击查看详情</a>,1,142,<a href='./?m=info&type=chara&id=142' target='_blank'>绵月丰姬</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,0,-,8,1,88.89%,11.11%,0.11%,0.07%,11.11%,11.11%,77.78%,-,33.33,0.15%
69,234,64,<a href='./?m=info&type=cp&id=008015000' target='_blank'>点击查看详情</a>,1,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,0,-,184,50,78.63%,21.37%,2.62%,3.72%,9.4%,16.24%,74.36%,-,27.35,3.8%
70,9,0,<a href='./?m=info&type=cp&id=222226000' target='_blank'>点击查看详情</a>,1,222,<a href='./?m=info&type=chara&id=222' target='_blank'>庭渡久侘歌</a>,226,<a href='./?m=info&type=chara&id=226' target='_blank'>骊驹早鬼</a>,0,-,4,5,44.44%,55.56%,0.06%,0.37%,0%,55.56%,44.44%,-,,0.15%
71,4,1,<a href='./?m=info&type=cp&id=048073086' target='_blank'>点击查看详情</a>,1,48,<a href='./?m=info&type=chara&id=48' target='_blank'>永江衣玖</a>,73,<a href='./?m=info&type=chara&id=73' target='_blank'>苏我屠自古</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,2,2,50%,50%,0.03%,0.15%,0%,0%,100%,0%,25,0.07%
72,111,16,<a href='./?m=info&type=cp&id=023210000' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,67,44,60.36%,39.64%,0.96%,3.27%,0.9%,28.83%,70.27%,-,14.41,1.8%
73,7,2,<a href='./?m=info&type=cp&id=075077210' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,4,3,57.14%,42.86%,0.06%,0.22%,28.57%,0%,57.14%,14.29%,28.57,0.11%
74,34,3,<a href='./?m=info&type=cp&id=208209210' target='_blank'>点击查看详情</a>,1,208,<a href='./?m=info&type=chara&id=208' target='_blank'>尔子田里乃</a>,209,<a href='./?m=info&type=chara&id=209' target='_blank'>丁礼田舞</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,28,6,82.35%,17.65%,0.4%,0.45%,2.94%,0%,61.76%,35.29%,8.82,0.55%
