id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
44,Sailor of Time,Sailor of Time,东方梦时空,8,0,8,<a href='./?m=info&type=music&id=44' target='_blank'>点击查看详情</a>,0%,0.12%,0%,4,4,50%,50%,0.06%,0.3%,
45,Strawberry Crisis!!,Strawberry Crisis!!,东方梦时空,89,9,98,<a href='./?m=info&type=music&id=45' target='_blank'>点击查看详情</a>,10.11%,1.31%,0.14%,66,23,74.16%,25.84%,0.94%,1.71%,
46,非统一魔法世界论,非統一魔法世界論,东方梦时空,17,2,19,<a href='./?m=info&type=music&id=46' target='_blank'>点击查看详情</a>,11.76%,0.25%,0.03%,10,7,58.82%,41.18%,0.14%,0.52%,
47,魔法钟爱,魔法鐘愛,东方梦时空,1,0,1,<a href='./?m=info&type=music&id=47' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.07%,
48,久远之梦,久遠の夢,东方梦时空,5,0,5,<a href='./?m=info&type=music&id=48' target='_blank'>点击查看详情</a>,0%,0.07%,0%,4,1,80%,20%,0.06%,0.07%,
49,东方的蓝色天空,東方の青い空,东方梦时空,3,0,3,<a href='./?m=info&type=music&id=49' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,2,33.33%,66.67%,0.01%,0.15%,
50,永远的满月,永遠の満月,东方梦时空,239,10,249,<a href='./?m=info&type=music&id=50' target='_blank'>点击查看详情</a>,4.18%,3.51%,0.15%,203,35,84.94%,14.64%,2.89%,2.6%,
51,Maple Dream...,Maple Dream...,东方梦时空,16,2,18,<a href='./?m=info&type=music&id=51' target='_blank'>点击查看详情</a>,12.5%,0.24%,0.03%,12,4,75%,25%,0.17%,0.3%,
52,灵人的休息日,霊人の休日,东方梦时空,2,0,2,<a href='./?m=info&type=music&id=52' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
53,胜利的示范,勝利デモ,东方梦时空,0,0,0,<a href='./?m=info&type=music&id=53' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
54,Game Over,ゲームオーバー,东方梦时空,1,0,1,<a href='./?m=info&type=music&id=54' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
55,时之风,時の風,东方梦时空,14,1,15,<a href='./?m=info&type=music&id=55' target='_blank'>点击查看详情</a>,7.14%,0.21%,0.02%,9,5,64.29%,35.71%,0.13%,0.37%,
56,Starbow Dream,スターボウドリーム,东方梦时空,3,0,3,<a href='./?m=info&type=music&id=56' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,2,33.33%,66.67%,0.01%,0.15%,
57,Phantasmagoria,Phantasmagoria,东方梦时空,5,0,5,<a href='./?m=info&type=music&id=57' target='_blank'>点击查看详情</a>,0%,0.07%,0%,3,2,60%,40%,0.04%,0.15%,
58,幻想乡 ～ Lotus Land Story,幻想郷 ～ Lotus Land Story,东方幻想乡,25,4,29,<a href='./?m=info&type=music&id=58' target='_blank'>点击查看详情</a>,16%,0.37%,0.06%,23,2,92%,8%,0.33%,0.15%,
59,Witching Dream,Witching Dream,东方幻想乡,4,0,4,<a href='./?m=info&type=music&id=59' target='_blank'>点击查看详情</a>,0%,0.06%,0%,2,2,50%,50%,0.03%,0.15%,
60,Selene's light,Selene's light,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=60' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
61,装饰战 ～ Decoration Battle,装飾戦 ～ Decoration Battle,东方幻想乡,7,0,7,<a href='./?m=info&type=music&id=61' target='_blank'>点击查看详情</a>,0%,0.1%,0%,5,2,71.43%,28.57%,0.07%,0.15%,
62,Break the Sabbath,Break the Sabbath,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=62' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.07%,
63,紅响曲 ～ Scarlet Phoneme,紅響曲 ～ Scarlet Phoneme,东方幻想乡,10,0,10,<a href='./?m=info&type=music&id=63' target='_blank'>点击查看详情</a>,0%,0.15%,0%,8,2,80%,20%,0.11%,0.15%,
64,Bad Apple!!,Bad Apple!!,东方幻想乡,612,62,674,<a href='./?m=info&type=music&id=64' target='_blank'>点击查看详情</a>,10.13%,8.99%,0.96%,533,79,87.09%,12.91%,7.6%,5.88%,
65,灵战 ～ Perdition crisis,霊戦 ～ Perdition crisis,东方幻想乡,5,0,5,<a href='./?m=info&type=music&id=65' target='_blank'>点击查看详情</a>,0%,0.07%,0%,5,0,100%,0%,0.07%,0%,
66,Alice Maestra,アリスマエステラ,东方幻想乡,95,9,104,<a href='./?m=info&type=music&id=66' target='_blank'>点击查看详情</a>,9.47%,1.4%,0.14%,72,23,75.79%,24.21%,1.03%,1.71%,
67,少女绮想曲 ～ Capriccio,少女綺想曲 ～ Capriccio,东方幻想乡,930,78,1008,<a href='./?m=info&type=music&id=67' target='_blank'>点击查看详情</a>,8.39%,13.67%,1.2%,779,151,83.76%,16.24%,11.1%,11.24%,
68,星之器 ～ Casket of Star,星の器 ～ Casket of Star,东方幻想乡,187,22,209,<a href='./?m=info&type=music&id=68' target='_blank'>点击查看详情</a>,11.76%,2.75%,0.34%,151,35,80.75%,18.72%,2.15%,2.6%,
69,Lotus Love,Lotus Love,东方幻想乡,3,0,3,<a href='./?m=info&type=music&id=69' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,2,33.33%,66.67%,0.01%,0.15%,
70,能够睡眠的恐怖 ～ Sleeping Terror,眠れる恐怖 ～ Sleeping Terror,东方幻想乡,69,2,71,<a href='./?m=info&type=music&id=70' target='_blank'>点击查看详情</a>,2.9%,1.01%,0.03%,60,9,86.96%,13.04%,0.86%,0.67%,
71,Dream Land,Dream Land,东方幻想乡,11,1,12,<a href='./?m=info&type=music&id=71' target='_blank'>点击查看详情</a>,9.09%,0.16%,0.02%,9,2,81.82%,18.18%,0.13%,0.15%,
72,幽梦 ～ Inanimate Dream,幽夢 ～ Inanimate Dream,东方幻想乡,66,2,68,<a href='./?m=info&type=music&id=72' target='_blank'>点击查看详情</a>,3.03%,0.97%,0.03%,51,15,77.27%,22.73%,0.73%,1.12%,
73,不可不禁止的游戏,禁じざるをえない遊戯,东方幻想乡,18,1,19,<a href='./?m=info&type=music&id=73' target='_blank'>点击查看详情</a>,5.56%,0.26%,0.02%,14,4,77.78%,22.22%,0.2%,0.3%,
74,女仆幻想 ～ Icemilk Magic,メイド幻想 ～ Icemilk Magic,东方幻想乡,7,1,8,<a href='./?m=info&type=music&id=74' target='_blank'>点击查看详情</a>,14.29%,0.1%,0.02%,5,2,71.43%,28.57%,0.07%,0.15%,
75,可爱的恶魔 ～ Innocence,かわいい悪魔 ～ Innocence,东方幻想乡,27,3,30,<a href='./?m=info&type=music&id=75' target='_blank'>点击查看详情</a>,11.11%,0.4%,0.05%,19,8,70.37%,29.63%,0.27%,0.6%,
76,Days,Days,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=76' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
77,Peaceful,Peaceful,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=77' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
78,Arcadian Dream,Arcadian Dream,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=78' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
79,幻想的居民,幻想の住人,东方幻想乡,3,1,4,<a href='./?m=info&type=music&id=79' target='_blank'>点击查看详情</a>,33.33%,0.04%,0.02%,3,0,100%,0%,0.04%,0%,
80,Lotus Road,Lotus Road,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=80' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
81,Dreamy pilot,Dreamy pilot,东方幻想乡,8,1,9,<a href='./?m=info&type=music&id=81' target='_blank'>点击查看详情</a>,12.5%,0.12%,0.02%,6,2,75%,25%,0.09%,0.15%,
82,Incomplete Plot,Incomplete Plot,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=82' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
83,Border Land,Border Land,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=83' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.07%,
84,Magic Shop of Raspberry,Magic Shop of Raspberry,东方幻想乡,6,1,7,<a href='./?m=info&type=music&id=84' target='_blank'>点击查看详情</a>,16.67%,0.09%,0.02%,3,3,50%,50%,0.04%,0.22%,
85,Crescent Dream,Crescent Dream,东方幻想乡,15,3,18,<a href='./?m=info&type=music&id=85' target='_blank'>点击查看详情</a>,20%,0.22%,0.05%,6,9,40%,60%,0.09%,0.67%,
86,怪绮谈 ～ Mystic Square,怪綺談 ～ Mystic Square,东方怪绮谈,4,2,6,<a href='./?m=info&type=music&id=86' target='_blank'>点击查看详情</a>,50%,0.06%,0.03%,4,0,100%,0%,0.06%,0%,
87,Dream Express,Dream Express,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=87' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.07%,
88,魔法阵 ～ Magic Square,魔法陣 ～ Magic Square,东方怪绮谈,0,0,0,<a href='./?m=info&type=music&id=88' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
89,梦想时空,夢想時空,东方怪绮谈,9,0,9,<a href='./?m=info&type=music&id=89' target='_blank'>点击查看详情</a>,0%,0.13%,0%,6,3,66.67%,33.33%,0.09%,0.22%,
90,灵天 ～ Spiritual Heaven,霊天 ～ Spiritual Heaven,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=90' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
91,Romantic Children,Romantic Children,东方怪绮谈,45,4,49,<a href='./?m=info&type=music&id=91' target='_blank'>点击查看详情</a>,8.89%,0.66%,0.06%,34,11,75.56%,24.44%,0.48%,0.82%,
92,Plastic Mind,プラスチックマインド,东方怪绮谈,7,1,8,<a href='./?m=info&type=music&id=92' target='_blank'>点击查看详情</a>,14.29%,0.1%,0.02%,4,3,57.14%,42.86%,0.06%,0.22%,
93,Maple Wise,メイプルワイズ,东方怪绮谈,5,0,5,<a href='./?m=info&type=music&id=93' target='_blank'>点击查看详情</a>,0%,0.07%,0%,4,1,80%,20%,0.06%,0.07%,
94,禁忌的魔法 ～ Forbidden Magic,禁断の魔法 ～ Forbidden Magic,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=94' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
95,绯红的少女 ～ Crimson Dead!!,真紅の少女 ～ Crimson Dead!!,东方怪绮谈,7,0,7,<a href='./?m=info&type=music&id=95' target='_blank'>点击查看详情</a>,0%,0.1%,0%,5,2,71.43%,28.57%,0.07%,0.15%,
96,背叛的少女 ～ Judas Kiss,裏切りの少女 ～ Judas Kiss,东方怪绮谈,11,1,12,<a href='./?m=info&type=music&id=96' target='_blank'>点击查看详情</a>,9.09%,0.16%,0.02%,4,7,36.36%,63.64%,0.06%,0.52%,
97,the Last Judgement,the Last Judgement,东方怪绮谈,6,0,6,<a href='./?m=info&type=music&id=97' target='_blank'>点击查看详情</a>,0%,0.09%,0%,6,0,100%,0%,0.09%,0%,
98,可悲的人偶 ～ Doll of Misery,悲しき人形 ～ Doll of Misery,东方怪绮谈,27,1,28,<a href='./?m=info&type=music&id=98' target='_blank'>点击查看详情</a>,3.7%,0.4%,0.02%,19,8,70.37%,29.63%,0.27%,0.6%,
99,世界的尽头 ～ World's End,世界の果て ～ World's End,东方怪绮谈,3,0,3,<a href='./?m=info&type=music&id=99' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.04%,0%,
100,神话幻想 ～ Infinite Being,神話幻想 ～ Infinite Being,东方怪绮谈,58,3,61,<a href='./?m=info&type=music&id=100' target='_blank'>点击查看详情</a>,5.17%,0.85%,0.05%,52,6,89.66%,10.34%,0.74%,0.45%,
101,不可思议之国的爱丽丝,不思議の国のアリス,东方怪绮谈,504,54,558,<a href='./?m=info&type=music&id=101' target='_blank'>点击查看详情</a>,10.71%,7.41%,0.83%,422,82,83.73%,16.27%,6.02%,6.1%,
102,the Grimoire of Alice,the Grimoire of Alice,东方怪绮谈,76,7,83,<a href='./?m=info&type=music&id=102' target='_blank'>点击查看详情</a>,9.21%,1.12%,0.11%,64,12,84.21%,15.79%,0.91%,0.89%,
103,神社,神社,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=103' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
104,Endless,Endless,东方怪绮谈,6,0,6,<a href='./?m=info&type=music&id=104' target='_blank'>点击查看详情</a>,0%,0.09%,0%,4,2,66.67%,33.33%,0.06%,0.15%,
105,永远的乐园,久遠の楽園,东方怪绮谈,7,1,8,<a href='./?m=info&type=music&id=105' target='_blank'>点击查看详情</a>,14.29%,0.1%,0.02%,6,1,85.71%,14.29%,0.09%,0.07%,
106,Mystic Dream,Mystic Dream,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=106' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
107,Peaceful Romancer,Peaceful Romancer,东方怪绮谈,9,0,9,<a href='./?m=info&type=music&id=107' target='_blank'>点击查看详情</a>,0%,0.13%,0%,9,0,100%,0%,0.13%,0%,
108,灵魂安息之所,魂の休らむ所,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=108' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
109,比赤色更红的梦,赤より紅い夢,东方红魔乡,107,11,118,<a href='./?m=info&type=music&id=109' target='_blank'>点击查看详情</a>,10.28%,1.57%,0.17%,92,15,85.98%,14.02%,1.31%,1.12%,
110,如鬼灯般的红色之魂,ほおずきみたいに紅い魂,东方红魔乡,35,2,37,<a href='./?m=info&type=music&id=110' target='_blank'>点击查看详情</a>,5.71%,0.51%,0.03%,34,1,97.14%,2.86%,0.48%,0.07%,
111,妖魔夜行,妖魔夜行,东方红魔乡,143,12,155,<a href='./?m=info&type=music&id=111' target='_blank'>点击查看详情</a>,8.39%,2.1%,0.19%,135,8,94.41%,5.59%,1.92%,0.6%,
112,Lunate Elf,ルーネイトエルフ,东方红魔乡,40,7,47,<a href='./?m=info&type=music&id=112' target='_blank'>点击查看详情</a>,17.5%,0.59%,0.11%,33,7,82.5%,17.5%,0.47%,0.52%,
113,活泼的纯情小姑娘（活泼纯情小姑娘的冒险）,おてんば恋娘（おてんば恋娘の冒険）,东方红魔乡,322,46,368,<a href='./?m=info&type=music&id=113' target='_blank'>点击查看详情</a>,14.29%,4.73%,0.71%,289,33,89.75%,10.25%,4.12%,2.46%,
114,上海红茶馆　～ Chinese Tea,上海紅茶館　～ Chinese Tea,东方红魔乡,908,78,986,<a href='./?m=info&type=music&id=114' target='_blank'>点击查看详情</a>,8.59%,13.34%,1.2%,792,116,87.22%,12.78%,11.29%,8.63%,
115,明治十七年的上海爱丽丝,明治十七年の上海アリス,东方红魔乡,382,28,410,<a href='./?m=info&type=music&id=115' target='_blank'>点击查看详情</a>,7.33%,5.61%,0.43%,311,71,81.41%,18.59%,4.43%,5.28%,
116,巴瓦鲁魔法图书馆,ヴワル魔法図書館,东方红魔乡,55,4,59,<a href='./?m=info&type=music&id=116' target='_blank'>点击查看详情</a>,7.27%,0.81%,0.06%,43,12,78.18%,21.82%,0.61%,0.89%,
117,Locked Girl　～ 少女密室,ラクトガール　～ 少女密室,东方红魔乡,203,21,224,<a href='./?m=info&type=music&id=117' target='_blank'>点击查看详情</a>,10.34%,2.98%,0.32%,170,33,83.74%,16.26%,2.42%,2.46%,
118,女仆与血之怀表,メイドと血の懐中時計,东方红魔乡,106,6,112,<a href='./?m=info&type=music&id=118' target='_blank'>点击查看详情</a>,5.66%,1.56%,0.09%,85,21,80.19%,19.81%,1.21%,1.56%,
119,月时计　～ Luna Dial,月時計　～ ルナ・ダイアル,东方红魔乡,432,44,476,<a href='./?m=info&type=music&id=119' target='_blank'>点击查看详情</a>,10.19%,6.35%,0.68%,355,77,82.18%,17.82%,5.06%,5.73%,
120,特佩斯的年幼末裔,ツェペシュの幼き末裔,东方红魔乡,32,2,34,<a href='./?m=info&type=music&id=120' target='_blank'>点击查看详情</a>,6.25%,0.47%,0.03%,28,4,87.5%,12.5%,0.4%,0.3%,
121,献给已逝公主的七重奏,亡き王女の為のセプテット,东方红魔乡,1176,169,1345,<a href='./?m=info&type=music&id=121' target='_blank'>点击查看详情</a>,14.37%,17.28%,2.61%,1021,153,86.82%,13.01%,14.55%,11.38%,
122,魔法少女们的百年祭,魔法少女達の百年祭,东方红魔乡,352,25,377,<a href='./?m=info&type=music&id=122' target='_blank'>点击查看详情</a>,7.1%,5.17%,0.39%,282,70,80.11%,19.89%,4.02%,5.21%,
123,U.N.OWEN就是她吗？,U.N.オーエンは彼女なのか？,东方红魔乡,811,158,969,<a href='./?m=info&type=music&id=123' target='_blank'>点击查看详情</a>,19.48%,11.92%,2.44%,691,120,85.2%,14.8%,9.85%,8.93%,
124,比红色更虚无的永远,紅より儚い永遠,东方红魔乡,17,0,17,<a href='./?m=info&type=music&id=124' target='_blank'>点击查看详情</a>,0%,0.25%,0%,15,2,88.24%,11.76%,0.21%,0.15%,
125,红楼 ～ Eastern Dream…,紅楼　～ Eastern Dream...,东方红魔乡,739,81,820,<a href='./?m=info&type=music&id=125' target='_blank'>点击查看详情</a>,10.96%,10.86%,1.25%,673,66,91.07%,8.93%,9.59%,4.91%,
126,妖妖梦 ～ Snow or Cherry Petal,妖々夢 ～ Snow or Cherry Petal,东方妖妖梦,68,3,71,<a href='./?m=info&type=music&id=126' target='_blank'>点击查看详情</a>,4.41%,1%,0.05%,60,8,88.24%,11.76%,0.86%,0.6%,
127,无何有之乡,無何有の郷 ～ Deep Mountain,东方妖妖梦,193,9,202,<a href='./?m=info&type=music&id=127' target='_blank'>点击查看详情</a>,4.66%,2.84%,0.14%,167,26,86.53%,13.47%,2.38%,1.93%,
128,Crystallize Silver,クリスタライズシルバー,东方妖妖梦,16,4,20,<a href='./?m=info&type=music&id=128' target='_blank'>点击查看详情</a>,25%,0.24%,0.06%,13,3,81.25%,18.75%,0.19%,0.22%,
