round,entity_id,name_jp,name_cn,rank,equal_rank,old_2_1_rank,points,old_2_1_points,primary_count,secondary_count,other_count,selection_count,ballots,primary_rate,secondary_rate,top2_rate,selection_rate,male_rate,female_rate,other_gender_rate,under20_rate,overall_male_rate,overall_female_rate,overall_other_gender_rate,rank_change,equal_rank_change,points_change,primary_count_change,secondary_count_change,selection_count_change,selection_rate_change,primary_rate_change,female_rate_change,selection_yoy
20,27,鈴仙・優曇華院・イナバ,铃仙·优昙华院·因幡,15,15,15,6491,6491,832,0,4827,5659,56855,0.1470224421275844,0.0,0.1470224421275844,0.0995339020314836,0.7884733292458614,0.18148375229920294,0.030042918454935622,0.5884543761638734,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,22,八雲 紫,八云紫,16,16,16,5996,5996,736,0,4524,5260,56855,0.1399239543726236,0.0,0.1399239543726236,0.09251604959985929,0.7483994878361075,0.2093469910371319,0.04225352112676056,0.4818417639429312,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,8,パチュリー・ノーレッジ,帕秋莉·诺蕾姬,17,17,17,5559,5559,739,0,4081,4820,56855,0.1533195020746888,0.0,0.1533195020746888,0.08477706446222848,0.7444794952681388,0.23186119873817035,0.02365930599369085,0.5405186385737439,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,6,紅 美鈴,红美铃,18,18,18,5302,5302,668,0,3966,4634,56855,0.1441519205869659,0.0,0.1441519205869659,0.0815055843813209,0.6751054852320675,0.2970464135021097,0.027848101265822784,0.6206008583690987,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,72,秦 こころ,秦心,19,19,19,5235,5235,778,0,3679,4457,56855,0.1745568768229751,0.0,0.1745568768229751,0.07839240172368306,0.7469684721099434,0.21503637833468067,0.03799514955537591,0.6570723684210527,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,46,比那名居 天子,比那名居天子,20,21,20,5209,5209,889,0,3431,4320,56855,0.20578703703703705,0.0,0.20578703703703705,0.07598276316946619,0.8459752321981424,0.12229102167182662,0.03173374613003096,0.4831636648394675,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,3,ルーミア,露米娅,21,20,21,5152,5152,758,0,3636,4394,56855,0.1725079654073737,0.0,0.1725079654073737,0.077284319760795,0.7538712306438468,0.21841890790546048,0.027709861450692746,0.6551155115511551,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,44,洩矢 諏訪子,洩矢诹访子,22,22,22,4914,4914,735,0,3444,4179,56855,0.17587939698492464,0.0,0.17587939698492464,0.07350277020490723,0.8004694835680751,0.17762128325508608,0.02190923317683881,0.6283676703645008,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,56,多々良 小傘,多多良小伞,23,23,23,4806,4806,671,0,3464,4135,56855,0.162273276904474,0.0,0.162273276904474,0.07272887169114414,0.8669760247486465,0.10363495746326373,0.029389017788089715,0.49960784313725487,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,34,風見 幽香,风见幽香,24,24,24,4288,4288,611,0,3066,3677,56855,0.16616807179766113,0.0,0.16616807179766113,0.06467329170697388,0.7025316455696202,0.25316455696202533,0.04430379746835443,0.4735169491525424,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,36,四季映姫・ヤマザナドゥ,四季映姬·夜摩仙那度,25,25,25,4151,4151,548,0,3055,3603,56855,0.1520954759922287,0.0,0.1520954759922287,0.06337173511564506,0.7544031311154599,0.21037181996086105,0.03522504892367906,0.6043737574552683,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,87,純狐,纯狐,26,26,26,3716,3716,440,0,2836,3276,56855,0.1343101343101343,0.0,0.1343101343101343,0.05762026207017852,0.7166494312306101,0.23888314374353672,0.04446742502585315,0.47439916405433646,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,31,伊吹 萃香,伊吹萃香,27,27,27,3715,3715,475,0,2765,3240,56855,0.14660493827160495,0.0,0.14660493827160495,0.056987072377099636,0.8658109684947491,0.11085180863477247,0.023337222870478413,0.5275498241500586,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,41,犬走 椛,犬走椛,28,29,28,3696,3696,557,0,2582,3139,56855,0.17744504619305512,0.0,0.17744504619305512,0.055210623515961656,0.851063829787234,0.11583924349881797,0.03309692671394799,0.5572792362768496,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,21,八雲 藍,八云蓝,29,28,29,3635,3635,479,0,2677,3156,56855,0.15177439797211661,0.0,0.15177439797211661,0.05550962975991557,0.8416945373467113,0.1282051282051282,0.030100334448160536,0.45691609977324266,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,29,蓬莱山 輝夜,蓬莱山辉夜,30,30,30,3519,3519,394,0,2731,3125,56855,0.12608,0.0,0.12608,0.05496438307976431,0.6915995397008056,0.26927502876869963,0.039125431530494824,0.5672853828306265,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,53,霊烏路 空,灵乌路空,31,31,31,3463,3463,502,0,2459,2961,56855,0.16953731847348869,0.0,0.16953731847348869,0.05207985225573828,0.8120805369127517,0.1487695749440716,0.039149888143176735,0.5165336374002281,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,97,依神紫苑,依神紫苑,32,32,32,3372,3372,443,0,2486,2929,56855,0.15124615909866848,0.0,0.15124615909866848,0.0515170169730015,0.7483870967741936,0.21161290322580645,0.04,0.636604774535809,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,70,豊聡耳 神子,丰聪耳神子,33,35,33,3305,3305,516,0,2273,2789,56855,0.18501254930082467,0.0,0.18501254930082467,0.04905461261102805,0.5979142526071842,0.3650057937427578,0.03707995365005794,0.6192714453584018,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-2,,,,,,,,
20,137,宇佐見 蓮子,宇佐见莲子,34,33,34,3220,3220,356,0,2508,2864,56855,0.12430167597765363,0.0,0.12430167597765363,0.050373757804942396,0.7623666343355965,0.19786614936954414,0.03976721629485936,0.5009842519685039,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,78,鬼人 正邪,鬼人正邪,35,39,35,3174,3174,549,0,2076,2625,56855,0.20914285714285713,0.0,0.20914285714285713,0.04617008178700202,0.6787807737397421,0.27432590855803046,0.04689331770222743,0.6132075471698113,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-4,,,,,,,,
20,49,水橋 パルスィ,水桥帕露西,36,38,36,3144,3144,456,0,2232,2688,56855,0.16964285714285715,0.0,0.16964285714285715,0.04727816374989007,0.6494464944649446,0.32226322263222634,0.028290282902829027,0.6321112515802781,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-2,,,,,,,,
20,28,八意 永琳,八意永琳,37,34,37,3100,3100,250,0,2600,2850,56855,0.08771929824561403,0.0,0.08771929824561403,0.05012751736874505,0.7091503267973857,0.2679738562091503,0.02287581699346405,0.6629339305711086,0.7346550454210655,0.23103363614043704,0.03431131843849742,,3,,,,,,,,
20,88,ヘカーティア・ラピスラズリ,赫卡提亚·拉碧斯拉祖利,38,36,38,3012,3012,310,0,2392,2702,56855,0.11472982975573649,0.0,0.11472982975573649,0.047524404186087416,0.712484237074401,0.23581336696090793,0.05170239596469105,0.5572715572715572,0.7346550454210655,0.23103363614043704,0.03431131843849742,,2,,,,,,,,
20,139,稗田 阿求,稗田阿求,39,37,39,3011,3011,315,0,2381,2696,56855,0.11683976261127596,0.0,0.11683976261127596,0.04741887257057427,0.8271461716937355,0.1357308584686775,0.037122969837587005,0.5391812865497075,0.7346550454210655,0.23103363614043704,0.03431131843849742,,2,,,,,,,,
20,69,物部 布都,物部布都,40,40,40,2967,2967,386,0,2195,2581,56855,0.14955443626501355,0.0,0.14955443626501355,0.04539618327323894,0.6548780487804878,0.3121951219512195,0.032926829268292684,0.630272952853598,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,40,河城 にとり,河城荷取,41,42,41,2849,2849,395,0,2059,2454,56855,0.16096169519152403,0.0,0.16096169519152403,0.04316243074487732,0.8527777777777777,0.12361111111111112,0.02361111111111111,0.5013774104683195,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,208,饕餮 尤魔,饕餮尤魔,42,41,42,2803,2803,259,0,2285,2544,56855,0.10180817610062894,0.0,0.10180817610062894,0.04474540497757453,0.7261774370208105,0.23658269441401972,0.03723986856516977,0.38063806380638066,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,39,鍵山 雛,键山雏,43,44,43,2774,2774,397,0,1980,2377,56855,0.16701724863273032,0.0,0.16701724863273032,0.041808108345791926,0.7389558232931727,0.2289156626506024,0.0321285140562249,0.5334242837653479,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,85,稀神 サグメ,稀神探女,44,43,44,2731,2731,324,0,2083,2407,56855,0.1346073950976319,0.0,0.1346073950976319,0.042335766423357665,0.75,0.20897435897435898,0.041025641025641026,0.6407263294422827,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,95,摩多羅隠岐奈,摩多罗隐岐奈,45,46,45,2540,2540,314,0,1912,2226,56855,0.14106019766397124,0.0,0.14106019766397124,0.03915222935537772,0.636471990464839,0.32777115613825986,0.03575685339690107,0.5475609756097561,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,147,茨木 華扇,茨木华扇,46,45,46,2528,2528,269,0,1990,2259,56855,0.11907923860115095,0.0,0.11907923860115095,0.03973265324070003,0.768160741885626,0.19319938176197837,0.03863987635239567,0.48012718600953896,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,52,火焔猫 燐,火焰猫燐,47,48,47,2278,2278,225,0,1828,2053,56855,0.10959571358986848,0.0,0.10959571358986848,0.036109401108081966,0.808972503617945,0.15629522431259044,0.03473227206946455,0.45722713864306785,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,138,マエリベリー・ハーン,玛艾露贝莉·赫恩,48,47,48,2220,2220,134,0,1952,2086,56855,0.06423777564717162,0.0,0.06423777564717162,0.03668982499340427,0.7257281553398058,0.24029126213592233,0.03398058252427184,0.494478527607362,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,61,聖 白蓮,圣白莲,49,49,49,2087,2087,205,0,1677,1882,56855,0.10892667375132838,0.0,0.10892667375132838,0.03310175006595726,0.7913322632423756,0.1781701444622793,0.030497592295345103,0.357495881383855,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,25,上白沢 慧音,上白泽慧音,50,50,50,1926,1926,173,0,1580,1753,56855,0.09868796349115802,0.0,0.09868796349115802,0.030832820332424588,0.7320143884892086,0.24100719424460432,0.02697841726618705,0.5423423423423424,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,13,橙,橙,51,51,51,1924,1924,178,0,1568,1746,56855,0.10194730813287514,0.0,0.10194730813287514,0.030709700114325916,0.767175572519084,0.19083969465648856,0.04198473282442748,0.5965250965250966,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,24,ミスティア・ローレライ,米斯蒂娅·萝蕾拉,52,53,52,1898,1898,236,0,1426,1662,56855,0.14199759326113118,0.0,0.14199759326113118,0.029232257497141853,0.8936170212765957,0.0726950354609929,0.03368794326241135,0.390990990990991,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,62,封獣 ぬえ,封兽鵺,53,52,53,1883,1883,198,0,1487,1685,56855,0.11750741839762611,0.0,0.11750741839762611,0.029636795356608917,0.6927272727272727,0.2545454545454545,0.05272727272727273,0.5150375939849624,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,55,ナズーリン,娜兹玲,54,54,54,1776,1776,244,0,1288,1532,56855,0.15926892950391644,0.0,0.15926892950391644,0.026945739161023656,0.8091286307053942,0.15560165975103735,0.035269709543568464,0.47619047619047616,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,205,飯綱丸 龍,饭纲丸龙,55,56,55,1680,1680,166,0,1348,1514,56855,0.1096433289299868,0.0,0.1096433289299868,0.026629144314484213,0.7595628415300546,0.2167577413479053,0.023679417122040074,0.45925925925925926,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,117,魅魔,魅魔,56,55,56,1667,1667,146,0,1375,1521,56855,0.09598948060486522,0.0,0.09598948060486522,0.026752264532582885,0.5716945996275605,0.37988826815642457,0.048417132216014895,0.6493256262042388,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,7,小悪魔,小恶魔,57,57,57,1611,1611,106,0,1399,1505,56855,0.07043189368770764,0.0,0.07043189368770764,0.026470846891214494,0.6731234866828087,0.2929782082324455,0.03389830508474576,0.606516290726817,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,84,ドレミー・スイート,哆来咪·苏伊特,58,61,58,1602,1602,165,0,1272,1437,56855,0.11482254697286012,0.0,0.11482254697286012,0.025274821915398822,0.7700934579439253,0.17383177570093458,0.056074766355140186,0.4569789674952199,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-3,,,,,,,,
20,206,天弓 千亦,天弓千亦,59,58,59,1590,1590,144,0,1302,1446,56855,0.0995850622406639,0.0,0.0995850622406639,0.02543311933866854,0.7775768535262206,0.17902350813743217,0.0433996383363472,0.5551470588235294,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,86,クラウンピース,克劳恩皮丝,60,59,60,1568,1568,126,0,1316,1442,56855,0.08737864077669903,0.0,0.08737864077669903,0.025362764928326443,0.7740585774058577,0.20292887029288703,0.02301255230125523,0.4145299145299145,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,204,菅牧 典,菅牧典,61,60,61,1553,1553,113,0,1327,1440,56855,0.07847222222222222,0.0,0.07847222222222222,0.025327587723155395,0.7677902621722846,0.1947565543071161,0.03745318352059925,0.41947565543071164,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,67,霍 青娥,霍青娥,62,63,62,1548,1548,151,0,1246,1397,56855,0.10808876163206872,0.0,0.10808876163206872,0.024571277811977838,0.5867237687366167,0.37259100642398285,0.04068522483940043,0.48373101952277653,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,4,大妖精,大妖精,63,62,63,1508,1508,100,0,1308,1408,56855,0.07102272727272728,0.0,0.07102272727272728,0.02476475244041861,0.8168316831683168,0.14356435643564355,0.039603960396039604,0.4912718204488778,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,74,赤蛮奇,赤蛮奇,64,65,64,1498,1498,171,0,1156,1327,56855,0.12886209495101733,0.0,0.12886209495101733,0.02334007563099112,0.7792792792792793,0.18018018018018017,0.04054054054054054,0.5252293577981652,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,59,村紗 水蜜,村纱水蜜,65,69,65,1465,1465,183,0,1099,1282,56855,0.14274570982839313,0.0,0.14274570982839313,0.02254858851464251,0.6681715575620768,0.2979683972911964,0.033860045146726865,0.6261682242990654,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-4,,,,,,,,
20,103,埴安神 袿姫,埴安神袿姬,66,66,66,1458,1458,148,0,1162,1310,56855,0.11297709923664122,0.0,0.11297709923664122,0.023041069387037198,0.7310195227765727,0.22342733188720174,0.0455531453362256,0.47045951859956237,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,134,神綺,神绮,67,64,67,1428,1428,94,0,1240,1334,56855,0.0704647676161919,0.0,0.0704647676161919,0.02346319584908979,0.7210884353741497,0.22675736961451248,0.05215419501133787,0.5812356979405034,0.7346550454210655,0.23103363614043704,0.03431131843849742,,3,,,,,,,,
20,96,依神女苑,依神女苑,68,68,68,1423,1423,123,0,1177,1300,56855,0.09461538461538462,0.0,0.09461538461538462,0.022865183361181953,0.7757847533632287,0.19506726457399104,0.02914798206278027,0.326530612244898,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,26,因幡 てゐ,因幡天为（因幡帝）,69,67,69,1404,1404,101,0,1202,1303,56855,0.07751343054489639,0.0,0.07751343054489639,0.022917949168938526,0.7328042328042328,0.2566137566137566,0.010582010582010581,0.549738219895288,0.7346550454210655,0.23103363614043704,0.03431131843849742,,2,,,,,,,,
20,101,吉弔 八千慧,吉吊八千慧,70,69,70,1385,1385,103,0,1179,1282,56855,0.08034321372854915,0.0,0.08034321372854915,0.02254858851464251,0.6638477801268499,0.3023255813953488,0.03382663847780127,0.4200426439232409,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,23,リグル・ナイトバグ,莉格露·奈特巴格,71,76,71,1323,1323,234,0,855,1089,56855,0.21487603305785125,0.0,0.21487603305785125,0.019153988215636266,0.6253602305475504,0.31988472622478387,0.05475504322766571,0.6334310850439883,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-5,,,,,,,,
20,150,本居 小鈴,本居小铃,72,71,72,1311,1311,110,0,1091,1201,56855,0.09159034138218151,0.0,0.09159034138218151,0.02112391170521502,0.8329718004338394,0.14533622559652928,0.021691973969631236,0.4481236203090508,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,71,二ッ岩 マミゾウ,二岩猯藏,73,72,73,1294,1294,126,0,1042,1168,56855,0.10787671232876712,0.0,0.10787671232876712,0.02054348781989271,0.6537530266343826,0.29055690072639223,0.05569007263922518,0.42326732673267325,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,43,八坂 神奈子,八坂神奈子,74,73,74,1287,1287,131,0,1025,1156,56855,0.11332179930795848,0.0,0.11332179930795848,0.020332424588866416,0.7180156657963447,0.25326370757180156,0.028720626631853787,0.5053191489361702,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,45,永江 衣玖,永江衣玖,75,74,75,1273,1273,125,0,1023,1148,56855,0.10888501742160278,0.0,0.10888501742160278,0.020191715768182218,0.8510028653295129,0.11461318051575932,0.034383954154727794,0.48961424332344217,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,35,小野塚 小町,小野塚小町,76,75,76,1210,1210,101,0,1008,1109,56855,0.09107303877366997,0.0,0.09107303877366997,0.01950576026734676,0.7699115044247787,0.1887905604719764,0.04129793510324484,0.4298780487804878,0.7346550454210655,0.23103363614043704,0.03431131843849742,,1,,,,,,,,
20,140,森近 霖之助,森近霖之助,77,77,77,1203,1203,115,0,973,1088,56855,0.1056985294117647,0.0,0.1056985294117647,0.019136399613050744,0.695906432748538,0.2573099415204678,0.04678362573099415,0.6140350877192982,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,64,姫海棠 はたて,姬海棠果,78,78,78,1166,1166,98,0,970,1068,56855,0.09176029962546817,0.0,0.09176029962546817,0.01878462756134025,0.8076923076923077,0.15705128205128205,0.035256410256410256,0.4032786885245902,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
20,15,リリーホワイト,莉莉霍瓦特（莉莉白）,79,80,79,1161,1161,130,0,901,1031,56855,0.12609117361784675,0.0,0.12609117361784675,0.018133849265675843,0.8463949843260188,0.11598746081504702,0.03761755485893417,0.4596273291925466,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,50,星熊 勇儀,星熊勇仪,80,81,80,1143,1143,113,0,917,1030,56855,0.10970873786407767,0.0,0.10970873786407767,0.018116260663090317,0.7101910828025477,0.25477707006369427,0.03503184713375796,0.45454545454545453,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,216,豫母都 日狭美,豫母都日狭美,81,79,81,1131,1131,78,0,975,1053,56855,0.07407407407407407,0.0,0.07407407407407407,0.018520798522557384,0.553133514986376,0.4087193460490463,0.03814713896457766,0.39560439560439564,0.7346550454210655,0.23103363614043704,0.03431131843849742,,2,,,,,,,,
20,81,宇佐見 菫子,宇佐见堇子,82,83,82,1116,1116,124,0,868,992,56855,0.125,0.0,0.125,0.017447893764840385,0.6458923512747875,0.29178470254957506,0.06232294617563739,0.4011299435028249,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,100,庭渡 久侘歌,庭渡久侘歌,83,84,83,1089,1089,105,0,879,984,56855,0.10670731707317073,0.0,0.10670731707317073,0.017307184944156187,0.8324873096446701,0.13959390862944163,0.027918781725888325,0.44387755102040816,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,75,今泉 影狼,今泉影狼,84,85,84,1082,1082,111,0,860,971,56855,0.11431513903192585,0.0,0.11431513903192585,0.01707853311054437,0.8768768768768769,0.08708708708708708,0.036036036036036036,0.35493827160493824,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,91,高麗野あうん,高丽野阿吽,85,82,85,1075,1075,73,0,929,1002,56855,0.07285429141716566,0.0,0.07285429141716566,0.01762377979069563,0.774798927613941,0.18498659517426275,0.040214477211796246,0.32697547683923706,0.7346550454210655,0.23103363614043704,0.03431131843849742,,3,,,,,,,,
20,68,蘇我 屠自古,苏我屠自古,86,87,86,1061,1061,124,0,813,937,56855,0.13233724653148346,0.0,0.13233724653148346,0.01648052062263653,0.5298013245033113,0.4337748344370861,0.03642384105960265,0.5813148788927336,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,217,日白 残無,日白残无,87,88,87,1013,1013,95,0,823,918,56855,0.10348583877995643,0.0,0.10348583877995643,0.016146337173511563,0.6182432432432432,0.34459459459459457,0.037162162162162164,0.4486301369863014,0.7346550454210655,0.23103363614043704,0.03431131843849742,,-1,,,,,,,,
20,151,奥野田 美宵,奥野田美宵,88,86,88,1007,1007,45,0,917,962,56855,0.04677754677754678,0.0,0.04677754677754678,0.016920235687274646,0.8488664987405542,0.12846347607052896,0.022670025188916875,0.4898477157360406,0.7346550454210655,0.23103363614043704,0.03431131843849742,,2,,,,,,,,
20,79,少名 針妙丸,少名针妙丸,89,89,89,962,962,108,0,746,854,56855,0.12646370023419204,0.0,0.12646370023419204,0.015020666608037992,0.7679738562091504,0.19281045751633988,0.0392156862745098,0.4158415841584159,0.7346550454210655,0.23103363614043704,0.03431131843849742,,0,,,,,,,,
