id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
41,秋穰子,秋穣子,东方风神录,84,6,90,<a href='./?m=info&type=chara&id=41' target='_blank'>点击查看详情</a>,7.14%,1.03%,0.08%,75,9,89.29%,10.71%,1.07%,0.67%,
42,键山雏,鍵山雛,东方风神录,520,96,616,<a href='./?m=info&type=chara&id=42' target='_blank'>点击查看详情</a>,18.46%,6.39%,1.21%,449,71,86.35%,13.65%,6.4%,5.28%,
43,河城荷取,河城にとり,东方风神录,255,37,292,<a href='./?m=info&type=chara&id=43' target='_blank'>点击查看详情</a>,14.51%,3.13%,0.47%,215,39,84.31%,15.29%,3.06%,2.9%,
44,犬走椛,犬走椛,东方风神录,267,37,304,<a href='./?m=info&type=chara&id=44' target='_blank'>点击查看详情</a>,13.86%,3.28%,0.47%,244,23,91.39%,8.61%,3.48%,1.71%,
45,东风谷早苗,東風谷早苗,东方风神录,1425,243,1668,<a href='./?m=info&type=chara&id=45' target='_blank'>点击查看详情</a>,17.05%,17.52%,3.07%,1255,169,88.07%,11.86%,17.89%,12.57%,
46,八坂神奈子,八坂神奈子,东方风神录,189,22,211,<a href='./?m=info&type=chara&id=46' target='_blank'>点击查看详情</a>,11.64%,2.32%,0.28%,137,52,72.49%,27.51%,1.95%,3.87%,
47,洩矢诹访子,洩矢諏訪子,东方风神录,604,72,676,<a href='./?m=info&type=chara&id=47' target='_blank'>点击查看详情</a>,11.92%,7.42%,0.91%,506,97,83.77%,16.06%,7.21%,7.22%,
48,永江衣玖,永江衣玖,东方绯想天,177,19,196,<a href='./?m=info&type=chara&id=48' target='_blank'>点击查看详情</a>,10.73%,2.18%,0.24%,145,32,81.92%,18.08%,2.07%,2.38%,
49,比那名居天子,比那名居天子,东方绯想天,1053,211,1264,<a href='./?m=info&type=chara&id=49' target='_blank'>点击查看详情</a>,20.04%,12.94%,2.67%,941,112,89.36%,10.64%,13.41%,8.33%,
50,琪斯美,キスメ,东方地灵殿,11,1,12,<a href='./?m=info&type=chara&id=50' target='_blank'>点击查看详情</a>,9.09%,0.14%,0.01%,9,2,81.82%,18.18%,0.13%,0.15%,
51,黑谷山女,黒谷ヤマメ,东方地灵殿,33,4,37,<a href='./?m=info&type=chara&id=51' target='_blank'>点击查看详情</a>,12.12%,0.41%,0.05%,29,4,87.88%,12.12%,0.41%,0.3%,
52,水桥帕露西,水橋パルスィ,东方地灵殿,358,47,405,<a href='./?m=info&type=chara&id=52' target='_blank'>点击查看详情</a>,13.13%,4.4%,0.59%,274,84,76.54%,23.46%,3.91%,6.25%,
53,星熊勇仪,星熊勇儀,东方地灵殿,107,12,119,<a href='./?m=info&type=chara&id=53' target='_blank'>点击查看详情</a>,11.21%,1.32%,0.15%,83,24,77.57%,22.43%,1.18%,1.79%,
54,古明地觉,古明地さとり,东方地灵殿,1597,297,1894,<a href='./?m=info&type=chara&id=54' target='_blank'>点击查看详情</a>,18.6%,19.63%,3.76%,1371,226,85.85%,14.15%,19.54%,16.82%,
55,火焰猫燐,火焔猫燐,东方地灵殿,328,39,367,<a href='./?m=info&type=chara&id=55' target='_blank'>点击查看详情</a>,11.89%,4.03%,0.49%,289,39,88.11%,11.89%,4.12%,2.9%,
56,灵乌路空,霊烏路空,东方地灵殿,312,52,364,<a href='./?m=info&type=chara&id=56' target='_blank'>点击查看详情</a>,16.67%,3.84%,0.66%,268,44,85.9%,14.1%,3.82%,3.27%,
57,古明地恋,古明地こいし,东方地灵殿,2309,565,2874,<a href='./?m=info&type=chara&id=57' target='_blank'>点击查看详情</a>,24.47%,28.38%,7.14%,1978,331,85.66%,14.34%,28.2%,24.63%,
58,娜兹玲,ナズーリン,东方星莲船,87,13,100,<a href='./?m=info&type=chara&id=58' target='_blank'>点击查看详情</a>,14.94%,1.07%,0.16%,70,17,80.46%,19.54%,1%,1.26%,
59,多多良小伞,多々良小傘,东方星莲船,595,65,660,<a href='./?m=info&type=chara&id=59' target='_blank'>点击查看详情</a>,10.92%,7.31%,0.82%,553,42,92.94%,7.06%,7.88%,3.13%,
60,云山,雲山,东方星莲船,10,0,10,<a href='./?m=info&type=chara&id=60' target='_blank'>点击查看详情</a>,0%,0.12%,0%,9,1,90%,10%,0.13%,0.07%,
61,云居一轮,雲居一輪,东方星莲船,38,4,42,<a href='./?m=info&type=chara&id=61' target='_blank'>点击查看详情</a>,10.53%,0.47%,0.05%,23,15,60.53%,39.47%,0.33%,1.12%,
62,村纱水蜜,村紗水蜜,东方星莲船,120,10,130,<a href='./?m=info&type=chara&id=62' target='_blank'>点击查看详情</a>,8.33%,1.48%,0.13%,82,38,68.33%,31.67%,1.17%,2.83%,
63,寅丸星,寅丸星,东方星莲船,51,3,54,<a href='./?m=info&type=chara&id=63' target='_blank'>点击查看详情</a>,5.88%,0.63%,0.04%,30,21,58.82%,41.18%,0.43%,1.56%,
64,圣白莲,聖白蓮,东方星莲船,410,44,454,<a href='./?m=info&type=chara&id=64' target='_blank'>点击查看详情</a>,10.73%,5.04%,0.56%,333,77,81.22%,18.78%,4.75%,5.73%,
65,封兽鵺,封獣ぬえ,东方星莲船,234,26,260,<a href='./?m=info&type=chara&id=65' target='_blank'>点击查看详情</a>,11.11%,2.88%,0.33%,189,45,80.77%,19.23%,2.69%,3.35%,
66,命莲,命蓮,东方星莲船,5,0,5,<a href='./?m=info&type=chara&id=66' target='_blank'>点击查看详情</a>,0%,0.06%,0%,5,0,100%,0%,0.07%,0%,
67,大鲶鱼,大ナマズ,东方非想天则,15,0,15,<a href='./?m=info&type=chara&id=67' target='_blank'>点击查看详情</a>,0%,0.18%,0%,14,1,93.33%,6.67%,0.2%,0.07%,
68,非想天则,非想天則,东方非想天则,17,1,18,<a href='./?m=info&type=chara&id=68' target='_blank'>点击查看详情</a>,5.88%,0.21%,0.01%,16,1,94.12%,5.88%,0.23%,0.07%,
69,姬海棠果,姫海棠はたて,东方文花帖DS,125,15,140,<a href='./?m=info&type=chara&id=69' target='_blank'>点击查看详情</a>,12%,1.54%,0.19%,99,26,79.2%,20.8%,1.41%,1.93%,
70,幽谷响子,幽谷響子,东方神灵庙,90,2,92,<a href='./?m=info&type=chara&id=70' target='_blank'>点击查看详情</a>,2.22%,1.11%,0.03%,81,9,90%,10%,1.15%,0.67%,
71,宫古芳香,宮古芳香,东方神灵庙,57,6,63,<a href='./?m=info&type=chara&id=71' target='_blank'>点击查看详情</a>,10.53%,0.7%,0.08%,37,20,64.91%,35.09%,0.53%,1.49%,
72,霍青娥,霍青娥,东方神灵庙,220,16,236,<a href='./?m=info&type=chara&id=72' target='_blank'>点击查看详情</a>,7.27%,2.7%,0.2%,147,73,66.82%,33.18%,2.1%,5.43%,
73,苏我屠自古,蘇我屠自古,东方神灵庙,95,13,108,<a href='./?m=info&type=chara&id=73' target='_blank'>点击查看详情</a>,13.68%,1.17%,0.16%,49,46,51.58%,48.42%,0.7%,3.42%,
74,物部布都,物部布都,东方神灵庙,217,28,245,<a href='./?m=info&type=chara&id=74' target='_blank'>点击查看详情</a>,12.9%,2.67%,0.35%,127,90,58.53%,41.47%,1.81%,6.7%,
75,丰聪耳神子,豊聡耳神子,东方神灵庙,512,100,612,<a href='./?m=info&type=chara&id=75' target='_blank'>点击查看详情</a>,19.53%,6.29%,1.26%,359,152,70.12%,29.69%,5.12%,11.31%,
76,二岩猯藏,二ッ岩マミゾウ,东方神灵庙,162,16,178,<a href='./?m=info&type=chara&id=76' target='_blank'>点击查看详情</a>,9.88%,1.99%,0.2%,105,57,64.81%,35.19%,1.5%,4.24%,
77,秦心,秦こころ,东方心绮楼,1064,120,1184,<a href='./?m=info&type=chara&id=77' target='_blank'>点击查看详情</a>,11.28%,13.08%,1.52%,934,130,87.78%,12.22%,13.31%,9.67%,
78,秦河胜,秦河胜,东方心绮楼,8,0,8,<a href='./?m=info&type=chara&id=78' target='_blank'>点击查看详情</a>,0%,0.1%,0%,6,2,75%,25%,0.09%,0.15%,
79,若鹭姬,わかさぎ姫,东方辉针城,84,12,96,<a href='./?m=info&type=chara&id=79' target='_blank'>点击查看详情</a>,14.29%,1.03%,0.15%,70,14,83.33%,16.67%,1%,1.04%,
80,赤蛮奇,赤蛮奇,东方辉针城,116,20,136,<a href='./?m=info&type=chara&id=80' target='_blank'>点击查看详情</a>,17.24%,1.43%,0.25%,89,27,76.72%,23.28%,1.27%,2.01%,
81,今泉影狼,今泉影狼,东方辉针城,93,6,99,<a href='./?m=info&type=chara&id=81' target='_blank'>点击查看详情</a>,6.45%,1.14%,0.08%,84,9,90.32%,9.68%,1.2%,0.67%,
82,九十九弁弁,九十九弁々,东方辉针城,118,12,130,<a href='./?m=info&type=chara&id=82' target='_blank'>点击查看详情</a>,10.17%,1.45%,0.15%,94,24,79.66%,20.34%,1.34%,1.79%,
83,九十九八桥,九十九八橋,东方辉针城,34,2,36,<a href='./?m=info&type=chara&id=83' target='_blank'>点击查看详情</a>,5.88%,0.42%,0.03%,27,7,79.41%,20.59%,0.38%,0.52%,
84,鬼人正邪,鬼人正邪,东方辉针城,595,100,695,<a href='./?m=info&type=chara&id=84' target='_blank'>点击查看详情</a>,16.81%,7.31%,1.26%,463,132,77.82%,22.18%,6.6%,9.82%,
85,少名针妙丸,少名針妙丸,东方辉针城,400,40,440,<a href='./?m=info&type=chara&id=85' target='_blank'>点击查看详情</a>,10%,4.92%,0.51%,333,67,83.25%,16.75%,4.75%,4.99%,
86,堀川雷鼓,堀川雷鼓,东方辉针城,205,27,232,<a href='./?m=info&type=chara&id=86' target='_blank'>点击查看详情</a>,13.17%,2.52%,0.34%,152,53,74.15%,25.85%,2.17%,3.94%,
87,宇佐见堇子,宇佐見菫子,东方深秘录,312,32,344,<a href='./?m=info&type=chara&id=87' target='_blank'>点击查看详情</a>,10.26%,3.84%,0.4%,227,84,72.76%,26.92%,3.24%,6.25%,
88,绿巨人,緑の巨人,东方深秘录,2,0,2,<a href='./?m=info&type=chara&id=88' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
89,阿菊,お菊,东方深秘录,1,0,1,<a href='./?m=info&type=chara&id=89' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
90,八尺大人,八尺さま,东方深秘录,0,0,0,<a href='./?m=info&type=chara&id=90' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
91,彭祖,彭祖,东方深秘录,3,0,3,<a href='./?m=info&type=chara&id=91' target='_blank'>点击查看详情</a>,0%,0.04%,0%,2,1,66.67%,33.33%,0.03%,0.07%,
92,黄帝,黄帝,东方深秘录,4,0,4,<a href='./?m=info&type=chara&id=92' target='_blank'>点击查看详情</a>,0%,0.05%,0%,4,0,100%,0%,0.06%,0%,
93,尼西号,ネッシー号,东方深秘录,0,0,0,<a href='./?m=info&type=chara&id=93' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
94,清兰,清蘭,东方绀珠传,47,3,50,<a href='./?m=info&type=chara&id=94' target='_blank'>点击查看详情</a>,6.38%,0.58%,0.04%,35,12,74.47%,25.53%,0.5%,0.89%,
95,铃瑚,鈴瑚,东方绀珠传,29,1,30,<a href='./?m=info&type=chara&id=95' target='_blank'>点击查看详情</a>,3.45%,0.36%,0.01%,21,8,72.41%,27.59%,0.3%,0.6%,
96,哆来咪·苏伊特,ドレミー・スイート,东方绀珠传,432,42,474,<a href='./?m=info&type=chara&id=96' target='_blank'>点击查看详情</a>,9.72%,5.31%,0.53%,320,112,74.07%,25.93%,4.56%,8.33%,
97,稀神探女,稀神サグメ,东方绀珠传,573,55,628,<a href='./?m=info&type=chara&id=97' target='_blank'>点击查看详情</a>,9.6%,7.04%,0.7%,442,131,77.14%,22.86%,6.3%,9.75%,
98,克劳恩皮丝,クラウンピース,东方绀珠传,334,23,357,<a href='./?m=info&type=chara&id=98' target='_blank'>点击查看详情</a>,6.89%,4.11%,0.29%,289,45,86.53%,13.47%,4.12%,3.35%,
99,纯狐,純狐,东方绀珠传,724,78,802,<a href='./?m=info&type=chara&id=99' target='_blank'>点击查看详情</a>,10.77%,8.9%,0.99%,579,145,79.97%,20.03%,8.25%,10.79%,
100,赫卡提亚·拉碧斯拉祖利,ヘカーティア・ラピスラズリ,东方绀珠传,217,19,236,<a href='./?m=info&type=chara&id=100' target='_blank'>点击查看详情</a>,8.76%,2.67%,0.24%,166,51,76.5%,23.5%,2.37%,3.79%,
101,神玉,神玉,东方灵异传,5,0,5,<a href='./?m=info&type=chara&id=101' target='_blank'>点击查看详情</a>,0%,0.06%,0%,2,3,40%,60%,0.03%,0.22%,
102,魅魔,魅魔,东方灵异传,130,11,141,<a href='./?m=info&type=chara&id=102' target='_blank'>点击查看详情</a>,8.46%,1.6%,0.14%,104,26,80%,20%,1.48%,1.93%,
103,菊理,きくり,东方灵异传,5,0,5,<a href='./?m=info&type=chara&id=103' target='_blank'>点击查看详情</a>,0%,0.06%,0%,2,3,40%,60%,0.03%,0.22%,
104,矜羯罗,矜羯羅,东方灵异传,14,2,16,<a href='./?m=info&type=chara&id=104' target='_blank'>点击查看详情</a>,14.29%,0.17%,0.03%,10,4,71.43%,28.57%,0.14%,0.3%,
105,幽玄魔眼,幽幻魔眼,东方灵异传,4,0,4,<a href='./?m=info&type=chara&id=105' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,1,75%,25%,0.04%,0.07%,
106,依莉斯,エリス,东方灵异传,8,1,9,<a href='./?m=info&type=chara&id=106' target='_blank'>点击查看详情</a>,12.5%,0.1%,0.01%,6,2,75%,25%,0.09%,0.15%,
107,萨丽爱尔,サリエル,东方灵异传,31,6,37,<a href='./?m=info&type=chara&id=107' target='_blank'>点击查看详情</a>,19.35%,0.38%,0.08%,25,6,80.65%,19.35%,0.36%,0.45%,
108,玄爷,玄爺,东方封魔录,11,0,11,<a href='./?m=info&type=chara&id=108' target='_blank'>点击查看详情</a>,0%,0.14%,0%,11,0,100%,0%,0.16%,0%,
109,里香,里香,东方封魔录,15,2,17,<a href='./?m=info&type=chara&id=109' target='_blank'>点击查看详情</a>,13.33%,0.18%,0.03%,10,5,66.67%,33.33%,0.14%,0.37%,
110,明罗,明羅,东方封魔录,15,0,15,<a href='./?m=info&type=chara&id=110' target='_blank'>点击查看详情</a>,0%,0.18%,0%,9,6,60%,40%,0.13%,0.45%,
111,Flower～战车,ふらわ～戦車,东方封魔录,1,0,1,<a href='./?m=info&type=chara&id=111' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
112,邪眼西格玛,イビルアイ∑,东方封魔录,4,0,4,<a href='./?m=info&type=chara&id=112' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,2,50%,50%,0.03%,0.15%,
113,爱莲,エレン,东方梦时空,27,4,31,<a href='./?m=info&type=chara&id=113' target='_blank'>点击查看详情</a>,14.81%,0.33%,0.05%,17,10,62.96%,37.04%,0.24%,0.74%,
114,小兔姬,小兎姫,东方梦时空,15,1,16,<a href='./?m=info&type=chara&id=114' target='_blank'>点击查看详情</a>,6.67%,0.18%,0.01%,7,8,46.67%,53.33%,0.1%,0.6%,
115,卡娜·安娜贝拉尔,カナ·アナベラル,东方梦时空,39,4,43,<a href='./?m=info&type=chara&id=115' target='_blank'>点击查看详情</a>,10.26%,0.48%,0.05%,35,4,89.74%,10.26%,0.5%,0.3%,
116,朝仓理香子,朝倉理香子,东方梦时空,14,0,14,<a href='./?m=info&type=chara&id=116' target='_blank'>点击查看详情</a>,0%,0.17%,0%,9,5,64.29%,35.71%,0.13%,0.37%,
117,北白河千百合,北白河ちゆり,东方梦时空,21,2,23,<a href='./?m=info&type=chara&id=117' target='_blank'>点击查看详情</a>,9.52%,0.26%,0.03%,16,5,76.19%,23.81%,0.23%,0.37%,
118,冈崎梦美,岡崎夢美,东方梦时空,205,19,224,<a href='./?m=info&type=chara&id=118' target='_blank'>点击查看详情</a>,9.27%,2.52%,0.24%,155,49,75.61%,23.9%,2.21%,3.65%,
119,咪咪号,ミミちゃん,东方梦时空,1,0,1,<a href='./?m=info&type=chara&id=119' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
120,留琴,る～こと,东方梦时空,8,0,8,<a href='./?m=info&type=chara&id=120' target='_blank'>点击查看详情</a>,0%,0.1%,0%,8,0,100%,0%,0.11%,0%,
121,玛○奇,ま○ち,东方梦时空,1,0,1,<a href='./?m=info&type=chara&id=121' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
122,苏格拉底,ソクラテス,东方梦时空,2,1,3,<a href='./?m=info&type=chara&id=122' target='_blank'>点击查看详情</a>,50%,0.02%,0.01%,2,0,100%,0%,0.03%,0%,
123,奥莲姬,オレンジ,东方幻想乡,4,1,5,<a href='./?m=info&type=chara&id=123' target='_blank'>点击查看详情</a>,25%,0.05%,0.01%,4,0,100%,0%,0.06%,0%,
124,胡桃,くるみ,东方幻想乡,15,0,15,<a href='./?m=info&type=chara&id=124' target='_blank'>点击查看详情</a>,0%,0.18%,0%,12,3,80%,20%,0.17%,0.22%,
125,艾丽,エリー,东方幻想乡,15,1,16,<a href='./?m=info&type=chara&id=125' target='_blank'>点击查看详情</a>,6.67%,0.18%,0.01%,14,1,93.33%,6.67%,0.2%,0.07%,
126,梦月,夢月,东方幻想乡,15,3,18,<a href='./?m=info&type=chara&id=126' target='_blank'>点击查看详情</a>,20%,0.18%,0.04%,13,2,86.67%,13.33%,0.19%,0.15%,
127,幻月,幻月,东方幻想乡,46,5,51,<a href='./?m=info&type=chara&id=127' target='_blank'>点击查看详情</a>,10.87%,0.57%,0.06%,38,8,82.61%,17.39%,0.54%,0.6%,
128,萨拉,サラ,东方怪绮谈,1,0,1,<a href='./?m=info&type=chara&id=128' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
129,露易兹,ルイズ,东方怪绮谈,5,1,6,<a href='./?m=info&type=chara&id=129' target='_blank'>点击查看详情</a>,20%,0.06%,0.01%,4,1,80%,20%,0.06%,0.07%,
130,雪,ユキ,东方怪绮谈,16,0,16,<a href='./?m=info&type=chara&id=130' target='_blank'>点击查看详情</a>,0%,0.2%,0%,14,2,87.5%,12.5%,0.2%,0.15%,
131,舞,マイ,东方怪绮谈,3,1,4,<a href='./?m=info&type=chara&id=131' target='_blank'>点击查看详情</a>,33.33%,0.04%,0.01%,2,1,66.67%,33.33%,0.03%,0.07%,
