original_page,original_name_jp,original_name_cn,jp_vote_round,jp_vote_period_label,vote_window_status,vote_start_date,vote_end_date,release_window_start_date,release_window_end_date,release_window_start_inclusive,release_window_end_inclusive,arrangement_count,arrangement_cumulative_count,undated_arrangement_count,source_page_url,source_frontend_url,vote_calendar_source_url,observed_at_utc
G Free,G Free,G Free,21,第21届,end_to_end,2025-08-16,2025-08-29,2024-08-23,2025-08-29,False,True,19,408,1,https://thwiki.cc/G_Free,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十一回,2026-09-04T07:18:56+00:00
G Free,G Free,G Free,22,第22届,end_to_end,2026-08-22,2026-08-28,2025-08-29,2026-08-28,False,True,18,426,1,https://thwiki.cc/G_Free,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十二回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,4,第4届,end_to_end,2005-12-18,2005-12-24,2004-10-23,2005-12-24,False,True,0,0,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第四回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,5,第5届,end_to_end,2008-02-10,2008-02-16,2005-12-24,2008-02-16,False,True,0,0,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第五回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,6,第6届,end_to_end,2009-01-18,2009-01-24,2008-02-16,2009-01-24,False,True,1,1,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第六回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,7,第7届,end_to_end,2010-02-07,2010-02-13,2009-01-24,2010-02-13,False,True,1,2,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第七回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,8,第8届,end_to_end,2011-02-13,2011-02-19,2010-02-13,2011-02-19,False,True,1,3,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第八回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,9,第9届,end_to_end,2012-02-19,2012-02-25,2011-02-19,2012-02-25,False,True,4,7,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第九回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,10,第10届,end_to_end,2014-02-23,2014-03-01,2012-02-25,2014-03-01,False,True,1,8,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,11,第11届,end_to_end,2015-05-24,2015-05-31,2014-03-01,2015-05-31,False,True,2,10,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十一回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,12,第12届,end_to_end,2016-01-10,2016-01-16,2015-05-31,2016-01-16,False,True,3,13,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十二回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,13,第13届,end_to_end,2017-01-15,2017-01-21,2016-01-16,2017-01-21,False,True,0,13,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十三回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,14,第14届,end_to_end,2018-01-14,2018-01-20,2017-01-21,2018-01-20,False,True,3,16,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十四回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,15,第15届,end_to_end,2019-01-27,2019-02-02,2018-01-20,2019-02-02,False,True,0,16,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十五回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,16,第16届,end_to_end,2020-06-07,2020-06-13,2019-02-02,2020-06-13,False,True,5,21,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十六回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,17,第17届,end_to_end,2021-09-26,2021-10-03,2020-06-13,2021-10-03,False,True,1,22,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十七回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,18,第18届,end_to_end,2022-09-17,2022-09-24,2021-10-03,2022-09-24,False,True,1,23,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十八回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,19,第19届,end_to_end,2023-09-17,2023-09-30,2022-09-24,2023-09-30,False,True,1,24,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十九回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,20,第20届,end_to_end,2024-08-10,2024-08-23,2023-09-30,2024-08-23,False,True,0,24,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,21,第21届,end_to_end,2025-08-16,2025-08-29,2024-08-23,2025-08-29,False,True,1,25,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十一回,2026-09-04T07:18:56+00:00
Game Over,ゲームオーバー,Game Over,22,第22届,end_to_end,2026-08-22,2026-08-28,2025-08-29,2026-08-28,False,True,0,25,2,https://thwiki.cc/Game_Over,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十二回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,4,第4届,end_to_end,2005-12-18,2005-12-24,2004-10-23,2005-12-24,False,True,0,0,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第四回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,5,第5届,end_to_end,2008-02-10,2008-02-16,2005-12-24,2008-02-16,False,True,0,0,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第五回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,6,第6届,end_to_end,2009-01-18,2009-01-24,2008-02-16,2009-01-24,False,True,0,0,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第六回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,7,第7届,end_to_end,2010-02-07,2010-02-13,2009-01-24,2010-02-13,False,True,0,0,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第七回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,8,第8届,end_to_end,2011-02-13,2011-02-19,2010-02-13,2011-02-19,False,True,0,0,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第八回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,9,第9届,end_to_end,2012-02-19,2012-02-25,2011-02-19,2012-02-25,False,True,54,54,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第九回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,10,第10届,end_to_end,2014-02-23,2014-03-01,2012-02-25,2014-03-01,False,True,78,132,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,11,第11届,end_to_end,2015-05-24,2015-05-31,2014-03-01,2015-05-31,False,True,38,170,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十一回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,12,第12届,end_to_end,2016-01-10,2016-01-16,2015-05-31,2016-01-16,False,True,11,181,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十二回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,13,第13届,end_to_end,2017-01-15,2017-01-21,2016-01-16,2017-01-21,False,True,26,207,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十三回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,14,第14届,end_to_end,2018-01-14,2018-01-20,2017-01-21,2018-01-20,False,True,20,227,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十四回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,15,第15届,end_to_end,2019-01-27,2019-02-02,2018-01-20,2019-02-02,False,True,26,253,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十五回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,16,第16届,end_to_end,2020-06-07,2020-06-13,2019-02-02,2020-06-13,False,True,36,289,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十六回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,17,第17届,end_to_end,2021-09-26,2021-10-03,2020-06-13,2021-10-03,False,True,12,301,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十七回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,18,第18届,end_to_end,2022-09-17,2022-09-24,2021-10-03,2022-09-24,False,True,15,316,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十八回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,19,第19届,end_to_end,2023-09-17,2023-09-30,2022-09-24,2023-09-30,False,True,13,329,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十九回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,20,第20届,end_to_end,2024-08-10,2024-08-23,2023-09-30,2024-08-23,False,True,8,337,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,21,第21届,end_to_end,2025-08-16,2025-08-29,2024-08-23,2025-08-29,False,True,20,357,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十一回,2026-09-04T07:18:56+00:00
Ghost Lead,ゴーストリード,Ghost Lead,22,第22届,end_to_end,2026-08-22,2026-08-28,2025-08-29,2026-08-28,False,True,11,368,1,https://thwiki.cc/Ghost_Lead,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十二回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,4,第4届,end_to_end,2005-12-18,2005-12-24,2004-10-23,2005-12-24,False,True,0,0,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第四回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,5,第5届,end_to_end,2008-02-10,2008-02-16,2005-12-24,2008-02-16,False,True,0,0,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第五回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,6,第6届,end_to_end,2009-01-18,2009-01-24,2008-02-16,2009-01-24,False,True,34,34,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第六回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,7,第7届,end_to_end,2010-02-07,2010-02-13,2009-01-24,2010-02-13,False,True,63,97,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第七回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,8,第8届,end_to_end,2011-02-13,2011-02-19,2010-02-13,2011-02-19,False,True,67,164,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第八回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,9,第9届,end_to_end,2012-02-19,2012-02-25,2011-02-19,2012-02-25,False,True,78,242,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第九回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,10,第10届,end_to_end,2014-02-23,2014-03-01,2012-02-25,2014-03-01,False,True,121,363,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,11,第11届,end_to_end,2015-05-24,2015-05-31,2014-03-01,2015-05-31,False,True,71,434,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十一回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,12,第12届,end_to_end,2016-01-10,2016-01-16,2015-05-31,2016-01-16,False,True,26,460,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十二回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,13,第13届,end_to_end,2017-01-15,2017-01-21,2016-01-16,2017-01-21,False,True,67,527,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十三回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,14,第14届,end_to_end,2018-01-14,2018-01-20,2017-01-21,2018-01-20,False,True,48,575,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十四回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,15,第15届,end_to_end,2019-01-27,2019-02-02,2018-01-20,2019-02-02,False,True,44,619,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十五回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,16,第16届,end_to_end,2020-06-07,2020-06-13,2019-02-02,2020-06-13,False,True,58,677,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十六回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,17,第17届,end_to_end,2021-09-26,2021-10-03,2020-06-13,2021-10-03,False,True,27,704,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十七回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,18,第18届,end_to_end,2022-09-17,2022-09-24,2021-10-03,2022-09-24,False,True,20,724,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十八回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,19,第19届,end_to_end,2023-09-17,2023-09-30,2022-09-24,2023-09-30,False,True,39,763,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十九回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,20,第20届,end_to_end,2024-08-10,2024-08-23,2023-09-30,2024-08-23,False,True,33,796,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,21,第21届,end_to_end,2025-08-16,2025-08-29,2024-08-23,2025-08-29,False,True,25,821,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十一回,2026-09-04T07:18:56+00:00
Heartfelt Fancy,ハートフェルトファンシー,Heartfelt Fancy,22,第22届,end_to_end,2026-08-22,2026-08-28,2025-08-29,2026-08-28,False,True,27,848,6,https://thwiki.cc/Heartfelt_Fancy,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十二回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,4,第4届,end_to_end,2005-12-18,2005-12-24,2004-10-23,2005-12-24,False,True,4,5,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第四回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,5,第5届,end_to_end,2008-02-10,2008-02-16,2005-12-24,2008-02-16,False,True,2,7,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第五回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,6,第6届,end_to_end,2009-01-18,2009-01-24,2008-02-16,2009-01-24,False,True,1,8,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第六回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,7,第7届,end_to_end,2010-02-07,2010-02-13,2009-01-24,2010-02-13,False,True,3,11,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第七回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,8,第8届,end_to_end,2011-02-13,2011-02-19,2010-02-13,2011-02-19,False,True,1,12,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第八回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,9,第9届,end_to_end,2012-02-19,2012-02-25,2011-02-19,2012-02-25,False,True,3,15,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第九回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,10,第10届,end_to_end,2014-02-23,2014-03-01,2012-02-25,2014-03-01,False,True,3,18,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,11,第11届,end_to_end,2015-05-24,2015-05-31,2014-03-01,2015-05-31,False,True,0,18,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十一回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,12,第12届,end_to_end,2016-01-10,2016-01-16,2015-05-31,2016-01-16,False,True,2,20,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十二回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,13,第13届,end_to_end,2017-01-15,2017-01-21,2016-01-16,2017-01-21,False,True,1,21,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十三回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,14,第14届,end_to_end,2018-01-14,2018-01-20,2017-01-21,2018-01-20,False,True,2,23,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十四回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,15,第15届,end_to_end,2019-01-27,2019-02-02,2018-01-20,2019-02-02,False,True,1,24,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十五回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,16,第16届,end_to_end,2020-06-07,2020-06-13,2019-02-02,2020-06-13,False,True,3,27,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十六回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,17,第17届,end_to_end,2021-09-26,2021-10-03,2020-06-13,2021-10-03,False,True,0,27,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十七回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,18,第18届,end_to_end,2022-09-17,2022-09-24,2021-10-03,2022-09-24,False,True,1,28,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十八回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,19,第19届,end_to_end,2023-09-17,2023-09-30,2022-09-24,2023-09-30,False,True,1,29,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十九回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,20,第20届,end_to_end,2024-08-10,2024-08-23,2023-09-30,2024-08-23,False,True,2,31,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,21,第21届,end_to_end,2025-08-16,2025-08-29,2024-08-23,2025-08-29,False,True,0,31,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十一回,2026-09-04T07:18:56+00:00
Herselves,ハーセルヴズ,Herselves,22,第22届,end_to_end,2026-08-22,2026-08-28,2025-08-29,2026-08-28,False,True,0,31,1,https://thwiki.cc/Herselves,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第二十二回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,4,第4届,end_to_end,2005-12-18,2005-12-24,2004-10-23,2005-12-24,False,True,0,0,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第四回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,5,第5届,end_to_end,2008-02-10,2008-02-16,2005-12-24,2008-02-16,False,True,1,1,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第五回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,6,第6届,end_to_end,2009-01-18,2009-01-24,2008-02-16,2009-01-24,False,True,1,2,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第六回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,7,第7届,end_to_end,2010-02-07,2010-02-13,2009-01-24,2010-02-13,False,True,1,3,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第七回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,8,第8届,end_to_end,2011-02-13,2011-02-19,2010-02-13,2011-02-19,False,True,1,4,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第八回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,9,第9届,end_to_end,2012-02-19,2012-02-25,2011-02-19,2012-02-25,False,True,2,6,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第九回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,10,第10届,end_to_end,2014-02-23,2014-03-01,2012-02-25,2014-03-01,False,True,2,8,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,11,第11届,end_to_end,2015-05-24,2015-05-31,2014-03-01,2015-05-31,False,True,6,14,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十一回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,12,第12届,end_to_end,2016-01-10,2016-01-16,2015-05-31,2016-01-16,False,True,1,15,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十二回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,13,第13届,end_to_end,2017-01-15,2017-01-21,2016-01-16,2017-01-21,False,True,1,16,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十三回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,14,第14届,end_to_end,2018-01-14,2018-01-20,2017-01-21,2018-01-20,False,True,0,16,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十四回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,15,第15届,end_to_end,2019-01-27,2019-02-02,2018-01-20,2019-02-02,False,True,2,18,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十五回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,16,第16届,end_to_end,2020-06-07,2020-06-13,2019-02-02,2020-06-13,False,True,1,19,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十六回,2026-09-04T07:18:56+00:00
Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,17,第17届,end_to_end,2021-09-26,2021-10-03,2020-06-13,2021-10-03,False,True,3,22,0,https://thwiki.cc/Highly_Responsive_to_Prayers,https://cd.thwiki.cc/,https://thwiki.cc/东方系列人气投票/第十七回,2026-09-04T07:18:56+00:00
