original_page,original_name_jp,original_name_cn,first_release_work,first_release_date,first_release_date_raw,arrangement_count,vocal_count,arrange_count,dated_arrangement_count,undated_arrangement_count,timeline_available,source_page_url,source_frontend_url,count_basis,observed_at_utc
斯普特尼克幻夜,スプートニク幻夜,斯普特尼克幻夜,秋霜玉,2000-12-30,1/2000/12/30,67,15,52,67,0,True,https://thwiki.cc/%E6%96%AF%E6%99%AE%E7%89%B9%E5%B0%BC%E5%85%8B%E5%B9%BB%E5%A4%9C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
新幻想 ～ New Fantasy,新幻想　～ New Fantasy,新幻想　～ New Fantasy,稀翁玉,2001-12-30,1/2001/12/30,10,0,10,10,0,True,https://thwiki.cc/%E6%96%B0%E5%B9%BB%E6%83%B3_%EF%BD%9E_New_Fantasy,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
无人气的场所,人気のない場所,无人气的场所,东方心绮楼,2013-05-26,1/2013/5/26,1,0,1,1,0,True,https://thwiki.cc/%E6%97%A0%E4%BA%BA%E6%B0%94%E7%9A%84%E5%9C%BA%E6%89%80,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
无何有之乡 ～ Deep Mountain,無何有の郷　～ Deep Mountain,无何有之乡　～ Deep Mountain,东方妖妖梦体验版,2002-12-30,1/2002/12/30,1206,344,862,1202,4,True,https://thwiki.cc/%E6%97%A0%E4%BD%95%E6%9C%89%E4%B9%8B%E4%B9%A1_%EF%BD%9E_Deep_Mountain,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
无间之钟 ～ Infinite Nightmare,無間の鐘　～ Infinite Nightmare,无间之钟　～ Infinite Nightmare,东方文花帖DS,2010-03-14,1/2010/3/14,586,172,414,582,4,True,https://thwiki.cc/%E6%97%A0%E9%97%B4%E4%B9%8B%E9%92%9F_%EF%BD%9E_Infinite_Nightmare,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
日出七夕坂,七夕坂に朝が来る,日出七夕坂,七夕坂梦幻能,2024-05-03,1/2024/5/3,44,15,29,44,0,True,https://thwiki.cc/%E6%97%A5%E5%87%BA%E4%B8%83%E5%A4%95%E5%9D%82,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
日常坐卧,日常坐臥,日常坐卧,东方绯想天,2008-05-25,1/2008/5/25,9,1,8,9,0,True,https://thwiki.cc/%E6%97%A5%E5%B8%B8%E5%9D%90%E5%8D%A7,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
日日是红日 ～ Folksy Touhou days.,日々是紅日　～ Folksy Touhou days.,日日是红日 ～ Folksy Touhou days.,东方音焰火,2021-08-14,1/2021/8/14,6,0,6,6,0,True,https://thwiki.cc/%E6%97%A5%E6%97%A5%E6%98%AF%E7%BA%A2%E6%97%A5_%EF%BD%9E_Folksy_Touhou_days.,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
日渐荒废的工业遗址,廃れゆく産業遺構,日渐荒废的工业遗址,东方虹龙洞,2021-05-04,1/2021/5/4,78,12,66,78,0,True,https://thwiki.cc/%E6%97%A5%E6%B8%90%E8%8D%92%E5%BA%9F%E7%9A%84%E5%B7%A5%E4%B8%9A%E9%81%97%E5%9D%80,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
旧世界的冒险酒馆,旧世界の冒険酒場,旧世界的冒险酒馆,旧约酒馆,2016-08-13,1/2016/8/13,76,28,48,76,0,True,https://thwiki.cc/%E6%97%A7%E4%B8%96%E7%95%8C%E7%9A%84%E5%86%92%E9%99%A9%E9%85%92%E9%A6%86,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
早已习惯最终孑然一身 ～ Stone Goddess,最後の一人は慣れてるから　～ Stone Goddess,早已习惯最终孑然一身　～ Stone Goddess,东方锦上京,2025-08-17,1/2025/8/17,86,33,53,83,3,True,https://thwiki.cc/%E6%97%A9%E5%B7%B2%E4%B9%A0%E6%83%AF%E6%9C%80%E7%BB%88%E5%AD%91%E7%84%B6%E4%B8%80%E8%BA%AB_%EF%BD%9E_Stone_Goddess,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
时之风,時の風,时之风,东方怪绮谈,1998-12-30,1/1998/12/30,45,10,35,45,0,True,https://thwiki.cc/%E6%97%B6%E4%B9%8B%E9%A3%8E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
时代风潮的造访,時代の風の訪れ,时代风潮的造访,东方深秘录,2015-05-10,1/2015/5/10,2,1,1,2,0,True,https://thwiki.cc/%E6%97%B6%E4%BB%A3%E9%A3%8E%E6%BD%AE%E7%9A%84%E9%80%A0%E8%AE%BF,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
时刻旺盛的好奇心,年中夢中の好奇心,时刻旺盛的好奇心,妖精大战争,2010-08-14,1/2010/8/14,314,98,216,314,0,True,https://thwiki.cc/%E6%97%B6%E5%88%BB%E6%97%BA%E7%9B%9B%E7%9A%84%E5%A5%BD%E5%A5%87%E5%BF%83,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
明日之盛，昨日之俗,明日ハレの日、ケの昨日,明日之盛，昨日之俗,东方风神录,2007-08-17,1/2007/8/17,1369,452,917,1368,1,True,https://thwiki.cc/%E6%98%8E%E6%97%A5%E4%B9%8B%E7%9B%9B%EF%BC%8C%E6%98%A8%E6%97%A5%E4%B9%8B%E4%BF%97,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
明治十七年的上海爱丽丝,明治十七年の上海アリス,明治十七年的上海爱丽丝,东方红魔乡体验版,2002-06-10,1/2002/6/10,1211,306,905,1206,5,True,https://thwiki.cc/%E6%98%8E%E6%B2%BB%E5%8D%81%E4%B8%83%E5%B9%B4%E7%9A%84%E4%B8%8A%E6%B5%B7%E7%88%B1%E4%B8%BD%E4%B8%9D,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
昏暗的风穴,暗闇の風穴,昏暗的风穴,东方地灵殿体验版,2008-05-25,1/2008/5/25,583,176,407,579,4,True,https://thwiki.cc/%E6%98%8F%E6%9A%97%E7%9A%84%E9%A3%8E%E7%A9%B4,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
星之器 ～ Casket of Star,星の器　～ Casket of Star,星之器　～ Casket of Star,东方幻想乡,1998-08-14,1/1998/8/14,947,390,557,946,1,True,https://thwiki.cc/%E6%98%9F%E4%B9%8B%E5%99%A8_%EF%BD%9E_Casket_of_Star,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
星幽剑士,星幽剣士,星幽剑士,东方灵异传,1996-11-03,1/1996/11/3,74,16,58,74,0,True,https://thwiki.cc/%E6%98%9F%E5%B9%BD%E5%89%91%E5%A3%AB,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
星条旗的小丑,星条旗のピエロ,星条旗的小丑,东方绀珠传,2015-08-14,1/2015/8/14,632,200,432,632,0,True,https://thwiki.cc/%E6%98%9F%E6%9D%A1%E6%97%97%E7%9A%84%E5%B0%8F%E4%B8%91,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
映花之塚,花の映る塚,映花之塚,东方花映塚体验版,2005-05-04,1/2005/5/4,73,3,70,71,2,True,https://thwiki.cc/%E6%98%A0%E8%8A%B1%E4%B9%8B%E5%A1%9A,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
春之冰精,春の氷精,春之冰精,妖精大战争,2010-08-14,1/2010/8/14,159,44,115,158,1,True,https://thwiki.cc/%E6%98%A5%E4%B9%8B%E5%86%B0%E7%B2%BE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
春之冰精 - 静 -,春の氷精　- 静 -,春之冰精　- 静 -,妖精大战争,2010-08-14,1/2010/8/14,32,6,26,32,0,True,https://thwiki.cc/%E6%98%A5%E4%B9%8B%E5%86%B0%E7%B2%BE_-_%E9%9D%99_-,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
春之港湾,春の湊に,春之港湾,东方星莲船体验版,2009-03-08,1/2009/3/8,1167,422,745,1161,6,True,https://thwiki.cc/%E6%98%A5%E4%B9%8B%E6%B8%AF%E6%B9%BE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
春色小径 ～ Colorful Path,春色小径　～ Colorful Path,春色小径　～ Colorful Path,东方花映塚体验版,2005-05-04,1/2005/5/4,1135,432,703,1133,2,True,https://thwiki.cc/%E6%98%A5%E8%89%B2%E5%B0%8F%E5%BE%84_%EF%BD%9E_Colorful_Path,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
春风之梦,春風の夢,春风之梦,东方妖妖梦,2003-08-17,1/2003/8/17,137,19,118,137,0,True,https://thwiki.cc/%E6%98%A5%E9%A3%8E%E4%B9%8B%E6%A2%A6,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
显现的传承形态,顕現した伝承の形,显现的传承形态,东方深秘录体验版,2014-12-29,1/2014/12/29,3,0,3,3,0,True,https://thwiki.cc/%E6%98%BE%E7%8E%B0%E7%9A%84%E4%BC%A0%E6%89%BF%E5%BD%A2%E6%80%81,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
晓云,暁雲,晓云,东方心绮楼,2013-05-26,1/2013/5/26,13,4,9,13,0,True,https://thwiki.cc/%E6%99%93%E4%BA%91,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
智略纵横,知略縦横,智略纵横,东方凭依华,2017-12-29,1/2017/12/29,1,0,1,1,0,True,https://thwiki.cc/%E6%99%BA%E7%95%A5%E7%BA%B5%E6%A8%AA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
暮色苍然,暮色蒼然,暮色苍然,东方绯想天,2008-05-25,1/2008/5/25,67,6,61,66,1,True,https://thwiki.cc/%E6%9A%AE%E8%89%B2%E8%8B%8D%E7%84%B6,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
曲名不详,曲名不詳,曲名不详,东方文花帖DS,2010-03-14,1/2010/3/14,7,0,7,7,0,True,https://thwiki.cc/%E6%9B%B2%E5%90%8D%E4%B8%8D%E8%AF%A6,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
最澄澈的空与海,最も澄みわたる空と海,最澄澈的空与海,卯酉东海道,2006-05-21,1/2006/5/21,268,63,205,266,2,True,https://thwiki.cc/%E6%9C%80%E6%BE%84%E6%BE%88%E7%9A%84%E7%A9%BA%E4%B8%8E%E6%B5%B7,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
月之妖鸟、化猫之幻,月の妖鳥、化猫の幻,月之妖鸟、化猫之幻,莲台野夜行,2003-12-30,1/2003/12/30,290,112,178,289,1,True,https://thwiki.cc/%E6%9C%88%E4%B9%8B%E5%A6%96%E9%B8%9F%E3%80%81%E5%8C%96%E7%8C%AB%E4%B9%8B%E5%B9%BB,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
月时计 ～ Luna Dial,月時計　～ ルナ・ダイアル,月时计　～ Luna Dial,东方红魔乡,2002-08-11,1/2002/8/11,1950,620,1330,1941,9,True,https://thwiki.cc/%E6%9C%88%E6%97%B6%E8%AE%A1_%EF%BD%9E_Luna_Dial,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
月见草,月見草,月见草,东方永夜抄,2004-08-15,1/2004/8/15,173,19,154,172,1,True,https://thwiki.cc/%E6%9C%88%E8%A7%81%E8%8D%89,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
月轮,月輪,月轮,东方萃梦想,2004-12-30,1/2004/12/30,4,1,3,4,0,True,https://thwiki.cc/%E6%9C%88%E8%BD%AE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
有人气的场所,人気のある場所,有人气的场所,东方心绮楼,2013-05-26,1/2013/5/26,9,0,9,9,0,True,https://thwiki.cc/%E6%9C%89%E4%BA%BA%E6%B0%94%E7%9A%84%E5%9C%BA%E6%89%80,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
有珠子的日常,ボールのある日常,有珠子的日常,东方深秘录体验版,2014-12-29,1/2014/12/29,4,1,3,4,0,True,https://thwiki.cc/%E6%9C%89%E7%8F%A0%E5%AD%90%E7%9A%84%E6%97%A5%E5%B8%B8,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
有顶天变 ～ Wonderful Heaven,有頂天変　～ Wonderful Heaven,有顶天变　～ Wonderful Heaven,东方绯想天,2008-05-25,1/2008/5/25,828,309,519,825,3,True,https://thwiki.cc/%E6%9C%89%E9%A1%B6%E5%A4%A9%E5%8F%98_%EF%BD%9E_Wonderful_Heaven,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
未知之花 魅知之旅（曲目）,未知の花 魅知の旅,未知之花 魅知之旅,未知之花 魅知之旅,2011-05-08,1/2011/5/8,261,87,174,258,3,True,https://thwiki.cc/%E6%9C%AA%E7%9F%A5%E4%B9%8B%E8%8A%B1_%E9%AD%85%E7%9F%A5%E4%B9%8B%E6%97%85%EF%BC%88%E6%9B%B2%E7%9B%AE%EF%BC%89,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
未知物Ｘ ～ Unfound Adventure,アンノウンＸ　～ Unfound Adventure,未知物Ｘ　～ Unfound Adventure,东方非想天则,2009-08-15,1/2009/8/15,163,25,138,160,3,True,https://thwiki.cc/%E6%9C%AA%E7%9F%A5%E7%89%A9%EF%BC%B8_%EF%BD%9E_Unfound_Adventure,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
本日的头版头条,本日の一面記事,本日的头版头条,东方心绮楼,2013-05-26,1/2013/5/26,0,0,0,0,0,True,https://thwiki.cc/%E6%9C%AC%E6%97%A5%E7%9A%84%E5%A4%B4%E7%89%88%E5%A4%B4%E6%9D%A1,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
机械马戏团 ～ Reverie,機械サーカス　～ Reverie,机械马戏团　～ Reverie,秋霜玉,2000-12-30,1/2000/12/30,79,8,71,79,0,True,https://thwiki.cc/%E6%9C%BA%E6%A2%B0%E9%A9%AC%E6%88%8F%E5%9B%A2_%EF%BD%9E_Reverie,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
来吧，直到倒地死去的那一刻,いざ、倒れ逝くその時まで,来吧，直到倒地死去的那一刻,东方灵异传,1996-11-03,1/1996/11/3,207,68,139,203,4,True,https://thwiki.cc/%E6%9D%A5%E5%90%A7%EF%BC%8C%E7%9B%B4%E5%88%B0%E5%80%92%E5%9C%B0%E6%AD%BB%E5%8E%BB%E7%9A%84%E9%82%A3%E4%B8%80%E5%88%BB,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
架起虹桥的幻想乡,虹の架かる幻想郷,架起虹桥的幻想乡,东方虹龙洞体验版,2021-03-21,1/2021/3/21,38,1,37,38,0,True,https://thwiki.cc/%E6%9E%B6%E8%B5%B7%E8%99%B9%E6%A1%A5%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
柳树下的杜拉罕,柳の下のデュラハン,柳树下的杜拉罕,东方辉针城体验版,2013-05-26,1/2013/5/26,557,182,375,554,3,True,https://thwiki.cc/%E6%9F%B3%E6%A0%91%E4%B8%8B%E7%9A%84%E6%9D%9C%E6%8B%89%E7%BD%95,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
桑尼米尔克的红雾异变,サニーミルクの紅霧異変,桑尼米尔克的红雾异变,东方三月精S1,2008-01-26,1/2008/1/26,64,17,47,63,1,True,https://thwiki.cc/%E6%A1%91%E5%B0%BC%E7%B1%B3%E5%B0%94%E5%85%8B%E7%9A%84%E7%BA%A2%E9%9B%BE%E5%BC%82%E5%8F%98,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦境与现实的境界,夢と現の境界,梦境与现实的境界,梦违科学世纪,2004-12-30,1/2004/12/30,194,51,143,194,0,True,https://thwiki.cc/%E6%A2%A6%E5%A2%83%E4%B8%8E%E7%8E%B0%E5%AE%9E%E7%9A%84%E5%A2%83%E7%95%8C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦幻回廊,夢幻回廊,梦幻回廊,东方幻想的音乐,2000-01-10,1/2000/1/10,25,0,25,25,0,True,https://thwiki.cc/%E6%A2%A6%E5%B9%BB%E5%9B%9E%E5%BB%8A,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦幻游戏 ～Dream War,夢幻遊戯　～Dream War,梦幻游戏　～ Dream War,东方梦时空,1997-12-29,1/1997/12/29,41,12,29,41,0,True,https://thwiki.cc/%E6%A2%A6%E5%B9%BB%E6%B8%B8%E6%88%8F_%EF%BD%9EDream_War,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦幻能 ～ Taboo Marionette,夢幻能　～ Taboo Marionette,梦幻能　～ Taboo Marionette,七夕坂梦幻能,2024-05-03,1/2024/5/3,38,16,22,38,0,True,https://thwiki.cc/%E6%A2%A6%E5%B9%BB%E8%83%BD_%EF%BD%9E_Taboo_Marionette,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦想时空,夢想時空,梦想时空,东方怪绮谈,1998-12-30,1/1998/12/30,78,20,58,76,2,True,https://thwiki.cc/%E6%A2%A6%E6%83%B3%E6%97%B6%E7%A9%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦想超越时空,夢は時空を越えて,梦想超越时空,东方梦时空,1997-12-29,1/1997/12/29,115,33,82,115,0,True,https://thwiki.cc/%E6%A2%A6%E6%83%B3%E8%B6%85%E8%B6%8A%E6%97%B6%E7%A9%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦机械 ～ Innocent Power,夢機械　～ Innocent Power,梦机械　～ Innocent Power,秋霜玉,2000-12-30,1/2000/12/30,11,1,10,11,0,True,https://thwiki.cc/%E6%A2%A6%E6%9C%BA%E6%A2%B0_%EF%BD%9E_Innocent_Power,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦殿大祀庙,夢殿大祀廟,梦殿大祀庙,东方神灵庙,2011-08-13,1/2011/8/13,364,87,277,363,1,True,https://thwiki.cc/%E6%A2%A6%E6%AE%BF%E5%A4%A7%E7%A5%80%E5%BA%99,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
梦消失 ～ Lost Dream,夢消失　～Lost Dream,梦消失　～ Lost Dream,东方梦时空,1997-12-29,1/1997/12/29,402,114,288,397,5,True,https://thwiki.cc/%E6%A2%A6%E6%B6%88%E5%A4%B1_%EF%BD%9E_Lost_Dream,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
森林里面有鬼怪哦,森にはお化けがいるよ,森林里面有鬼怪哦,东方锦上京体验版,2025-05-05,1/2025/5/5,36,8,28,35,1,True,https://thwiki.cc/%E6%A3%AE%E6%9E%97%E9%87%8C%E9%9D%A2%E6%9C%89%E9%AC%BC%E6%80%AA%E5%93%A6,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
森闲,森閑,森闲,东方萃梦想,2004-12-30,1/2004/12/30,7,0,7,7,0,True,https://thwiki.cc/%E6%A3%AE%E9%97%B2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
樱花之恋塚 ～ Flower of Japan,桜花之恋塚　～ Flower of Japan,樱花之恋塚　～ Flower of Japan,稀翁玉,2001-12-30,1/2001/12/30,391,155,236,391,0,True,https://thwiki.cc/%E6%A8%B1%E8%8A%B1%E4%B9%8B%E6%81%8B%E5%A1%9A_%EF%BD%9E_Flower_of_Japan,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
樱花樱花 ～ Japanize Dream...,さくらさくら　～ Japanize Dream...,樱花樱花　～ Japanize Dream...,东方妖妖梦,2003-08-17,1/2003/8/17,975,245,730,969,6,True,https://thwiki.cc/%E6%A8%B1%E8%8A%B1%E6%A8%B1%E8%8A%B1_%EF%BD%9E_Japanize_Dream...,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
樱花舞落的天空,桜舞い散る天空,樱花舞落的天空,东方天空璋体验版,2017-05-07,1/2017/5/7,81,5,76,81,0,True,https://thwiki.cc/%E6%A8%B1%E8%8A%B1%E8%88%9E%E8%90%BD%E7%9A%84%E5%A4%A9%E7%A9%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
欢迎来到妖怪寺,妖怪寺へようこそ,欢迎来到妖怪寺,东方神灵庙体验版,2011-05-08,1/2011/5/8,187,60,127,187,0,True,https://thwiki.cc/%E6%AC%A2%E8%BF%8E%E6%9D%A5%E5%88%B0%E5%A6%96%E6%80%AA%E5%AF%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
欢迎来到月面旅行团,月面ツアーへようこそ,欢迎来到月面旅行团,大空魔术,2006-08-13,1/2006/8/13,350,126,224,350,0,True,https://thwiki.cc/%E6%AC%A2%E8%BF%8E%E6%9D%A5%E5%88%B0%E6%9C%88%E9%9D%A2%E6%97%85%E8%A1%8C%E5%9B%A2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
欲望深重的灵魂,欲深き霊魂,欲望深重的灵魂,东方神灵庙体验版,2011-05-08,1/2011/5/8,149,12,137,148,1,True,https://thwiki.cc/%E6%AC%B2%E6%9C%9B%E6%B7%B1%E9%87%8D%E7%9A%84%E7%81%B5%E9%AD%82,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
此岸之塚,此岸の塚,此岸之塚,东方花映塚,2005-08-14,1/2005/8/14,129,18,111,128,1,True,https://thwiki.cc/%E6%AD%A4%E5%B2%B8%E4%B9%8B%E5%A1%9A,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
死灵的夜樱,死霊の夜桜,死灵的夜樱,东方神灵庙体验版,2011-05-08,1/2011/5/8,801,264,537,797,4,True,https://thwiki.cc/%E6%AD%BB%E7%81%B5%E7%9A%84%E5%A4%9C%E6%A8%B1,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
比普朗克更短的须臾,須臾はプランクを超えて,比普朗克更短的须臾,燕石博物志,2016-05-08,1/2016/5/8,78,23,55,78,0,True,https://thwiki.cc/%E6%AF%94%E6%99%AE%E6%9C%97%E5%85%8B%E6%9B%B4%E7%9F%AD%E7%9A%84%E9%A1%BB%E8%87%BE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
比红色更虚无的永远,紅より儚い永遠,比红色更虚无的永远,东方红魔乡,2002-08-11,1/2002/8/11,259,45,214,259,0,True,https://thwiki.cc/%E6%AF%94%E7%BA%A2%E8%89%B2%E6%9B%B4%E8%99%9A%E6%97%A0%E7%9A%84%E6%B0%B8%E8%BF%9C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
