id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
64,Bad Apple!!,Bad Apple!!,东方幻想乡,957,92,1049,<a href='./?m=info&type=music&id=64' target='_blank'>点击查看详情</a>,9.61%,10.4%,1.05%,843,114,88.09%,11.91%,8.47%,6.63%,
65,灵战 ～ Perdition crisis,霊戦 ～ Perdition crisis,东方幻想乡,6,0,6,<a href='./?m=info&type=music&id=65' target='_blank'>点击查看详情</a>,0%,0.07%,0%,3,3,50%,50%,0.03%,0.17%,
66,Alice Maestra,アリスマエステラ,东方幻想乡,112,15,127,<a href='./?m=info&type=music&id=66' target='_blank'>点击查看详情</a>,13.39%,1.22%,0.17%,90,22,80.36%,19.64%,0.9%,1.28%,
67,少女绮想曲 ～ Capriccio,少女綺想曲 ～ Capriccio,东方幻想乡,1395,150,1545,<a href='./?m=info&type=music&id=67' target='_blank'>点击查看详情</a>,10.75%,15.16%,1.71%,1211,184,86.81%,13.19%,12.16%,10.7%,
68,星之器 ～ Casket of Star,星の器 ～ Casket of Star,东方幻想乡,282,15,297,<a href='./?m=info&type=music&id=68' target='_blank'>点击查看详情</a>,5.32%,3.06%,0.17%,223,59,79.08%,20.92%,2.24%,3.43%,
69,Lotus Love,Lotus Love,东方幻想乡,8,0,8,<a href='./?m=info&type=music&id=69' target='_blank'>点击查看详情</a>,0%,0.09%,0%,4,4,50%,50%,0.04%,0.23%,
70,能够睡眠的恐怖 ～ Sleeping Terror,眠れる恐怖 ～ Sleeping Terror,东方幻想乡,60,1,61,<a href='./?m=info&type=music&id=70' target='_blank'>点击查看详情</a>,1.67%,0.65%,0.01%,47,13,78.33%,21.67%,0.47%,0.76%,
71,Dream Land,Dream Land,东方幻想乡,18,1,19,<a href='./?m=info&type=music&id=71' target='_blank'>点击查看详情</a>,5.56%,0.2%,0.01%,15,3,83.33%,16.67%,0.15%,0.17%,
72,幽梦 ～ Inanimate Dream,幽夢 ～ Inanimate Dream,东方幻想乡,69,3,72,<a href='./?m=info&type=music&id=72' target='_blank'>点击查看详情</a>,4.35%,0.75%,0.03%,58,11,84.06%,15.94%,0.58%,0.64%,
73,不可不禁止的游戏,禁じざるをえない遊戯,东方幻想乡,14,1,15,<a href='./?m=info&type=music&id=73' target='_blank'>点击查看详情</a>,7.14%,0.15%,0.01%,11,3,78.57%,21.43%,0.11%,0.17%,
74,女仆幻想 ～ Icemilk Magic,メイド幻想 ～ Icemilk Magic,东方幻想乡,17,3,20,<a href='./?m=info&type=music&id=74' target='_blank'>点击查看详情</a>,17.65%,0.18%,0.03%,13,4,76.47%,23.53%,0.13%,0.23%,
75,可爱的恶魔 ～ Innocence,かわいい悪魔 ～ Innocence,东方幻想乡,25,4,29,<a href='./?m=info&type=music&id=75' target='_blank'>点击查看详情</a>,16%,0.27%,0.05%,20,5,80%,20%,0.2%,0.29%,
76,Days,Days,东方幻想乡,2,0,2,<a href='./?m=info&type=music&id=76' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.02%,0%,
77,Peaceful,Peaceful,东方幻想乡,3,0,3,<a href='./?m=info&type=music&id=77' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,100%,0%,0.03%,0%,
78,Arcadian Dream,Arcadian Dream,东方幻想乡,2,0,2,<a href='./?m=info&type=music&id=78' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,1,50%,50%,0.01%,0.06%,
79,幻想的居民,幻想の住人,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=79' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.06%,
80,Lotus Road,Lotus Road,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=80' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
81,Dreamy pilot,Dreamy pilot,东方幻想乡,8,0,8,<a href='./?m=info&type=music&id=81' target='_blank'>点击查看详情</a>,0%,0.09%,0%,7,1,87.5%,12.5%,0.07%,0.06%,
82,Incomplete Plot,Incomplete Plot,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=82' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
83,Border Land,Border Land,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=83' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
84,Magic Shop of Raspberry,Magic Shop of Raspberry,东方幻想乡,5,0,5,<a href='./?m=info&type=music&id=84' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,3,40%,60%,0.02%,0.17%,
85,Crescent Dream,Crescent Dream,东方幻想乡,17,3,20,<a href='./?m=info&type=music&id=85' target='_blank'>点击查看详情</a>,17.65%,0.18%,0.03%,11,6,64.71%,35.29%,0.11%,0.35%,
86,怪绮谈 ～ Mystic Square,怪綺談 ～ Mystic Square,东方怪绮谈,12,1,13,<a href='./?m=info&type=music&id=86' target='_blank'>点击查看详情</a>,8.33%,0.13%,0.01%,10,2,83.33%,16.67%,0.1%,0.12%,
87,Dream Express,Dream Express,东方怪绮谈,3,0,3,<a href='./?m=info&type=music&id=87' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,1,66.67%,33.33%,0.02%,0.06%,
88,魔法阵 ～ Magic Square,魔法陣 ～ Magic Square,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=88' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
89,梦想时空,夢想時空,东方怪绮谈,24,1,25,<a href='./?m=info&type=music&id=89' target='_blank'>点击查看详情</a>,4.17%,0.26%,0.01%,21,3,87.5%,12.5%,0.21%,0.17%,
90,灵天 ～ Spiritual Heaven,霊天 ～ Spiritual Heaven,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=90' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.06%,
91,Romantic Children,Romantic Children,东方怪绮谈,52,4,56,<a href='./?m=info&type=music&id=91' target='_blank'>点击查看详情</a>,7.69%,0.57%,0.05%,33,19,63.46%,36.54%,0.33%,1.11%,
92,Plastic Mind,プラスチックマインド,东方怪绮谈,11,0,11,<a href='./?m=info&type=music&id=92' target='_blank'>点击查看详情</a>,0%,0.12%,0%,9,2,81.82%,18.18%,0.09%,0.12%,
93,Maple Wise,メイプルワイズ,东方怪绮谈,8,0,8,<a href='./?m=info&type=music&id=93' target='_blank'>点击查看详情</a>,0%,0.09%,0%,6,2,75%,25%,0.06%,0.12%,
94,禁忌的魔法 ～ Forbidden Magic,禁断の魔法 ～ Forbidden Magic,东方怪绮谈,7,0,7,<a href='./?m=info&type=music&id=94' target='_blank'>点击查看详情</a>,0%,0.08%,0%,6,1,85.71%,14.29%,0.06%,0.06%,
95,绯红的少女 ～ Crimson Dead!!,真紅の少女 ～ Crimson Dead!!,东方怪绮谈,11,1,12,<a href='./?m=info&type=music&id=95' target='_blank'>点击查看详情</a>,9.09%,0.12%,0.01%,7,4,63.64%,36.36%,0.07%,0.23%,
96,背叛的少女 ～ Judas Kiss,裏切りの少女 ～ Judas Kiss,东方怪绮谈,9,0,9,<a href='./?m=info&type=music&id=96' target='_blank'>点击查看详情</a>,0%,0.1%,0%,5,4,55.56%,44.44%,0.05%,0.23%,
97,the Last Judgement,the Last Judgement,东方怪绮谈,5,0,5,<a href='./?m=info&type=music&id=97' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,2,60%,40%,0.03%,0.12%,
98,可悲的人偶 ～ Doll of Misery,悲しき人形 ～ Doll of Misery,东方怪绮谈,22,2,24,<a href='./?m=info&type=music&id=98' target='_blank'>点击查看详情</a>,9.09%,0.24%,0.02%,15,7,68.18%,31.82%,0.15%,0.41%,
99,世界的尽头 ～ World's End,世界の果て ～ World's End,东方怪绮谈,6,1,7,<a href='./?m=info&type=music&id=99' target='_blank'>点击查看详情</a>,16.67%,0.07%,0.01%,5,1,83.33%,16.67%,0.05%,0.06%,
100,神话幻想 ～ Infinite Being,神話幻想 ～ Infinite Being,东方怪绮谈,87,6,93,<a href='./?m=info&type=music&id=100' target='_blank'>点击查看详情</a>,6.9%,0.95%,0.07%,73,14,83.91%,16.09%,0.73%,0.81%,
101,不可思议之国的爱丽丝,不思議の国のアリス,东方怪绮谈,571,66,637,<a href='./?m=info&type=music&id=101' target='_blank'>点击查看详情</a>,11.56%,6.21%,0.75%,486,85,85.11%,14.89%,4.88%,4.94%,
102,the Grimoire of Alice,the Grimoire of Alice,东方怪绮谈,72,7,79,<a href='./?m=info&type=music&id=102' target='_blank'>点击查看详情</a>,9.72%,0.78%,0.08%,59,13,81.94%,18.06%,0.59%,0.76%,
103,神社,神社,东方怪绮谈,5,0,5,<a href='./?m=info&type=music&id=103' target='_blank'>点击查看详情</a>,0%,0.05%,0%,4,1,80%,20%,0.04%,0.06%,
104,Endless,Endless,东方怪绮谈,6,0,6,<a href='./?m=info&type=music&id=104' target='_blank'>点击查看详情</a>,0%,0.07%,0%,5,1,83.33%,16.67%,0.05%,0.06%,
105,永远的乐园,久遠の楽園,东方怪绮谈,21,0,21,<a href='./?m=info&type=music&id=105' target='_blank'>点击查看详情</a>,0%,0.23%,0%,18,3,85.71%,14.29%,0.18%,0.17%,
106,Mystic Dream,Mystic Dream,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=106' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
107,Peaceful Romancer,Peaceful Romancer,东方怪绮谈,12,2,14,<a href='./?m=info&type=music&id=107' target='_blank'>点击查看详情</a>,16.67%,0.13%,0.02%,11,1,91.67%,8.33%,0.11%,0.06%,
108,灵魂安息之所,魂の休らむ所,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=108' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.06%,
109,比赤色更红的梦,赤より紅い夢,东方红魔乡,177,10,187,<a href='./?m=info&type=music&id=109' target='_blank'>点击查看详情</a>,5.65%,1.92%,0.11%,163,14,92.09%,7.91%,1.64%,0.81%,
110,如鬼灯般的红色之魂,ほおずきみたいに紅い魂,东方红魔乡,53,3,56,<a href='./?m=info&type=music&id=110' target='_blank'>点击查看详情</a>,5.66%,0.58%,0.03%,47,6,88.68%,11.32%,0.47%,0.35%,
111,妖魔夜行,妖魔夜行,东方红魔乡,231,15,246,<a href='./?m=info&type=music&id=111' target='_blank'>点击查看详情</a>,6.49%,2.51%,0.17%,195,36,84.42%,15.58%,1.96%,2.09%,
112,Lunate Elf,ルーネイトエルフ,东方红魔乡,63,7,70,<a href='./?m=info&type=music&id=112' target='_blank'>点击查看详情</a>,11.11%,0.68%,0.08%,52,11,82.54%,17.46%,0.52%,0.64%,
113,活泼的纯情小姑娘（活泼纯情小姑娘的冒险）,おてんば恋娘（おてんば恋娘の冒険）,东方红魔乡,493,81,574,<a href='./?m=info&type=music&id=113' target='_blank'>点击查看详情</a>,16.43%,5.36%,0.92%,446,47,90.47%,9.53%,4.48%,2.73%,
114,上海红茶馆　～ Chinese Tea,上海紅茶館　～ Chinese Tea,东方红魔乡,1279,120,1399,<a href='./?m=info&type=music&id=114' target='_blank'>点击查看详情</a>,9.38%,13.9%,1.37%,1125,154,87.96%,12.04%,11.3%,8.96%,
115,明治十七年的上海爱丽丝,明治十七年の上海アリス,东方红魔乡,608,51,659,<a href='./?m=info&type=music&id=115' target='_blank'>点击查看详情</a>,8.39%,6.61%,0.58%,516,92,84.87%,15.13%,5.18%,5.35%,
116,巴瓦鲁魔法图书馆,ヴワル魔法図書館,东方红魔乡,103,6,109,<a href='./?m=info&type=music&id=116' target='_blank'>点击查看详情</a>,5.83%,1.12%,0.07%,86,17,83.5%,16.5%,0.86%,0.99%,
117,Locked Girl　～ 少女密室,ラクトガール　～ 少女密室,东方红魔乡,243,29,272,<a href='./?m=info&type=music&id=117' target='_blank'>点击查看详情</a>,11.93%,2.64%,0.33%,205,38,84.36%,15.64%,2.06%,2.21%,
118,女仆与血之怀表,メイドと血の懐中時計,东方红魔乡,168,16,184,<a href='./?m=info&type=music&id=118' target='_blank'>点击查看详情</a>,9.52%,1.83%,0.18%,132,36,78.57%,21.43%,1.33%,2.09%,
119,月时计　～ Luna Dial,月時計　～ ルナ・ダイアル,东方红魔乡,696,79,775,<a href='./?m=info&type=music&id=119' target='_blank'>点击查看详情</a>,11.35%,7.56%,0.9%,599,97,86.06%,13.94%,6.02%,5.64%,
120,特佩斯的年幼末裔,ツェペシュの幼き末裔,东方红魔乡,32,4,36,<a href='./?m=info&type=music&id=120' target='_blank'>点击查看详情</a>,12.5%,0.35%,0.05%,27,5,84.38%,15.63%,0.27%,0.29%,
121,献给已逝公主的七重奏,亡き王女の為のセプテット,东方红魔乡,1362,174,1536,<a href='./?m=info&type=music&id=121' target='_blank'>点击查看详情</a>,12.78%,14.8%,1.99%,1204,158,88.4%,11.6%,12.09%,9.19%,
122,魔法少女们的百年祭,魔法少女達の百年祭,东方红魔乡,527,44,571,<a href='./?m=info&type=music&id=122' target='_blank'>点击查看详情</a>,8.35%,5.73%,0.5%,442,85,83.87%,16.13%,4.44%,4.94%,
123,U.N.OWEN就是她吗？,U.N.オーエンは彼女なのか？,东方红魔乡,1137,200,1337,<a href='./?m=info&type=music&id=123' target='_blank'>点击查看详情</a>,17.59%,12.36%,2.28%,982,155,86.37%,13.63%,9.86%,9.02%,
124,比红色更虚无的永远,紅より儚い永遠,东方红魔乡,36,1,37,<a href='./?m=info&type=music&id=124' target='_blank'>点击查看详情</a>,2.78%,0.39%,0.01%,31,5,86.11%,13.89%,0.31%,0.29%,
125,红楼 ～ Eastern Dream…,紅楼　～ Eastern Dream...,东方红魔乡,1055,94,1149,<a href='./?m=info&type=music&id=125' target='_blank'>点击查看详情</a>,8.91%,11.47%,1.07%,945,110,89.57%,10.43%,9.49%,6.4%,
126,妖妖梦 ～ Snow or Cherry Petal,妖々夢 ～ Snow or Cherry Petal,东方妖妖梦,103,12,115,<a href='./?m=info&type=music&id=126' target='_blank'>点击查看详情</a>,11.65%,1.12%,0.14%,91,12,88.35%,11.65%,0.91%,0.7%,
