alias_cn,canonical_cn,alias_type,source_character_cn_thb,source_character_jp,source_url,mapping_status,confidence,use_scope
骚灵三姐妹,梅露兰·普莉兹姆利巴,thbwiki_community_nickname_candidate,梅露兰·普莉兹姆利巴,メルラン・プリズムリバー,https://thbwiki.cc/梅露兰·普莉兹姆利巴,ambiguous_source_characters,low,manual_review_only
骚灵三姐妹,莉莉卡·普莉兹姆利巴,thbwiki_community_nickname_candidate,莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,https://thbwiki.cc/莉莉卡·普莉兹姆利巴,ambiguous_source_characters,low,manual_review_only
骚灵三姐妹,露娜萨·普莉兹姆利巴,thbwiki_community_nickname_candidate,露娜萨·普莉兹姆利巴,ルナサ・プリズムリバー,https://thbwiki.cc/露娜萨·普莉兹姆利巴,ambiguous_source_characters,low,manual_review_only
骚灵二姐,梅露兰·普莉兹姆利巴,thbwiki_community_nickname_candidate,梅露兰·普莉兹姆利巴,メルラン・プリズムリバー,https://thbwiki.cc/梅露兰·普莉兹姆利巴,search_only_not_poll_normalized,low,search_vocabulary_only
骚灵大姐,露娜萨·普莉兹姆利巴,thbwiki_community_nickname_candidate,露娜萨·普莉兹姆利巴,ルナサ・プリズムリバー,https://thbwiki.cc/露娜萨·普莉兹姆利巴,search_only_not_poll_normalized,low,search_vocabulary_only
高丽野阿吽,高丽野阿吽,thbwiki_cn_reference_name,高丽野阿吽,高麗野 あうん,https://thbwiki.cc/高丽野阿吽,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
高达,灵乌路空,thbwiki_community_nickname_candidate,灵乌路空,霊烏路 空,https://thbwiki.cc/灵乌路空,search_only_not_poll_normalized,low,search_vocabulary_only
鬼人正邪,鬼人正邪,thbwiki_cn_reference_name,鬼人正邪,鬼人 正邪,https://thbwiki.cc/鬼人正邪,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
魂魄妖忌,魂魄妖忌,thbwiki_cn_reference_name,魂魄妖忌,魂魄 妖忌,https://thbwiki.cc/魂魄妖忌,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
魂魄妖梦,魂魄妖梦,thbwiki_cn_reference_name,魂魄妖梦,魂魄 妖夢,https://thbwiki.cc/魂魄妖梦,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
魅魔,魅魔,thbwiki_cn_reference_name,魅魔,魅魔,https://thbwiki.cc/魅魔,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
魔梨沙,雾雨魔理沙,thbwiki_community_nickname_candidate,雾雨魔理沙,霧雨 魔理沙,https://thbwiki.cc/雾雨魔理沙（旧作角色）,search_only_not_poll_normalized,low,search_vocabulary_only
魔界女仆,梦子,thbwiki_community_nickname_candidate,梦子,夢子,https://thbwiki.cc/梦子,search_only_not_poll_normalized,low,search_vocabulary_only
鲸鱼妹,奥野田美宵,thbwiki_community_nickname_candidate,奥野田美宵,奥野田 美宵,https://thbwiki.cc/奥野田美宵,search_only_not_poll_normalized,low,search_vocabulary_only
鸡妹,庭渡久侘歌,thbwiki_community_nickname_candidate,庭渡久侘歌,庭渡 久侘歌,https://thbwiki.cc/庭渡久侘歌,search_only_not_poll_normalized,low,search_vocabulary_only
黑之魔法使,雪,thbwiki_community_nickname_candidate,雪,ユキ,https://thbwiki.cc/雪,search_only_not_poll_normalized,low,search_vocabulary_only
黑猫,橙,thbwiki_community_nickname_candidate,橙,橙,https://thbwiki.cc/橙,search_only_not_poll_normalized,low,search_vocabulary_only
黑白,雾雨魔理沙,thbwiki_community_nickname_candidate,雾雨魔理沙,霧雨 魔理沙,https://thbwiki.cc/雾雨魔理沙,search_only_not_poll_normalized,low,search_vocabulary_only
黑白老鼠,雾雨魔理沙,thbwiki_community_nickname_candidate,雾雨魔理沙,霧雨 魔理沙,https://thbwiki.cc/雾雨魔理沙,search_only_not_poll_normalized,low,search_vocabulary_only
黑皮⑨,琪露诺,thbwiki_community_nickname_candidate,琪露诺,チルノ,https://thbwiki.cc/琪露诺,search_only_not_poll_normalized,low,search_vocabulary_only
黑谷山女,黑谷山女,thbwiki_cn_reference_name,黑谷山女,黒谷 ヤマメ,https://thbwiki.cc/黑谷山女,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
鼓哥,堀川雷鼓,thbwiki_community_nickname_candidate,堀川雷鼓,堀川 雷鼓,https://thbwiki.cc/堀川雷鼓,search_only_not_poll_normalized,low,search_vocabulary_only
龙宫使者,永江衣玖,thbwiki_community_nickname_candidate,永江衣玖,永江 衣玖,https://thbwiki.cc/永江衣玖,search_only_not_poll_normalized,low,search_vocabulary_only
龙龙,饭纲丸龙,thbwiki_community_nickname_candidate,饭纲丸龙,飯綱丸 龍,https://thbwiki.cc/饭纲丸龙,search_only_not_poll_normalized,low,search_vocabulary_only
