character_cn,character_jp,round21_rank,first_appearance,official_identity,official_ability,canon_meme_material,derivative_misread_risk,thbwiki_url,access_status,verification_date,source_note,verification_status,research_scope
咪咪号,ミミちゃん,183,东方梦时空,冈崎梦美送给魔理沙的导弹,,,,https://thbwiki.cc/咪咪号,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
兔子（玉兔、永远亭的妖怪兔等）,兎（玉兎、永遠亭の妖怪兎 他）,184,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
乌鸦（地狱鸦、紫和文的使魔等）,カラス（地獄鴉、紫・文の使い魔 他）,185,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
嫦娥,嫦娥,186,东方儚月抄 ～ Silent Sinner in Blue.,被囚禁的女神,,,,https://thbwiki.cc/嫦娥,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
蛞蝓（蛞蝓卫门）,なめえもん,187,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
卓柏卡布拉,チュパカブラ,188,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,189,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
岩笠,岩笠,190,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
狐（妖怪狐、年幼的妖狐等）,狐（妖怪狐、狐の子他）,191,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
地精,ホフゴブリン,192,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,192,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
野狼灵,オオカミ霊,194,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
龙（子龙、邪龙等）,龍（子龍、邪龍 他）,195,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
河童（含山童）,河童（山童含む）,196,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
万岁乐,万歳楽,197,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
天狗（香霖堂的天狗、大天狗等）,天狗（香霖堂の天狗、大天狗 他）,198,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
命莲,命蓮,199,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
袈裟罗婆娑罗,ケセランパサラン,200,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
都市传说的怪异（阿菊、八尺大人等）,都市伝説の怪異（お菊さん、八尺さま 他）,201,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
仙台四郎（福神）,仙台四郎（福の神）,202,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
降神的神灵（天照、伊豆能卖等）,神降ろしの神霊（天照、伊豆能売 他）,202,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
幽灵（包括怨灵、神灵、旧作的一种杂鱼）,幽霊（怨霊、神霊、化け化け含む）,204,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
大鹫灵,オオワシ霊,205,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
鲵吞亭店主,鯢呑亭の店主,205,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
盐家老板,塩屋敷の旦那,207,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
木花咲耶姬,木花咲耶姫,207,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
月之都的门卫,月の都の門番,209,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
毘沙门天,毘沙門天,209,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
酒虫,酒虫,209,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
莱卡,ライカ,212,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
水江浦岛子（瑞江浦岛子）,水江浦島子,213,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
蟒蛇,ウワバミ,214,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
沓颊,沓頬,215,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
狸（妖怪狸、野铁炮等）,狸（化け狸、野鉄砲他）,216,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
座敷童子,座敷童,217,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
睡鼠,ヤマネ,218,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
小铃的父母,小鈴の両親,218,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
运松翁,運松,218,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
烟烟罗,煙々羅,221,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
