round,rank,character_cn,vote_count,primary_count,primary_rate,weighted_score,vote_share,primary_share,male_count,male_rate,female_count,female_rate,source_path,source_sheet
3,11,帕秋莉·诺蕾姬,770,186,0.2416,956,0.107,0.03,,,,,TouhouVote_cn.xlsx,3
3,12,古明地觉,720,161,0.2236,881,0.1,0.026,,,,,TouhouVote_cn.xlsx,3
3,13,东风谷早苗,714,165,0.2311,879,0.0992,0.0266,,,,,TouhouVote_cn.xlsx,3
3,14,魂魄妖梦,711,188,0.2644,899,0.0988,0.0303,,,,,TouhouVote_cn.xlsx,3
3,15,射命丸文,705,186,0.2638,891,0.0979,0.03,,,,,TouhouVote_cn.xlsx,3
3,16,蓬莱山辉夜,674,156,0.2315,830,0.0936,0.0251,,,,,TouhouVote_cn.xlsx,3
3,17,秦心,628,61,0.0971,689,0.0872,0.0098,,,,,TouhouVote_cn.xlsx,3
3,18,琪露诺,605,150,0.2479,755,0.0841,0.0242,,,,,TouhouVote_cn.xlsx,3
3,19,风见幽香,584,140,0.2397,724,0.0811,0.0226,,,,,TouhouVote_cn.xlsx,3
3,20,比那名居天子,461,94,0.2039,555,0.064,0.0152,,,,,TouhouVote_cn.xlsx,3
3,21,铃仙·优昙华院·因幡,449,88,0.196,537,0.0624,0.0142,,,,,TouhouVote_cn.xlsx,3
3,22,伊吹萃香,437,79,0.1808,516,0.0607,0.0127,,,,,TouhouVote_cn.xlsx,3
3,23,红美铃,388,90,0.232,478,0.0539,0.0145,,,,,TouhouVote_cn.xlsx,3
3,24,鬼人正邪,337,51,0.1513,388,0.0468,0.0082,,,,,TouhouVote_cn.xlsx,3
3,25,键山雏,322,88,0.2733,410,0.0447,0.0142,,,,,TouhouVote_cn.xlsx,3
3,26,四季映姬·夜摩仙那度,302,58,0.1921,360,0.042,0.0094,,,,,TouhouVote_cn.xlsx,3
3,27,上白泽慧音,300,53,0.1767,353,0.0417,0.0085,,,,,TouhouVote_cn.xlsx,3
3,28,宇佐见莲子,289,50,0.173,339,0.0402,0.0081,,,,,TouhouVote_cn.xlsx,3
3,29,洩矢诹访子,266,56,0.2105,322,0.037,0.009,,,,,TouhouVote_cn.xlsx,3
3,30,圣白莲,226,32,0.1416,258,0.0314,0.0052,,,,,TouhouVote_cn.xlsx,3
3,31,灵乌路空,223,78,0.3498,301,0.031,0.0126,,,,,TouhouVote_cn.xlsx,3
3,32,丰聪耳神子,220,43,0.1955,263,0.0306,0.0069,,,,,TouhouVote_cn.xlsx,3
3,33,八意永琳,217,53,0.2442,270,0.0301,0.0085,,,,,TouhouVote_cn.xlsx,3
3,34,八云蓝,212,35,0.1651,247,0.0295,0.0056,,,,,TouhouVote_cn.xlsx,3
3,35,露米娅,205,45,0.2195,250,0.0285,0.0073,,,,,TouhouVote_cn.xlsx,3
3,36,稗田阿求,181,27,0.1492,208,0.0251,0.0044,,,,,TouhouVote_cn.xlsx,3
3,37,玛艾露贝莉·赫恩,172,13,0.0756,185,0.0239,0.0021,,,,,TouhouVote_cn.xlsx,3
3,38,少名针妙丸,169,15,0.0888,184,0.0235,0.0024,,,,,TouhouVote_cn.xlsx,3
3,39,冈崎梦美,168,21,0.125,189,0.0233,0.0034,,,,,TouhouVote_cn.xlsx,3
3,40,水桥帕露西,166,18,0.1084,184,0.0231,0.0029,,,,,TouhouVote_cn.xlsx,3
3,41,物部布都,163,36,0.2209,199,0.0226,0.0058,,,,,TouhouVote_cn.xlsx,3
3,42,多多良小伞,150,21,0.14,171,0.0208,0.0034,,,,,TouhouVote_cn.xlsx,3
3,43,封兽鵺,144,25,0.1736,169,0.02,0.004,,,,,TouhouVote_cn.xlsx,3
3,44,犬走椛,139,27,0.1942,166,0.0193,0.0044,,,,,TouhouVote_cn.xlsx,3
3,45,霍青娥,135,13,0.0963,148,0.0188,0.0021,,,,,TouhouVote_cn.xlsx,3
3,46,河城荷取,131,20,0.1527,151,0.0182,0.0032,,,,,TouhouVote_cn.xlsx,3
3,46,堀川雷鼓,131,12,0.0916,143,0.0182,0.0019,,,,,TouhouVote_cn.xlsx,3
3,48,火焰猫燐,121,24,0.1983,145,0.0168,0.0039,,,,,TouhouVote_cn.xlsx,3
3,49,茨木华扇,118,15,0.1271,133,0.0164,0.0024,,,,,TouhouVote_cn.xlsx,3
3,50,橙,116,13,0.1121,129,0.0161,0.0021,,,,,TouhouVote_cn.xlsx,3
3,51,八坂神奈子,114,17,0.1491,131,0.0158,0.0027,,,,,TouhouVote_cn.xlsx,3
3,52,森近霖之助,109,14,0.1284,123,0.0151,0.0023,,,,,TouhouVote_cn.xlsx,3
3,52,神绮,109,11,0.1009,120,0.0151,0.0018,,,,,TouhouVote_cn.xlsx,3
3,54,小野塚小町,106,20,0.1887,126,0.0147,0.0032,,,,,TouhouVote_cn.xlsx,3
3,55,永江衣玖,94,22,0.234,116,0.0131,0.0035,,,,,TouhouVote_cn.xlsx,3
3,56,冴月麟,93,19,0.2043,112,0.0129,0.0031,,,,,TouhouVote_cn.xlsx,3
3,57,因幡天为（因幡帝）,90,16,0.1778,106,0.0125,0.0026,,,,,TouhouVote_cn.xlsx,3
3,57,魅魔,90,9,0.1,99,0.0125,0.0015,,,,,TouhouVote_cn.xlsx,3
3,59,大妖精,87,8,0.092,95,0.0121,0.0013,,,,,TouhouVote_cn.xlsx,3
3,60,本居小铃,83,3,0.0361,86,0.0115,0.0005,,,,,TouhouVote_cn.xlsx,3
3,61,二岩猯藏,82,9,0.1098,91,0.0114,0.0015,,,,,TouhouVote_cn.xlsx,3
3,62,星熊勇仪,80,10,0.125,90,0.0111,0.0016,,,,,TouhouVote_cn.xlsx,3
3,63,今泉影狼,79,8,0.1013,87,0.011,0.0013,,,,,TouhouVote_cn.xlsx,3
3,64,小恶魔,76,11,0.1447,87,0.0106,0.0018,,,,,TouhouVote_cn.xlsx,3
3,65,米斯蒂娅·萝蕾拉,72,14,0.1944,86,0.01,0.0023,,,,,TouhouVote_cn.xlsx,3
3,66,村纱水蜜,69,10,0.1449,79,0.0096,0.0016,,,,,TouhouVote_cn.xlsx,3
3,66,姬海棠果,69,10,0.1449,79,0.0096,0.0016,,,,,TouhouVote_cn.xlsx,3
3,68,苏我屠自古,60,9,0.15,69,0.0083,0.0015,,,,,TouhouVote_cn.xlsx,3
3,68,赤蛮奇,60,3,0.05,63,0.0083,0.0005,,,,,TouhouVote_cn.xlsx,3
3,70,梅蒂欣·梅兰可莉,56,7,0.125,63,0.0078,0.0011,,,,,TouhouVote_cn.xlsx,3
3,71,秋静叶,52,6,0.1154,58,0.0072,0.001,,,,,TouhouVote_cn.xlsx,3
3,72,秋穰子,50,5,0.1,55,0.0069,0.0008,,,,,TouhouVote_cn.xlsx,3
3,73,毛玉,49,4,0.0816,53,0.0068,0.0006,,,,,TouhouVote_cn.xlsx,3
3,74,莉莉霍瓦特（莉莉白）,48,10,0.2083,58,0.0067,0.0016,,,,,TouhouVote_cn.xlsx,3
3,75,若鹭姬,43,4,0.093,47,0.006,0.0006,,,,,TouhouVote_cn.xlsx,3
3,76,人形（含上海人形、哥利亚人形）,40,4,0.1,44,0.0056,0.0006,,,,,TouhouVote_cn.xlsx,3
3,76,九十九弁弁,40,2,0.05,42,0.0056,0.0003,,,,,TouhouVote_cn.xlsx,3
3,78,宫古芳香,38,8,0.2105,46,0.0053,0.0013,,,,,TouhouVote_cn.xlsx,3
3,79,娜兹玲,29,4,0.1379,33,0.004,0.0006,,,,,TouhouVote_cn.xlsx,3
3,80,蕾蒂·霍瓦特洛克,28,4,0.1429,32,0.0039,0.0006,,,,,TouhouVote_cn.xlsx,3
3,80,幽谷响子,28,2,0.0714,30,0.0039,0.0003,,,,,TouhouVote_cn.xlsx,3
3,82,莉格露·奈特巴格,27,6,0.2222,33,0.0038,0.001,,,,,TouhouVote_cn.xlsx,3
3,82,寅丸星,27,5,0.1852,32,0.0038,0.0008,,,,,TouhouVote_cn.xlsx,3
3,82,幻月,27,4,0.1481,31,0.0038,0.0006,,,,,TouhouVote_cn.xlsx,3
3,82,卡娜·安娜贝拉尔,27,1,0.037,28,0.0038,0.0002,,,,,TouhouVote_cn.xlsx,3
3,86,露娜萨·普莉兹姆利巴,26,3,0.1154,29,0.0036,0.0005,,,,,TouhouVote_cn.xlsx,3
3,86,斯塔萨菲雅,26,1,0.0385,27,0.0036,0.0002,,,,,TouhouVote_cn.xlsx,3
3,88,九十九八桥,22,4,0.1818,26,0.0031,0.0006,,,,,TouhouVote_cn.xlsx,3
3,89,琪斯美,21,4,0.1905,25,0.0029,0.0006,,,,,TouhouVote_cn.xlsx,3
3,90,无名的读书妖怪（朱鹭子）,18,4,0.2222,22,0.0025,0.0006,,,,,TouhouVote_cn.xlsx,3
3,90,露娜切露德,18,3,0.1667,21,0.0025,0.0005,,,,,TouhouVote_cn.xlsx,3
3,90,魂魄妖忌,18,1,0.0556,19,0.0025,0.0002,,,,,TouhouVote_cn.xlsx,3
3,90,黑谷山女,18,1,0.0556,19,0.0025,0.0002,,,,,TouhouVote_cn.xlsx,3
3,94,爱莲,17,3,0.1765,20,0.0024,0.0005,,,,,TouhouVote_cn.xlsx,3
3,94,绵月依姬,17,2,0.1176,19,0.0024,0.0003,,,,,TouhouVote_cn.xlsx,3
3,96,云居一轮,16,2,0.125,18,0.0022,0.0003,,,,,TouhouVote_cn.xlsx,3
3,97,萨丽爱尔,15,6,0.4,21,0.0021,0.001,,,,,TouhouVote_cn.xlsx,3
3,98,莉莉卡·普莉兹姆利巴,13,2,0.1538,15,0.0018,0.0003,,,,,TouhouVote_cn.xlsx,3
3,99,艾丽,12,1,0.0833,13,0.0017,0.0002,,,,,TouhouVote_cn.xlsx,3
3,99,北白河千百合,12,0,0,12,0.0017,0,,,,,TouhouVote_cn.xlsx,3
3,101,绵月丰姬,11,1,0.0909,12,0.0015,0.0002,,,,,TouhouVote_cn.xlsx,3
3,102,桑尼米尔克,10,1,0.1,11,0.0014,0.0002,,,,,TouhouVote_cn.xlsx,3
3,102,梦子,10,0,0,10,0.0014,0,,,,,TouhouVote_cn.xlsx,3
3,102,STG作品中没有名称的BOSS,10,0,0,10,0.0014,0,,,,,TouhouVote_cn.xlsx,3
3,105,梅露兰·普莉兹姆利巴,9,0,0,9,0.0013,0,,,,,TouhouVote_cn.xlsx,3
3,106,蕾拉·普莉兹姆利巴,8,2,0.25,10,0.0011,0.0003,,,,,TouhouVote_cn.xlsx,3
3,106,命莲,8,1,0.125,9,0.0011,0.0002,,,,,TouhouVote_cn.xlsx,3
3,106,雪,8,1,0.125,9,0.0011,0.0002,,,,,TouhouVote_cn.xlsx,3
3,106,舞,8,1,0.125,9,0.0011,0.0002,,,,,TouhouVote_cn.xlsx,3
3,106,胡桃,8,0,0,8,0.0011,0,,,,,TouhouVote_cn.xlsx,3
3,106,阴阳玉,8,0,0,8,0.0011,0,,,,,TouhouVote_cn.xlsx,3
3,112,Reisen,7,1,0.1429,8,0.001,0.0002,,,,,TouhouVote_cn.xlsx,3
3,112,妖精（含持花妖精，僵尸妖精）,7,1,0.1429,8,0.001,0.0002,,,,,TouhouVote_cn.xlsx,3
3,114,龙神,6,2,0.3333,8,0.0008,0.0003,,,,,TouhouVote_cn.xlsx,3
3,115,云山,5,1,0.2,6,0.0007,0.0002,,,,,TouhouVote_cn.xlsx,3
3,115,木花咲耶姬,5,1,0.2,6,0.0007,0.0002,,,,,TouhouVote_cn.xlsx,3
3,115,UFO,5,1,0.2,6,0.0007,0.0002,,,,,TouhouVote_cn.xlsx,3
3,115,狸猫,5,0,0,5,0.0007,0,,,,,TouhouVote_cn.xlsx,3
3,119,明罗,4,2,0.5,6,0.0006,0.0003,,,,,TouhouVote_cn.xlsx,3
3,119,矜羯罗,4,1,0.25,5,0.0006,0.0002,,,,,TouhouVote_cn.xlsx,3
3,119,求闻史纪中的受访人群,4,1,0.25,5,0.0006,0.0002,,,,,TouhouVote_cn.xlsx,3
3,119,大鲶鱼,4,0,0,4,0.0006,0,,,,,TouhouVote_cn.xlsx,3
3,119,依莉斯,4,0,0,4,0.0006,0,,,,,TouhouVote_cn.xlsx,3
3,124,非想天则,3,0,0,3,0.0004,0,,,,,TouhouVote_cn.xlsx,3
3,124,玄爷,3,0,0,3,0.0004,0,,,,,TouhouVote_cn.xlsx,3
3,124,小兔姬,3,0,0,3,0.0004,0,,,,,TouhouVote_cn.xlsx,3
3,124,梦月,3,0,0,3,0.0004,0,,,,,TouhouVote_cn.xlsx,3
3,124,月夜见,3,0,0,3,0.0004,0,,,,,TouhouVote_cn.xlsx,3
3,129,大地精,2,2,1,4,0.0003,0.0003,,,,,TouhouVote_cn.xlsx,3
3,129,儚月抄召唤诸神1,2,1,0.5,3,0.0003,0.0002,,,,,TouhouVote_cn.xlsx,3
3,129,里香,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,3
3,129,朝仓理香子,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,3
3,129,玛○奇,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,3
3,129,奥莲姬,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,3
3,129,幽灵,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,3
3,136,神玉,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,菊理,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,幽玄魔眼,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,咪咪号,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,露易兹,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,岩笠,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,瑞江浦岛子,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,雷兽,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,运松翁,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,邪龙,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,河童（含山童）,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,怨灵少女,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,136,阴阳玉,1,0,0,1,0.0001,0,,,,,TouhouVote_cn.xlsx,3
3,149,Flower～战车,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,邪眼西格玛,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,留琴,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,萨拉,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,石长姬,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,野槌,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,久米 / 竿打,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,水鬼鬼神长,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,烟烟罗,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,卓柏卡布拉,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,管狐,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,沓颊,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,佑天上人,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,白仙和尚,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
3,149,座敷童子,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,3
4,1,博丽灵梦,2290,543,0.2371,2833,0.3889,0.0966,,,,,TouhouVote_cn.xlsx,4
4,2,雾雨魔理沙,1583,307,0.1939,1890,0.2689,0.0546,,,,,TouhouVote_cn.xlsx,4
4,3,古明地恋,1358,270,0.1988,1628,0.2306,0.048,,,,,TouhouVote_cn.xlsx,4
4,4,十六夜咲夜,1332,243,0.1824,1575,0.2262,0.0432,,,,,TouhouVote_cn.xlsx,4
4,5,八云紫,1312,217,0.1654,1529,0.2228,0.0386,,,,,TouhouVote_cn.xlsx,4
4,6,西行寺幽幽子,1307,323,0.2471,1630,0.222,0.0575,,,,,TouhouVote_cn.xlsx,4
4,7,蕾米莉亚·斯卡蕾特,1217,227,0.1865,1444,0.2067,0.0404,,,,,TouhouVote_cn.xlsx,4
4,8,古明地觉,1152,165,0.1432,1317,0.1957,0.0294,,,,,TouhouVote_cn.xlsx,4
4,9,藤原妹红,1125,193,0.1716,1318,0.1911,0.0343,,,,,TouhouVote_cn.xlsx,4
4,10,芙兰朵露·斯卡蕾特,1089,242,0.2222,1331,0.185,0.0431,,,,,TouhouVote_cn.xlsx,4
4,11,爱丽丝·玛格特洛依德,1031,195,0.1891,1226,0.1751,0.0347,,,,,TouhouVote_cn.xlsx,4
4,12,射命丸文,969,164,0.1692,1133,0.1646,0.0292,,,,,TouhouVote_cn.xlsx,4
4,13,东风谷早苗,947,151,0.1595,1098,0.1608,0.0269,,,,,TouhouVote_cn.xlsx,4
4,14,秦心,936,83,0.0887,1019,0.159,0.0148,,,,,TouhouVote_cn.xlsx,4
4,15,魂魄妖梦,884,133,0.1505,1017,0.1501,0.0237,,,,,TouhouVote_cn.xlsx,4
4,16,蓬莱山辉夜,858,143,0.1667,1001,0.1457,0.0254,,,,,TouhouVote_cn.xlsx,4
4,17,帕秋莉·诺蕾姬,777,138,0.1776,915,0.132,0.0246,,,,,TouhouVote_cn.xlsx,4
4,18,琪露诺,752,128,0.1702,880,0.1277,0.0228,,,,,TouhouVote_cn.xlsx,4
4,19,铃仙·优昙华院·因幡,745,85,0.1141,830,0.1265,0.0151,,,,,TouhouVote_cn.xlsx,4
4,20,风见幽香,674,112,0.1662,786,0.1145,0.0199,,,,,TouhouVote_cn.xlsx,4
4,21,比那名居天子,670,100,0.1493,770,0.1138,0.0178,,,,,TouhouVote_cn.xlsx,4
4,22,克劳恩皮丝,653,22,0.0337,675,0.1109,0.0039,,,,,TouhouVote_cn.xlsx,4
4,23,伊吹萃香,575,66,0.1148,641,0.0977,0.0117,,,,,TouhouVote_cn.xlsx,4
4,24,鬼人正邪,573,78,0.1361,651,0.0973,0.0139,,,,,TouhouVote_cn.xlsx,4
4,25,稀神探女,497,20,0.0402,517,0.0844,0.0036,,,,,TouhouVote_cn.xlsx,4
4,26,四季映姬·夜摩仙那度,465,63,0.1355,528,0.079,0.0112,,,,,TouhouVote_cn.xlsx,4
4,27,红美铃,450,64,0.1422,514,0.0764,0.0114,,,,,TouhouVote_cn.xlsx,4
4,28,圣白莲,449,42,0.0935,491,0.0763,0.0075,,,,,TouhouVote_cn.xlsx,4
4,29,键山雏,421,71,0.1686,492,0.0715,0.0126,,,,,TouhouVote_cn.xlsx,4
4,29,洩矢诹访子,421,48,0.114,469,0.0715,0.0085,,,,,TouhouVote_cn.xlsx,4
4,31,宇佐见莲子,407,54,0.1327,461,0.0691,0.0096,,,,,TouhouVote_cn.xlsx,4
4,32,上白泽慧音,405,26,0.0642,431,0.0688,0.0046,,,,,TouhouVote_cn.xlsx,4
4,33,丰聪耳神子,384,59,0.1536,443,0.0652,0.0105,,,,,TouhouVote_cn.xlsx,4
4,34,少名针妙丸,383,19,0.0496,402,0.065,0.0034,,,,,TouhouVote_cn.xlsx,4
4,35,八意永琳,344,46,0.1337,390,0.0584,0.0082,,,,,TouhouVote_cn.xlsx,4
4,36,纯狐,327,21,0.0642,348,0.0555,0.0037,,,,,TouhouVote_cn.xlsx,4
4,37,多多良小伞,308,26,0.0844,334,0.0523,0.0046,,,,,TouhouVote_cn.xlsx,4
4,38,物部布都,283,43,0.1519,326,0.0481,0.0077,,,,,TouhouVote_cn.xlsx,4
4,39,玛艾露贝莉·赫恩,278,12,0.0432,290,0.0472,0.0021,,,,,TouhouVote_cn.xlsx,4
4,40,灵乌路空,269,47,0.1747,316,0.0457,0.0084,,,,,TouhouVote_cn.xlsx,4
4,41,封兽鵺,262,23,0.0878,285,0.0445,0.0041,,,,,TouhouVote_cn.xlsx,4
4,42,水桥帕露西,252,31,0.123,283,0.0428,0.0055,,,,,TouhouVote_cn.xlsx,4
4,43,八云蓝,245,30,0.1224,275,0.0416,0.0053,,,,,TouhouVote_cn.xlsx,4
4,44,露米娅,241,21,0.0871,262,0.0409,0.0037,,,,,TouhouVote_cn.xlsx,4
4,45,哆来咪·苏伊特,236,9,0.0381,245,0.0401,0.0016,,,,,TouhouVote_cn.xlsx,4
4,46,稗田阿求,233,21,0.0901,254,0.0396,0.0037,,,,,TouhouVote_cn.xlsx,4
4,47,霍青娥,231,17,0.0736,248,0.0392,0.003,,,,,TouhouVote_cn.xlsx,4
4,48,火焰猫燐,207,24,0.1159,231,0.0352,0.0043,,,,,TouhouVote_cn.xlsx,4
4,49,冈崎梦美,206,26,0.1262,232,0.035,0.0046,,,,,TouhouVote_cn.xlsx,4
4,50,犬走椛,201,31,0.1542,232,0.0341,0.0055,,,,,TouhouVote_cn.xlsx,4
4,51,茨木华扇,197,16,0.0812,213,0.0335,0.0028,,,,,TouhouVote_cn.xlsx,4
4,52,河城荷取,189,19,0.1005,208,0.0321,0.0034,,,,,TouhouVote_cn.xlsx,4
4,53,神绮,185,13,0.0703,198,0.0314,0.0023,,,,,TouhouVote_cn.xlsx,4
4,54,堀川雷鼓,183,17,0.0929,200,0.0311,0.003,,,,,TouhouVote_cn.xlsx,4
4,55,赫卡提亚·拉碧斯拉祖利,182,10,0.0549,192,0.0309,0.0018,,,,,TouhouVote_cn.xlsx,4
4,56,二岩猯藏,181,22,0.1215,203,0.0307,0.0039,,,,,TouhouVote_cn.xlsx,4
4,57,宇佐见堇子,179,4,0.0223,183,0.0304,0.0007,,,,,TouhouVote_cn.xlsx,4
4,58,八坂神奈子,174,13,0.0747,187,0.0296,0.0023,,,,,TouhouVote_cn.xlsx,4
4,59,本居小铃,171,7,0.0409,178,0.029,0.0012,,,,,TouhouVote_cn.xlsx,4
4,60,森近霖之助,156,14,0.0897,170,0.0265,0.0025,,,,,TouhouVote_cn.xlsx,4
4,61,因幡天为（因幡帝）,138,10,0.0725,148,0.0234,0.0018,,,,,TouhouVote_cn.xlsx,4
4,62,米斯蒂娅·萝蕾拉,133,18,0.1353,151,0.0226,0.0032,,,,,TouhouVote_cn.xlsx,4
4,62,小野塚小町,133,8,0.0602,141,0.0226,0.0014,,,,,TouhouVote_cn.xlsx,4
4,64,大妖精,127,2,0.0157,129,0.0216,0.0004,,,,,TouhouVote_cn.xlsx,4
4,65,橙,126,13,0.1032,139,0.0214,0.0023,,,,,TouhouVote_cn.xlsx,4
4,66,星熊勇仪,121,7,0.0579,128,0.0206,0.0012,,,,,TouhouVote_cn.xlsx,4
4,67,小恶魔,119,8,0.0672,127,0.0202,0.0014,,,,,TouhouVote_cn.xlsx,4
4,68,村纱水蜜,115,11,0.0957,126,0.0195,0.002,,,,,TouhouVote_cn.xlsx,4
4,69,魅魔,113,14,0.1239,127,0.0192,0.0025,,,,,TouhouVote_cn.xlsx,4
4,70,姬海棠果,105,7,0.0667,112,0.0178,0.0012,,,,,TouhouVote_cn.xlsx,4
4,71,永江衣玖,103,17,0.165,120,0.0175,0.003,,,,,TouhouVote_cn.xlsx,4
4,72,今泉影狼,100,3,0.03,103,0.017,0.0005,,,,,TouhouVote_cn.xlsx,4
4,73,冴月麟,99,15,0.1515,114,0.0168,0.0027,,,,,TouhouVote_cn.xlsx,4
4,74,赤蛮奇,92,12,0.1304,104,0.0156,0.0021,,,,,TouhouVote_cn.xlsx,4
4,75,苏我屠自古,89,8,0.0899,97,0.0151,0.0014,,,,,TouhouVote_cn.xlsx,4
4,76,梅蒂欣·梅兰可莉,76,7,0.0921,83,0.0129,0.0012,,,,,TouhouVote_cn.xlsx,4
4,76,莉莉霍瓦特（莉莉白）,76,6,0.0789,82,0.0129,0.0011,,,,,TouhouVote_cn.xlsx,4
4,78,幽谷响子,75,7,0.0933,82,0.0127,0.0012,,,,,TouhouVote_cn.xlsx,4
4,79,秋静叶,70,1,0.0143,71,0.0119,0.0002,,,,,TouhouVote_cn.xlsx,4
4,80,秋穰子,68,3,0.0441,71,0.0115,0.0005,,,,,TouhouVote_cn.xlsx,4
4,81,九十九弁弁,61,2,0.0328,63,0.0104,0.0004,,,,,TouhouVote_cn.xlsx,4
4,82,寅丸星,57,7,0.1228,64,0.0097,0.0012,,,,,TouhouVote_cn.xlsx,4
4,83,宫古芳香,55,4,0.0727,59,0.0093,0.0007,,,,,TouhouVote_cn.xlsx,4
4,84,若鹭姬,51,4,0.0784,55,0.0087,0.0007,,,,,TouhouVote_cn.xlsx,4
4,85,毛玉,50,2,0.04,52,0.0085,0.0004,,,,,TouhouVote_cn.xlsx,4
4,86,娜兹玲,49,5,0.102,54,0.0083,0.0009,,,,,TouhouVote_cn.xlsx,4
4,87,斯塔萨菲雅,46,3,0.0652,49,0.0078,0.0005,,,,,TouhouVote_cn.xlsx,4
4,88,绵月依姬,45,3,0.0667,48,0.0076,0.0005,,,,,TouhouVote_cn.xlsx,4
4,89,清兰,43,1,0.0233,44,0.0073,0.0002,,,,,TouhouVote_cn.xlsx,4
4,90,露娜切露德,40,2,0.05,42,0.0068,0.0004,,,,,TouhouVote_cn.xlsx,4
4,91,莉格露·奈特巴格,36,3,0.0833,39,0.0061,0.0005,,,,,TouhouVote_cn.xlsx,4
4,91,无名的读书妖怪（朱鹭子）,36,2,0.0556,38,0.0061,0.0004,,,,,TouhouVote_cn.xlsx,4
4,93,蕾蒂·霍瓦特洛克,35,2,0.0571,37,0.0059,0.0004,,,,,TouhouVote_cn.xlsx,4
4,94,人偶（含上海人偶、哥利亚人偶）2,34,3,0.0882,37,0.0058,0.0005,,,,,TouhouVote_cn.xlsx,4
4,95,卡娜·安娜贝拉尔,33,3,0.0909,36,0.0056,0.0005,,,,,TouhouVote_cn.xlsx,4
4,96,绵月丰姬,32,2,0.0625,34,0.0054,0.0004,,,,,TouhouVote_cn.xlsx,4
4,97,露娜萨·普莉兹姆利巴,31,3,0.0968,34,0.0053,0.0005,,,,,TouhouVote_cn.xlsx,4
4,97,魂魄妖忌,31,0,0,31,0.0053,0,,,,,TouhouVote_cn.xlsx,4
4,99,幻月,30,5,0.1667,35,0.0051,0.0009,,,,,TouhouVote_cn.xlsx,4
4,99,云居一轮,30,2,0.0667,32,0.0051,0.0004,,,,,TouhouVote_cn.xlsx,4
4,101,九十九八桥,25,3,0.12,28,0.0042,0.0005,,,,,TouhouVote_cn.xlsx,4
4,102,萨丽爱尔,23,2,0.087,25,0.0039,0.0004,,,,,TouhouVote_cn.xlsx,4
4,102,桑尼米尔克,23,2,0.087,25,0.0039,0.0004,,,,,TouhouVote_cn.xlsx,4
4,102,黑谷山女,23,1,0.0435,24,0.0039,0.0002,,,,,TouhouVote_cn.xlsx,4
4,105,铃瑚,20,0,0,20,0.0034,0,,,,,TouhouVote_cn.xlsx,4
4,106,爱莲,19,2,0.1053,21,0.0032,0.0004,,,,,TouhouVote_cn.xlsx,4
4,107,莉莉卡·普莉兹姆利巴,18,0,0,18,0.0031,0,,,,,TouhouVote_cn.xlsx,4
4,108,命莲,16,0,0,16,0.0027,0,,,,,TouhouVote_cn.xlsx,4
4,109,大鲶鱼,15,2,0.1333,17,0.0025,0.0004,,,,,TouhouVote_cn.xlsx,4
4,109,矜羯罗,15,2,0.1333,17,0.0025,0.0004,,,,,TouhouVote_cn.xlsx,4
4,109,梅露兰·普莉兹姆利巴,15,0,0,15,0.0025,0,,,,,TouhouVote_cn.xlsx,4
4,112,艾丽,14,0,0,14,0.0024,0,,,,,TouhouVote_cn.xlsx,4
