round,rank,character_cn,vote_count,primary_count,primary_rate,weighted_score,vote_share,primary_share,male_count,male_rate,female_count,female_rate,source_path,source_sheet
7,90,桑尼米尔克,75,10,0.1333,85,0.0111,0.0015,71,0.9467,4,0.0533,TouhouVote_cn.xlsx,7
7,91,若鹭姬,71,9,0.1268,80,0.0105,0.0014,55,0.7746,16,0.2254,TouhouVote_cn.xlsx,7
7,92,秋穰子,70,7,0.1,77,0.0103,0.0011,60,0.8571,10,0.1429,TouhouVote_cn.xlsx,7
7,93,娜兹玲,69,5,0.0725,74,0.0102,0.0008,58,0.8406,11,0.1594,TouhouVote_cn.xlsx,7
7,94,丁礼田舞,64,3,0.0469,67,0.0095,0.0005,40,0.625,24,0.375,TouhouVote_cn.xlsx,7
7,95,宫古芳香,61,6,0.0984,67,0.009,0.0009,37,0.6066,24,0.3934,TouhouVote_cn.xlsx,7
7,95,绵月依姬,61,2,0.0328,63,0.009,0.0003,46,0.7541,15,0.2459,TouhouVote_cn.xlsx,7
7,97,幻月,57,9,0.1579,66,0.0084,0.0014,43,0.7544,14,0.2456,TouhouVote_cn.xlsx,7
7,98,蕾蒂·霍瓦特洛克,56,8,0.1429,64,0.0083,0.0012,47,0.8393,9,0.1607,TouhouVote_cn.xlsx,7
7,98,尔子田里乃,56,3,0.0536,59,0.0083,0.0005,37,0.6607,19,0.3393,TouhouVote_cn.xlsx,7
7,100,人偶（含上海人偶、哥利亚人偶）,51,4,0.0784,55,0.0075,0.0006,44,0.8627,7,0.1373,TouhouVote_cn.xlsx,7
7,101,露娜萨·普莉兹姆利巴,50,3,0.06,53,0.0074,0.0005,41,0.82,9,0.18,TouhouVote_cn.xlsx,7
7,102,莉格露·奈特巴格,45,9,0.2,54,0.0066,0.0014,27,0.6,18,0.4,TouhouVote_cn.xlsx,7
7,102,卡娜·安娜贝拉尔,45,4,0.0889,49,0.0066,0.0006,36,0.8,9,0.2,TouhouVote_cn.xlsx,7
7,104,长相酷似周杰伦的参拜客,41,1,0.0244,42,0.0061,0.0002,36,0.878,5,0.122,TouhouVote_cn.xlsx,7
7,105,毛玉,40,5,0.125,45,0.0059,0.0008,38,0.95,2,0.05,TouhouVote_cn.xlsx,7
7,105,萨丽爱尔,40,4,0.1,44,0.0059,0.0006,30,0.75,10,0.25,TouhouVote_cn.xlsx,7
7,107,绵月丰姬,39,5,0.1282,44,0.0058,0.0008,30,0.7692,9,0.2308,TouhouVote_cn.xlsx,7
7,107,云居一轮,39,2,0.0513,41,0.0058,0.0003,16,0.4103,23,0.5897,TouhouVote_cn.xlsx,7
7,109,清兰,35,1,0.0286,36,0.0052,0.0002,25,0.7143,10,0.2857,TouhouVote_cn.xlsx,7
7,109,黑谷山女,35,1,0.0286,36,0.0052,0.0002,34,0.9714,1,0.0286,TouhouVote_cn.xlsx,7
7,111,九十九八桥,34,0,0,34,0.005,0,24,0.7059,10,0.2941,TouhouVote_cn.xlsx,7
7,112,寅丸星,33,2,0.0606,35,0.0049,0.0003,19,0.5758,14,0.4242,TouhouVote_cn.xlsx,7
7,113,无名的读书妖怪（朱鹭子）,32,3,0.0938,35,0.0047,0.0005,29,0.9063,3,0.0938,TouhouVote_cn.xlsx,7
7,114,魂魄妖忌,31,1,0.0323,32,0.0046,0.0002,28,0.9032,3,0.0968,TouhouVote_cn.xlsx,7
7,115,坂田合欢乃,30,0,0,30,0.0044,0,22,0.7333,8,0.2667,TouhouVote_cn.xlsx,7
7,116,爱莲,26,3,0.1154,29,0.0038,0.0005,14,0.5385,12,0.4615,TouhouVote_cn.xlsx,7
7,117,铃瑚,25,1,0.04,26,0.0037,0.0002,17,0.68,8,0.32,TouhouVote_cn.xlsx,7
7,118,梅露兰·普莉兹姆利巴,23,2,0.087,25,0.0034,0.0003,17,0.7391,6,0.2609,TouhouVote_cn.xlsx,7
7,118,胡桃,23,1,0.0435,24,0.0034,0.0002,19,0.8261,4,0.1739,TouhouVote_cn.xlsx,7
7,120,大鲶鱼,22,1,0.0455,23,0.0032,0.0002,18,0.8182,4,0.1818,TouhouVote_cn.xlsx,7
7,120,梦子,22,0,0,22,0.0032,0,17,0.7727,5,0.2273,TouhouVote_cn.xlsx,7
7,122,梦月,21,1,0.0476,22,0.0031,0.0002,17,0.8095,4,0.1905,TouhouVote_cn.xlsx,7
7,123,蕾拉·普莉兹姆利巴,20,1,0.05,21,0.003,0.0002,13,0.65,7,0.35,TouhouVote_cn.xlsx,7
7,124,莉莉卡·普莉兹姆利巴,19,1,0.0526,20,0.0028,0.0002,16,0.8421,3,0.1579,TouhouVote_cn.xlsx,7
7,125,小兔姬,18,2,0.1111,20,0.0027,0.0003,5,0.2778,13,0.7222,TouhouVote_cn.xlsx,7
7,126,里香,17,2,0.1176,19,0.0025,0.0003,12,0.7059,5,0.2941,TouhouVote_cn.xlsx,7
7,127,琪斯美,15,1,0.0667,16,0.0022,0.0002,13,0.8667,2,0.1333,TouhouVote_cn.xlsx,7
7,127,明罗,15,0,0,15,0.0022,0,5,0.3333,10,0.6667,TouhouVote_cn.xlsx,7
7,129,妖精（含持花妖精，僵尸妖精）,14,0,0,14,0.0021,0,14,1,0,0,TouhouVote_cn.xlsx,7
7,130,北白河千百合,13,1,0.0769,14,0.0019,0.0002,9,0.6923,4,0.3077,TouhouVote_cn.xlsx,7
7,131,假扮魔理沙的妖狐,12,0,0,12,0.0018,0,11,0.9167,1,0.0833,TouhouVote_cn.xlsx,7
7,132,艾丽,11,2,0.1818,13,0.0016,0.0003,11,1,0,0,TouhouVote_cn.xlsx,7
7,132,云山,11,0,0,11,0.0016,0,11,1,0,0,TouhouVote_cn.xlsx,7
7,132,舞,11,0,0,11,0.0016,0,8,0.7273,3,0.2727,TouhouVote_cn.xlsx,7
7,135,STG作品中没有名称的角色,10,0,0,10,0.0015,0,8,0.8,2,0.2,TouhouVote_cn.xlsx,7
7,135,朝仓理香子,10,0,0,10,0.0015,0,4,0.4,6,0.6,TouhouVote_cn.xlsx,7
7,137,雪,9,2,0.2222,11,0.0013,0.0003,8,0.8889,1,0.1111,TouhouVote_cn.xlsx,7
7,137,非想天则,9,1,0.1111,10,0.0013,0.0002,8,0.8889,1,0.1111,TouhouVote_cn.xlsx,7
7,137,矜羯罗,9,1,0.1111,10,0.0013,0.0002,5,0.5556,4,0.4444,TouhouVote_cn.xlsx,7
7,140,命莲,8,0,0,8,0.0012,0,7,0.875,1,0.125,TouhouVote_cn.xlsx,7
7,141,依莉斯,7,2,0.2857,9,0.001,0.0003,5,0.7143,2,0.2857,TouhouVote_cn.xlsx,7
7,141,龙神,7,1,0.1429,8,0.001,0.0002,5,0.7143,2,0.2857,TouhouVote_cn.xlsx,7
7,141,秦河胜,7,0,0,7,0.001,0,1,0.1429,6,0.8571,TouhouVote_cn.xlsx,7
7,141,玄爷,7,0,0,7,0.001,0,6,0.8571,1,0.1429,TouhouVote_cn.xlsx,7
7,141,Reisen,7,0,0,7,0.001,0,7,1,0,0,TouhouVote_cn.xlsx,7
7,141,嫦娥,7,0,0,7,0.001,0,4,0.5714,3,0.4286,TouhouVote_cn.xlsx,7
7,147,UFO,6,0,0,6,0.0009,0,5,0.8333,1,0.1667,TouhouVote_cn.xlsx,7
7,147,留琴,6,0,0,6,0.0009,0,5,0.8333,1,0.1667,TouhouVote_cn.xlsx,7
7,149,露易兹,5,1,0.2,6,0.0007,0.0002,1,0.2,4,0.8,TouhouVote_cn.xlsx,7
7,149,奥莲姬,5,1,0.2,6,0.0007,0.0002,3,0.6,2,0.4,TouhouVote_cn.xlsx,7
7,149,阴阳玉,5,0,0,5,0.0007,0,5,1,0,0,TouhouVote_cn.xlsx,7
7,149,求闻史纪中的受访人群,5,0,0,5,0.0007,0,3,0.6,2,0.4,TouhouVote_cn.xlsx,7
7,153,苏格拉底,4,1,0.25,5,0.0006,0.0002,3,0.75,1,0.25,TouhouVote_cn.xlsx,7
7,153,月夜见,4,1,0.25,5,0.0006,0.0002,4,1,0,0,TouhouVote_cn.xlsx,7
7,153,酒吧老板,4,0,0,4,0.0006,0,3,0.75,1,0.25,TouhouVote_cn.xlsx,7
7,156,岩笠,3,0,0,3,0.0004,0,3,1,0,0,TouhouVote_cn.xlsx,7
7,156,邪眼西格玛,3,0,0,3,0.0004,0,3,1,0,0,TouhouVote_cn.xlsx,7
7,156,妖怪兔,3,0,0,3,0.0004,0,2,0.6667,1,0.3333,TouhouVote_cn.xlsx,7
7,156,幽玄魔眼,3,0,0,3,0.0004,0,2,0.6667,1,0.3333,TouhouVote_cn.xlsx,7
7,156,久米 / 竿打,3,0,0,3,0.0004,0,2,0.6667,1,0.3333,TouhouVote_cn.xlsx,7
7,156,万岁乐,3,0,0,3,0.0004,0,3,1,0,0,TouhouVote_cn.xlsx,7
7,162,萨拉,2,0,0,2,0.0003,0,2,1,0,0,TouhouVote_cn.xlsx,7
7,162,邪龙,2,0,0,2,0.0003,0,2,1,0,0,TouhouVote_cn.xlsx,7
7,162,兜风四人组,2,0,0,2,0.0003,0,2,1,0,0,TouhouVote_cn.xlsx,7
7,162,绿巨人,2,0,0,2,0.0003,0,2,1,0,0,TouhouVote_cn.xlsx,7
7,162,阿菊,2,0,0,2,0.0003,0,1,0.5,1,0.5,TouhouVote_cn.xlsx,7
7,162,伊豆能卖,2,0,0,2,0.0003,0,2,1,0,0,TouhouVote_cn.xlsx,7
7,162,黄帝,2,0,0,2,0.0003,0,1,0.5,1,0.5,TouhouVote_cn.xlsx,7
7,162,河童（含山童）,2,0,0,2,0.0003,0,0,0,2,1,TouhouVote_cn.xlsx,7
7,162,怨灵,2,0,0,2,0.0003,0,2,1,0,0,TouhouVote_cn.xlsx,7
7,162,神玉,2,0,0,2,0.0003,0,1,0.5,1,0.5,TouhouVote_cn.xlsx,7
7,162,导航,2,0,0,2,0.0003,0,2,1,0,0,TouhouVote_cn.xlsx,7
7,173,杀死大老爷的侍童,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,木花咲耶姬,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,尼西号,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,读书狐狸,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,白仙和尚,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,酒虫,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,菊理,1,0,0,1,0.0001,0,0,0,1,1,TouhouVote_cn.xlsx,7
7,173,玛○奇,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,咪咪号,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,天照大御神,1,0,0,1,0.0001,0,0,0,1,1,TouhouVote_cn.xlsx,7
7,173,彭祖,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,幽灵,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,Flower～战车,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,狸猫,1,0,0,1,0.0001,0,0,0,1,1,TouhouVote_cn.xlsx,7
7,173,野槌,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,173,怨灵少女,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,7
7,189,野铁炮,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,座敷童子,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,石凝老命,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,石长姬,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,佑天上人,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,盐家老板,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,马凭,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,竹扫帚付丧神,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,大老爷,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,稻荷大人,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,沓颊,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,酒吧客人,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,卓柏卡布拉,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,烟烟罗,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,地精,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,水鬼鬼神长,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,管狐,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,八尺大人,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,运松翁,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,雷兽（务光）,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,前鬼 / 后鬼,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,瑞江浦岛子,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,百鬼夜行绘卷妖怪（黑鬼）,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,卖脚婆,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,袈裟罗婆娑罗,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,饿神,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,睡鼠,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,火雷神,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,天宇受卖命,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
7,189,人面犬,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,7
8,1,博丽灵梦,2675,519,0.194,3194,0.3288,0.0656,2223,0.831,451,0.1686,TouhouVote_cn.xlsx,8
8,2,古明地恋,2309,565,0.2447,2874,0.2838,0.0714,1978,0.8566,331,0.1434,TouhouVote_cn.xlsx,8
8,3,雾雨魔理沙,2294,407,0.1774,2701,0.282,0.0515,1887,0.8226,406,0.177,TouhouVote_cn.xlsx,8
8,4,十六夜咲夜,1621,300,0.1851,1921,0.1993,0.0379,1370,0.8452,250,0.1542,TouhouVote_cn.xlsx,8
8,5,古明地觉,1597,297,0.186,1894,0.1963,0.0376,1371,0.8585,226,0.1415,TouhouVote_cn.xlsx,8
8,6,蕾米莉亚·斯卡蕾特,1568,267,0.1703,1835,0.1927,0.0338,1360,0.8673,207,0.132,TouhouVote_cn.xlsx,8
8,7,东风谷早苗,1425,243,0.1705,1668,0.1752,0.0307,1255,0.8807,169,0.1186,TouhouVote_cn.xlsx,8
8,8,八云紫,1375,230,0.1673,1605,0.169,0.0291,1137,0.8269,236,0.1716,TouhouVote_cn.xlsx,8
8,9,爱丽丝·玛格特洛依德,1353,267,0.1973,1620,0.1663,0.0338,1132,0.8367,221,0.1633,TouhouVote_cn.xlsx,8
8,10,西行寺幽幽子,1341,301,0.2245,1642,0.1648,0.0381,1107,0.8255,234,0.1745,TouhouVote_cn.xlsx,8
8,11,藤原妹红,1337,234,0.175,1571,0.1644,0.0296,1034,0.7734,303,0.2266,TouhouVote_cn.xlsx,8
8,12,射命丸文,1335,257,0.1925,1592,0.1641,0.0325,1148,0.8599,187,0.1401,TouhouVote_cn.xlsx,8
8,13,魂魄妖梦,1326,224,0.1689,1550,0.163,0.0283,1185,0.8937,140,0.1056,TouhouVote_cn.xlsx,8
8,14,芙兰朵露·斯卡蕾特,1289,269,0.2087,1558,0.1585,0.034,1078,0.8363,210,0.1629,TouhouVote_cn.xlsx,8
8,15,秦心,1064,120,0.1128,1184,0.1308,0.0152,934,0.8778,130,0.1222,TouhouVote_cn.xlsx,8
8,16,比那名居天子,1053,211,0.2004,1264,0.1294,0.0267,941,0.8936,112,0.1064,TouhouVote_cn.xlsx,8
8,17,铃仙·优昙华院·因幡,967,150,0.1551,1117,0.1189,0.019,864,0.8935,103,0.1065,TouhouVote_cn.xlsx,8
8,18,琪露诺,951,175,0.184,1126,0.1169,0.0221,849,0.8927,102,0.1073,TouhouVote_cn.xlsx,8
8,19,帕秋莉·诺蕾姬,873,155,0.1775,1028,0.1073,0.0196,736,0.8431,137,0.1569,TouhouVote_cn.xlsx,8
8,20,蓬莱山辉夜,802,126,0.1571,928,0.0986,0.0159,634,0.7905,168,0.2095,TouhouVote_cn.xlsx,8
8,21,埴安神袿姬,801,44,0.0549,845,0.0985,0.0056,650,0.8115,151,0.1885,TouhouVote_cn.xlsx,8
8,22,伊吹萃香,767,96,0.1252,863,0.0943,0.0121,694,0.9048,72,0.0939,TouhouVote_cn.xlsx,8
8,23,纯狐,724,78,0.1077,802,0.089,0.0099,579,0.7997,145,0.2003,TouhouVote_cn.xlsx,8
8,24,庭渡久侘歌,722,29,0.0402,751,0.0888,0.0037,605,0.838,117,0.162,TouhouVote_cn.xlsx,8
8,25,宇佐见莲子,679,80,0.1178,759,0.0835,0.0101,550,0.81,129,0.19,TouhouVote_cn.xlsx,8
8,26,风见幽香,671,128,0.1908,799,0.0825,0.0162,565,0.842,106,0.158,TouhouVote_cn.xlsx,8
8,27,依神紫苑,659,53,0.0804,712,0.081,0.0067,577,0.8756,82,0.1244,TouhouVote_cn.xlsx,8
8,28,红美铃,619,63,0.1018,682,0.0761,0.008,503,0.8126,116,0.1874,TouhouVote_cn.xlsx,8
8,29,四季映姬·夜摩仙那度,609,90,0.1478,699,0.0749,0.0114,499,0.8194,110,0.1806,TouhouVote_cn.xlsx,8
8,30,洩矢诹访子,604,72,0.1192,676,0.0742,0.0091,506,0.8377,97,0.1606,TouhouVote_cn.xlsx,8
8,31,鬼人正邪,595,100,0.1681,695,0.0731,0.0126,463,0.7782,132,0.2218,TouhouVote_cn.xlsx,8
8,31,多多良小伞,595,65,0.1092,660,0.0731,0.0082,553,0.9294,42,0.0706,TouhouVote_cn.xlsx,8
8,33,玛艾露贝莉·赫恩（梅莉）,586,41,0.07,627,0.072,0.0052,472,0.8055,114,0.1945,TouhouVote_cn.xlsx,8
8,34,稀神探女,573,55,0.096,628,0.0704,0.007,442,0.7714,131,0.2286,TouhouVote_cn.xlsx,8
8,35,摩多罗隐岐奈,530,48,0.0906,578,0.0652,0.0061,387,0.7302,142,0.2679,TouhouVote_cn.xlsx,8
8,36,键山雏,520,96,0.1846,616,0.0639,0.0121,449,0.8635,71,0.1365,TouhouVote_cn.xlsx,8
8,37,丰聪耳神子,512,100,0.1953,612,0.0629,0.0126,359,0.7012,152,0.2969,TouhouVote_cn.xlsx,8
8,38,吉吊八千慧,506,22,0.0435,528,0.0622,0.0028,375,0.7411,131,0.2589,TouhouVote_cn.xlsx,8
8,39,哆来咪·苏伊特,432,42,0.0972,474,0.0531,0.0053,320,0.7407,112,0.2593,TouhouVote_cn.xlsx,8
8,40,圣白莲,410,44,0.1073,454,0.0504,0.0056,333,0.8122,77,0.1878,TouhouVote_cn.xlsx,8
8,41,少名针妙丸,400,40,0.1,440,0.0492,0.0051,333,0.8325,67,0.1675,TouhouVote_cn.xlsx,8
8,42,茨木华扇,393,51,0.1298,444,0.0483,0.0064,357,0.9084,36,0.0916,TouhouVote_cn.xlsx,8
8,43,上白泽慧音,376,46,0.1223,422,0.0462,0.0058,264,0.7021,112,0.2979,TouhouVote_cn.xlsx,8
8,44,水桥帕露西,358,47,0.1313,405,0.044,0.0059,274,0.7654,84,0.2346,TouhouVote_cn.xlsx,8
8,45,露米娅,356,50,0.1404,406,0.0438,0.0063,327,0.9185,29,0.0815,TouhouVote_cn.xlsx,8
8,46,克劳恩皮丝,334,23,0.0689,357,0.0411,0.0029,289,0.8653,45,0.1347,TouhouVote_cn.xlsx,8
8,47,火焰猫燐,328,39,0.1189,367,0.0403,0.0049,289,0.8811,39,0.1189,TouhouVote_cn.xlsx,8
8,48,稗田阿求,324,36,0.1111,360,0.0398,0.0046,279,0.8611,45,0.1389,TouhouVote_cn.xlsx,8
8,49,灵乌路空,312,52,0.1667,364,0.0384,0.0066,268,0.859,44,0.141,TouhouVote_cn.xlsx,8
8,49,宇佐见堇子,312,32,0.1026,344,0.0384,0.004,227,0.7276,84,0.2692,TouhouVote_cn.xlsx,8
8,51,犬走椛,267,37,0.1386,304,0.0328,0.0047,244,0.9139,23,0.0861,TouhouVote_cn.xlsx,8
8,52,八意永琳,257,33,0.1284,290,0.0316,0.0042,185,0.7198,72,0.2802,TouhouVote_cn.xlsx,8
8,53,河城荷取,255,37,0.1451,292,0.0313,0.0047,215,0.8431,39,0.1529,TouhouVote_cn.xlsx,8
8,54,本居小铃,252,20,0.0794,272,0.031,0.0025,229,0.9087,23,0.0913,TouhouVote_cn.xlsx,8
8,55,森近霖之助,249,21,0.0843,270,0.0306,0.0027,220,0.8835,29,0.1165,TouhouVote_cn.xlsx,8
8,56,封兽鵺,234,26,0.1111,260,0.0288,0.0033,189,0.8077,45,0.1923,TouhouVote_cn.xlsx,8
8,57,大妖精,233,15,0.0644,248,0.0286,0.0019,217,0.9313,16,0.0687,TouhouVote_cn.xlsx,8
8,58,八云蓝,220,21,0.0955,241,0.027,0.0027,183,0.8318,37,0.1682,TouhouVote_cn.xlsx,8
8,58,霍青娥,220,16,0.0727,236,0.027,0.002,147,0.6682,73,0.3318,TouhouVote_cn.xlsx,8
8,60,物部布都,217,28,0.129,245,0.0267,0.0035,127,0.5853,90,0.4147,TouhouVote_cn.xlsx,8
8,60,赫卡提亚·拉碧斯拉祖利,217,19,0.0876,236,0.0267,0.0024,166,0.765,51,0.235,TouhouVote_cn.xlsx,8
8,62,莉莉霍瓦特（莉莉白）,212,23,0.1085,235,0.0261,0.0029,194,0.9151,18,0.0849,TouhouVote_cn.xlsx,8
8,63,堀川雷鼓,205,27,0.1317,232,0.0252,0.0034,152,0.7415,53,0.2585,TouhouVote_cn.xlsx,8
8,63,冈崎梦美,205,19,0.0927,224,0.0252,0.0024,155,0.7561,49,0.239,TouhouVote_cn.xlsx,8
8,65,神绮,196,17,0.0867,213,0.0241,0.0021,172,0.8776,24,0.1224,TouhouVote_cn.xlsx,8
8,66,八坂神奈子,189,22,0.1164,211,0.0232,0.0028,137,0.7249,52,0.2751,TouhouVote_cn.xlsx,8
8,67,因幡天为（因幡帝）,180,19,0.1056,199,0.0221,0.0024,153,0.85,27,0.15,TouhouVote_cn.xlsx,8
8,68,永江衣玖,177,19,0.1073,196,0.0218,0.0024,145,0.8192,32,0.1808,TouhouVote_cn.xlsx,8
8,69,依神女苑,171,9,0.0526,180,0.021,0.0011,134,0.7836,37,0.2164,TouhouVote_cn.xlsx,8
8,70,小恶魔,169,14,0.0828,183,0.0208,0.0018,155,0.9172,14,0.0828,TouhouVote_cn.xlsx,8
8,71,二岩猯藏,162,16,0.0988,178,0.0199,0.002,105,0.6481,57,0.3519,TouhouVote_cn.xlsx,8
8,72,米斯蒂娅·萝蕾拉,156,21,0.1346,177,0.0192,0.0027,141,0.9038,15,0.0962,TouhouVote_cn.xlsx,8
8,73,骊驹早鬼,153,4,0.0261,157,0.0188,0.0005,103,0.6732,50,0.3268,TouhouVote_cn.xlsx,8
8,74,冴月麟,142,14,0.0986,156,0.0175,0.0018,115,0.8099,27,0.1901,TouhouVote_cn.xlsx,8
8,74,橙,142,8,0.0563,150,0.0175,0.001,124,0.8732,18,0.1268,TouhouVote_cn.xlsx,8
8,76,杖刀偶磨弓,141,7,0.0496,148,0.0173,0.0009,103,0.7305,38,0.2695,TouhouVote_cn.xlsx,8
8,77,露娜切露德,140,6,0.0429,146,0.0172,0.0008,130,0.9286,10,0.0714,TouhouVote_cn.xlsx,8
8,78,小野塚小町,139,11,0.0791,150,0.0171,0.0014,108,0.777,31,0.223,TouhouVote_cn.xlsx,8
8,79,魅魔,130,11,0.0846,141,0.016,0.0014,104,0.8,26,0.2,TouhouVote_cn.xlsx,8
8,80,姬海棠果,125,15,0.12,140,0.0154,0.0019,99,0.792,26,0.208,TouhouVote_cn.xlsx,8
8,81,村纱水蜜,120,10,0.0833,130,0.0148,0.0013,82,0.6833,38,0.3167,TouhouVote_cn.xlsx,8
8,82,九十九弁弁,118,12,0.1017,130,0.0145,0.0015,94,0.7966,24,0.2034,TouhouVote_cn.xlsx,8
8,83,赤蛮奇,116,20,0.1724,136,0.0143,0.0025,89,0.7672,27,0.2328,TouhouVote_cn.xlsx,8
8,84,占卜师（易者）,111,5,0.045,116,0.0136,0.0006,101,0.9099,10,0.0901,TouhouVote_cn.xlsx,8
8,85,星熊勇仪,107,12,0.1121,119,0.0132,0.0015,83,0.7757,24,0.2243,TouhouVote_cn.xlsx,8
8,86,斯塔萨菲雅,102,8,0.0784,110,0.0125,0.001,97,0.951,5,0.049,TouhouVote_cn.xlsx,8
8,87,高丽野阿吽,100,2,0.02,102,0.0123,0.0003,86,0.86,14,0.14,TouhouVote_cn.xlsx,8
8,88,秋静叶,97,8,0.0825,105,0.0119,0.001,84,0.866,13,0.134,TouhouVote_cn.xlsx,8
8,89,苏我屠自古,95,13,0.1368,108,0.0117,0.0016,49,0.5158,46,0.4842,TouhouVote_cn.xlsx,8
8,90,今泉影狼,93,6,0.0645,99,0.0114,0.0008,84,0.9032,9,0.0968,TouhouVote_cn.xlsx,8
8,91,幽谷响子,90,2,0.0222,92,0.0111,0.0003,81,0.9,9,0.1,TouhouVote_cn.xlsx,8
8,92,娜兹玲,87,13,0.1494,100,0.0107,0.0016,70,0.8046,17,0.1954,TouhouVote_cn.xlsx,8
8,92,爱塔妮缇拉尔瓦,87,7,0.0805,94,0.0107,0.0009,71,0.8161,16,0.1839,TouhouVote_cn.xlsx,8
8,94,若鹭姬,84,12,0.1429,96,0.0103,0.0015,70,0.8333,14,0.1667,TouhouVote_cn.xlsx,8
8,94,秋穰子,84,6,0.0714,90,0.0103,0.0008,75,0.8929,9,0.1071,TouhouVote_cn.xlsx,8
8,94,戎璎花,84,3,0.0357,87,0.0103,0.0004,59,0.7024,25,0.2976,TouhouVote_cn.xlsx,8
8,97,梅蒂欣·梅兰可莉,77,12,0.1558,89,0.0095,0.0015,55,0.7143,22,0.2857,TouhouVote_cn.xlsx,8
8,98,矢田寺成美,73,4,0.0548,77,0.009,0.0005,51,0.6986,22,0.3014,TouhouVote_cn.xlsx,8
8,99,桑尼米尔克,68,8,0.1176,76,0.0084,0.001,63,0.9265,5,0.0735,TouhouVote_cn.xlsx,8
8,100,莉格露·奈特巴格,61,14,0.2295,75,0.0075,0.0018,48,0.7869,13,0.2131,TouhouVote_cn.xlsx,8
8,100,蕾蒂·霍瓦特洛克,61,7,0.1148,68,0.0075,0.0009,49,0.8033,12,0.1967,TouhouVote_cn.xlsx,8
8,102,宫古芳香,57,6,0.1053,63,0.007,0.0008,37,0.6491,20,0.3509,TouhouVote_cn.xlsx,8
8,102,人偶（含上海人偶、哥利亚人偶）,57,5,0.0877,62,0.007,0.0006,50,0.8772,7,0.1228,TouhouVote_cn.xlsx,8
8,104,寅丸星,51,3,0.0588,54,0.0063,0.0004,30,0.5882,21,0.4118,TouhouVote_cn.xlsx,8
