round,source_rank,source_record_id,raw_title_jp,raw_title_cn,canonical_track,merge_basis,mapped_character,matched_existing_repaired_mapping,mapped_by_character_theme_overlay
21,429.0,437,石の赤子と水中の牛,石之婴儿与水中牛,石之婴儿与水中牛,official_jp_user_repaired_exact,牛崎润美,True,False
21,429.0,510,装飾戦 ~ Decoration Battle,装饰战 ~ Decoration Battle,装饰战 ~ Decoration Battle,official_jp_repaired_exact,,True,False
21,431.0,328,オカルトアラカルト,灵异任你选,灵异任你选,official_jp_repaired_exact,,True,False
21,431.0,469,やみのちから,黑暗的力量,黑暗的力量,official_jp_repaired_exact,,True,False
21,431.0,489,Maniacal Princess,Maniacal Princess,Maniacal Princess,official_jp_repaired_exact,,True,False
21,434.0,726,宵闇の魔術師,宵暗的魔术师,宵暗的魔术师,official_jp_repaired_exact,,True,False
21,434.0,751,虹色の世界,虹色的世界,虹色的世界,official_jp_repaired_exact,,True,False
21,436.0,238,欲深き霊魂,欲望深重的灵魂,欲望深重的灵魂,official_jp_repaired_exact,,True,False
21,436.0,530,Dreamy pilot,Dreamy pilot,Dreamy pilot,official_jp_repaired_exact,,True,False
21,438.0,296,反則の狼煙を上げろ,燃起犯规的狼烟,燃起犯规的狼烟,official_jp_user_repaired_exact,鬼人正邪,True,False
21,438.0,438,不朽の曼珠沙華,不朽的曼珠沙华,不朽的曼珠沙华,official_jp_user_repaired_exact,庭渡久侘歌,True,False
21,438.0,479,昔話わんだーらんど,传说中的仙境,传说中的仙境,official_jp_repaired_exact,,True,False
21,438.0,544,真紅の少女 ~ Crimson Dead!!,绯红的少女 ~ Crimson Dead!!,绯红的少女 ~ Crimson Dead!!,official_jp_repaired_exact,,True,False
21,438.0,672,須臾はプランクを超えて,比普朗克更短的须臾,比普朗克更短的须臾,official_jp_repaired_exact,,True,False
21,443.0,783,弾幕を持て、バレットフィリア達よ,"拿起弹幕吧,弹幕狂们","拿起弹幕吧,弹幕狂们",official_jp_repaired_exact,,True,False
21,444.0,507,幻想郷 ~ Lotus Land Story,幻想乡 ~ Lotus Land Story,幻想乡 ~ Lotus Land Story,official_jp_repaired_exact,,True,False
21,445.0,145,嘲りの遊戯,嘲讽的游戏,嘲讽的游戏,official_jp_repaired_exact,,True,False
21,445.0,364,山奥のエンカウンター,深山的遭遇,深山的遭遇,official_jp_user_repaired_exact,坂田合欢,True,False
21,445.0,514,霊戦 ~ Perdition crisis,灵战 ~ Perdition crisis,灵战 ~ Perdition crisis,official_jp_repaired_exact,,True,False
21,448.0,685,旧世界の冒険酒場,旧世界的冒险酒馆,旧世界的冒险酒馆,official_jp_repaired_exact,,True,False
21,448.0,774,天理人欲,天理人欲,天理人欲,official_jp_repaired_exact,,True,False
21,450.0,289,針小棒大の天守閣,针小棒大的天守阁,针小棒大的天守阁,official_jp_repaired_exact,,True,False
21,450.0,426,ルーシッドドリーマー,Lucid Dreamer,Lucid Dreamer,official_jp_user_repaired_exact,宇佐见堇子,True,False
21,450.0,467,She's in a temper!!,She's in a temper!!,She's in a temper!!,official_jp_repaired_exact,,True,False
21,450.0,470,幻夢界,幻梦界,幻梦界,official_jp_repaired_exact,,True,False
21,450.0,573,二つの世界,两个世界,两个世界,official_jp_repaired_exact,,True,False
21,455.0,317,心揺さぶる都市伝説,震撼心灵的都市传说,震撼心灵的都市传说,official_jp_repaired_exact,,True,False
21,455.0,495,非統一魔法世界論,非统一魔法世界论,非统一魔法世界论,official_jp_repaired_exact,,True,False
21,455.0,536,Dream Express,Dream Express,Dream Express,official_jp_repaired_exact,,True,False
21,458.0,425,悪夢日記,噩梦日记,噩梦日记,official_jp_user_repaired_exact,宇佐见堇子,True,False
21,458.0,480,博麗神社境内,博丽神社境内,博丽神社境内,official_jp_repaired_exact,,True,False
21,458.0,539,霊天 ~ Spiritual Heaven,灵天 ~ Spiritual Heaven,灵天 ~ Spiritual Heaven,official_jp_repaired_exact,,True,False
21,461.0,225,ネメシスの要塞,复仇女神的要塞,复仇女神的要塞,official_jp_repaired_exact,,True,False
21,461.0,300,ミッドナイトスペルカード,Midnight Spell Card,Midnight Spell Card,official_jp_user_repaired_exact,鬼人正邪,True,False
21,461.0,390,千の試練を超えて,克服万千之试炼,克服万千之试炼,official_jp_repaired_exact,,True,False
21,464.0,91,禍機,祸机,祸机,official_jp_repaired_exact,,True,False
21,464.0,465,東方封魔録 ~ 浄土曼荼羅,东方封魔录 ~ 净土曼荼罗,东方封魔录 ~ 净土曼荼罗,official_jp_repaired_exact,,True,False
21,464.0,711,Castle Explorer -in the Sky-,Castle Explorer -in the Sky-,Castle Explorer -in the Sky-,official_jp_repaired_exact,,True,False
21,467.0,89,紅夜,红夜,红夜,official_jp_repaired_exact,,True,False
21,467.0,221,巨大な影と小さな結末,巨大的影子与渺小的结局,巨大的影子与渺小的结局,official_jp_repaired_exact,,True,False
21,467.0,236,春の氷精 - 静 -,春之冰精 - 静 -,春之冰精 - 静 -,official_jp_repaired_exact,,True,False
21,467.0,453,Highly Responsive to Prayers,Highly Responsive to Prayers,Highly Responsive to Prayers,official_jp_repaired_exact,,True,False
21,471.0,436,ロストリバー,Lost River,Lost River,official_jp_repaired_exact,,True,False
21,471.0,504,時の風,时之风,时之风,official_jp_repaired_exact,,True,False
21,471.0,506,Phantasmagoria,Phantasmagoria,Phantasmagoria,official_jp_repaired_exact,,True,False
21,471.0,710,天鵞絨少女戦 ~ Velvet Battle,天鹅绒少女战 ~ Velvet Battle,天鹅绒少女战 ~ Velvet Battle,official_jp_repaired_exact,,True,False
21,471.0,712,オルフェの詩 ~ Pseudoclassic,俄耳甫斯的诗 ~ Pseudoclassic,俄耳甫斯的诗 ~ Pseudoclassic,official_jp_repaired_exact,,True,False
21,471.0,780,ワクワクする見慣れた幻想郷,令人心跳的司空见惯幻想乡,令人心跳的司空见惯幻想乡,official_jp_repaired_exact,,True,False
21,477.0,109,此岸の塚,此岸之塚,此岸之塚,official_jp_repaired_exact,,True,False
21,477.0,222,ニュースハウンド,Newshound,Newshound,official_jp_user_repaired_exact,射命丸文,True,False
21,477.0,492,魔法決戦! ~ Fight it out!,魔法决战! ~ Fight it out!,魔法决战! ~ Fight it out!,official_jp_repaired_exact,,True,False
21,477.0,572,フェアリー冒険譚,妖精冒险谭,妖精冒险谭,official_jp_repaired_exact,,True,False
21,477.0,775,東方剛欲異聞,东方刚欲异闻,东方刚欲异闻,official_jp_repaired_exact,,True,False
21,482.0,293,小槌の魔力,小槌的魔力,小槌的魔力,official_jp_repaired_exact,,True,False
21,482.0,457,破邪の小太刀,破邪的小太刀,破邪的小太刀,official_jp_repaired_exact,,True,False
21,482.0,463,アイリス,鸢尾花,鸢尾花,official_jp_repaired_exact,,True,False
21,482.0,698,カナベラルの夢幻少女,卡纳维拉尔角的梦幻少女,卡纳维拉尔角的梦幻少女,official_jp_repaired_exact,,True,False
21,486.0,77,夏明き,夏明,夏明,official_jp_repaired_exact,,True,False
21,486.0,220,空に浮かぶ物体X,空中飘浮的物体X,空中飘浮的物体X,official_jp_repaired_exact,,True,False
21,486.0,537,魔法陣 ~ Magic Square,魔法阵 ~ Magic Square,魔法阵 ~ Magic Square,official_jp_repaired_exact,,True,False
21,486.0,612,幻想の永遠祭,幻想的永远祭,幻想的永远祭,official_jp_repaired_exact,,True,False
21,486.0,727,Magic of Life,Magic of Life,Magic of Life,official_jp_repaired_exact,,True,False
21,491.0,459,the Legend of KAGE,The Legend of KAGE,The Legend of KAGE,official_jp_repaired_exact,,True,False
21,491.0,691,プリムローズシヴァ,Primrose Shiver,Primrose Shiver,official_jp_repaired_exact,,True,False
21,491.0,720,Magical and Hopeless,Magical and Hopeless,Magical and Hopeless,official_jp_repaired_exact,,True,False
21,494.0,384,沢の河童の技術力,泽之河童的技术力,泽之河童的技术力,official_jp_repaired_exact,,True,False
21,494.0,456,Oriental Magician,Oriental Magician,Oriental Magician,official_jp_repaired_exact,,True,False
21,494.0,476,エキストララブ,Extra Love,Extra Love,official_jp_repaired_exact,,True,False
21,494.0,497,久遠の夢,久远之梦,久远之梦,official_jp_repaired_exact,,True,False
21,494.0,548,世界の果て ~ World's End,世界的尽头 ~ World's End,世界的尽头 ~ World's End,official_jp_repaired_exact,,True,False
21,494.0,729,Frontal Attack,Frontal Attack,Frontal Attack,official_jp_repaired_exact,,True,False
21,500.0,379,マッシュルーム・ワルツ,Mushroom·Waltz,Mushroom·Waltz,official_jp_repaired_exact,,True,False
21,500.0,738,深緑に隠された断崖,深绿掩映的断崖,深绿掩映的断崖,official_jp_repaired_exact,,True,False
21,502.0,318,幻想郷ふしぎ発見,幻想乡不可思议发现,幻想乡不可思议发现,official_jp_repaired_exact,,True,False
21,502.0,505,スターボウドリーム,Starbow Dream,Starbow Dream,official_jp_repaired_exact,,True,False
21,502.0,535,怪綺談 ~ Mystic Square,怪绮谈 ~ Mystic Square,怪绮谈 ~ Mystic Square,official_jp_repaired_exact,,True,False
21,505.0,90,戦迅,战迅,战迅,official_jp_repaired_exact,,True,False
21,505.0,574,神域のかくれんぼ暮らし,神域的捉迷藏生活,神域的捉迷藏生活,official_jp_repaired_exact,,True,False
21,505.0,689,秋霜玉 ~ Clockworks,秋霜玉 ~ Clockworks,秋霜玉 ~ Clockworks,official_jp_repaired_exact,,True,False
21,508.0,140,風光明媚,风光明媚,风光明媚,official_jp_repaired_exact,,True,False
21,508.0,331,対蹠地の鐘,对跖点之钟,对跖点之钟,official_jp_repaired_exact,,True,False
21,508.0,415,開演間近,开演间近,开演间近,official_jp_repaired_exact,,True,False
21,508.0,484,Selection,Selection,Selection,official_jp_repaired_exact,,True,False
21,508.0,511,Break the Sabbath,Break the Sabbath,Break the Sabbath,official_jp_repaired_exact,,True,False
21,508.0,534,Crescent Dream,Crescent Dream,Crescent Dream,official_jp_repaired_exact,,True,False
21,508.0,713,新幻想 ~ New Fantasy,新幻想 ~ New Fantasy,新幻想 ~ New Fantasy,official_jp_repaired_exact,,True,False
21,508.0,715,"My Maid, Sweet Maid",My Maid Sweet Maid,My Maid Sweet Maid,official_jp_repaired_exact,,True,False
21,516.0,388,不滅のレッドソウル,不灭的赤魂,不灭的赤魂,official_jp_repaired_exact,,True,False
21,516.0,509,Selene's light,Selene's light,Selene's light,official_jp_repaired_exact,,True,False
21,516.0,525,Days,Days,Days,official_jp_repaired_exact,,True,False
21,516.0,730,Inventive City,Inventive City,Inventive City,official_jp_repaired_exact,,True,False
21,520.0,81,遍参,遍参,遍参,official_jp_repaired_exact,,True,False
21,520.0,84,あゆのかぜ,东风,东风,official_jp_repaired_exact,,True,False
21,520.0,200,妖怪寺,妖怪寺,妖怪寺,official_jp_repaired_exact,,True,False
21,520.0,274,官板黄昏新聞,官板黄昏新闻,官板黄昏新闻,official_jp_repaired_exact,,True,False
21,520.0,474,東方封魔録 ~ 幽幻乱舞,东方封魔录 ~ 幽幻乱舞,东方封魔录 ~ 幽幻乱舞,official_jp_repaired_exact,,True,False
21,520.0,693,ディザストラスジェミニ,Disastrous Gemini,Disastrous Gemini,official_jp_repaired_exact,,True,False
21,520.0,695,天空アーミー,天空军团,天空军团,official_jp_repaired_exact,,True,False
21,520.0,714,オルレアンの聖騎士,奥尔良的圣骑士,奥尔良的圣骑士,official_jp_repaired_exact,,True,False
21,520.0,721,Sacred Battle,Sacred Battle,Sacred Battle,official_jp_repaired_exact,,True,False
21,529.0,137,日常坐臥,日常坐卧,日常坐卧,official_jp_repaired_exact,,True,False
21,529.0,554,久遠の楽園,永远的乐园,永远的乐园,official_jp_repaired_exact,,True,False
21,529.0,815,獣王園ストーリー後半会話曲(曲名不明),(曲名不明)兽王园故事后半对话曲,(曲名不明)兽王园故事后半对话曲,official_jp_repaired_exact,,True,False
21,532.0,143,以魚駆蠅,以鱼驱蝇,以鱼驱蝇,official_jp_repaired_exact,,True,False
21,532.0,273,暁雲,晓云,晓云,official_jp_repaired_exact,,True,False
21,532.0,700,アンティークテラー,Antique Terror,Antique Terror,official_jp_repaired_exact,,True,False
21,532.0,717,乙女戦士 ~ Heart of Valkyrie,少女战士 ~ Heart of Valkyrie,少女战士 ~ Heart of Valkyrie,official_jp_repaired_exact,,True,False
21,536.0,79,魔所,魔所,魔所,official_jp_repaired_exact,,True,False
21,536.0,329,七玉蒐集ショウダウン,七玉搜集大摊牌,七玉搜集大摊牌,official_jp_repaired_exact,,True,False
21,538.0,207,人形のある風景,人偶存在的风景,人偶存在的风景,official_jp_repaired_exact,,True,False
21,538.0,383,光輝く天球儀,光辉的天球仪,光辉的天球仪,official_jp_repaired_exact,,True,False
21,538.0,555,Mystic Dream,Mystic Dream,Mystic Dream,official_jp_repaired_exact,,True,False
21,541.0,83,Intermezzo,间奏曲,间奏曲,official_jp_repaired_exact,,True,False
21,541.0,85,森閑,森闲,森闲,official_jp_repaired_exact,,True,False
21,541.0,269,人気のある場所,有人气的场所,有人气的场所,official_jp_repaired_exact,,True,False
21,541.0,327,明かされる深秘,被揭晓的深秘,被揭晓的深秘,official_jp_repaired_exact,,True,False
21,541.0,382,恒常不変の参廟祀,恒常不变的参庙祀,恒常不变的参庙祀,official_jp_repaired_exact,,True,False
21,541.0,448,畜生達の休息,畜生们的休息,畜生们的休息,official_jp_repaired_exact,,True,False
21,541.0,449,地下からの帰還,从地下的归还,从地下的归还,official_jp_repaired_exact,,True,False
21,541.0,471,死を賭して,以死相赌,以死相赌,official_jp_repaired_exact,,True,False
21,541.0,694,華の幻想 紅夢の宙,华之幻想 红梦之宙,华之幻想 红梦之宙,official_jp_repaired_exact,,True,False
21,541.0,813,獣に知性はあるか,野兽有智慧吗,野兽有智慧吗,official_jp_repaired_exact,,True,False
21,551.0,82,裏心,内心,内心,official_jp_repaired_exact,,True,False
21,551.0,87,幽境,幽境,幽境,official_jp_repaired_exact,,True,False
21,551.0,144,放縦不羈,放纵不羁,放纵不羁,official_jp_repaired_exact,,True,False
21,551.0,270,人気のない場所,无人气的场所,无人气的场所,official_jp_repaired_exact,,True,False
21,551.0,323,可能性を信じて,相信可能性,相信可能性,official_jp_repaired_exact,,True,False
21,551.0,389,落日に生える逆さ城,落日映照下的逆城,落日映照下的逆城,official_jp_repaired_exact,,True,False
21,551.0,478,遠野の森,远野之森,远野之森,official_jp_repaired_exact,,True,False
21,551.0,501,霊人の休日,灵人的休息日,灵人的休息日,official_jp_repaired_exact,,True,False
21,551.0,532,Border Land,Border Land,Border Land,official_jp_repaired_exact,,True,False
21,551.0,552,神社,神社,神社,official_jp_repaired_exact,,True,False
21,551.0,557,魂の休らむ所,灵魂安息之所,灵魂安息之所,official_jp_repaired_exact,,True,False
21,562.0,88,珍客,稀客,稀客,official_jp_repaired_exact,,True,False
21,562.0,205,伝説の巨神,传说的巨神,传说的巨神,official_jp_repaired_exact,,True,False
21,562.0,330,公正なる奪い合い,公正的争夺,公正的争夺,official_jp_repaired_exact,,True,False
21,562.0,392,永遠に続く回廊,永远延续的回廊,永远延续的回廊,official_jp_repaired_exact,,True,False
21,562.0,417,行雲流水,行云流水,行云流水,official_jp_repaired_exact,,True,False
21,562.0,481,陽落ちて,夕阳下落,夕阳下落,official_jp_repaired_exact,,True,False
21,562.0,527,Arcadian Dream,Arcadian Dream,Arcadian Dream,official_jp_repaired_exact,,True,False
21,562.0,531,Incomplete Plot,Incomplete Plot,Incomplete Plot,official_jp_repaired_exact,,True,False
21,562.0,701,夢機械 ~ Innocent Power,梦机械 ~ Innocent Power,梦机械 ~ Innocent Power,official_jp_repaired_exact,,True,False
21,571.0,319,ボールのある日常,有珠子的日常,有珠子的日常,official_jp_repaired_exact,,True,False
21,571.0,375,不自然な自然,不自然的自然,不自然的自然,official_jp_repaired_exact,,True,False
21,571.0,381,法力の下の平等,法力之下的平等,法力之下的平等,official_jp_repaired_exact,,True,False
21,571.0,482,封魔終演,封魔终演,封魔终演,official_jp_repaired_exact,,True,False
21,571.0,708,タイトルドメイド,Titled Maid,Titled Maid,official_jp_repaired_exact,,True,False
21,571.0,789,Mysterious Shrine,Mysterious Shrine,Mysterious Shrine,official_jp_repaired_exact,,True,False
21,577.0,271,丑三つ時の里,丑时三刻的村庄,丑时三刻的村庄,official_jp_repaired_exact,,True,False
21,577.0,410,合縁奇縁,合缘奇缘,合缘奇缘,official_jp_repaired_exact,,True,False
21,577.0,498,東方の青い空,东方的蓝色天空,东方的蓝色天空,official_jp_repaired_exact,,True,False
21,577.0,503,ゲームオーバー,Game Over,Game Over,official_jp_repaired_exact,,True,False
21,577.0,526,Peaceful,Peaceful,Peaceful,official_jp_repaired_exact,,True,False
21,577.0,553,Endless,Endless,Endless,official_jp_repaired_exact,,True,False
21,577.0,692,幻想帝都,幻想帝都,幻想帝都,official_jp_repaired_exact,,True,False
21,584.0,272,本日の一面記事,本日的头版头条,本日的头版头条,official_jp_repaired_exact,,True,False
21,584.0,322,価値がわからない,价值不明,价值不明,official_jp_repaired_exact,,True,False
21,584.0,326,各々の結末,各自的结局,各自的结局,official_jp_repaired_exact,,True,False
21,584.0,502,勝利デモ,胜利的示范,胜利的示范,official_jp_repaired_exact,,True,False
21,584.0,528,幻想の住人,幻想的居民,幻想的居民,official_jp_repaired_exact,,True,False
21,584.0,728,Plastic Space,,Plastic Space,official_jp_exact_title,,False,False
21,584.0,814,獣王園ストーリー前半会話曲(曲名不明),(曲名不明)兽王园故事前半对话曲,(曲名不明)兽王园故事前半对话曲,official_jp_repaired_exact,,True,False
21,591.0,276,演者選択,,演者選択,official_jp_exact_title,,False,False
21,591.0,277,使われなかった場所,没用上的场所,没用上的场所,official_jp_repaired_exact,,True,False
21,591.0,321,時代の風の訪れ,时代风潮的造访,时代风潮的造访,official_jp_repaired_exact,,True,False
21,591.0,380,聖輦船空を往く,圣辇船飞向天空,圣辇船飞向天空,official_jp_repaired_exact,,True,False
21,591.0,529,Lotus Road,Lotus Road,Lotus Road,official_jp_repaired_exact,,True,False
21,591.0,709,稀翁玉 ~ Fairy Dance,稀翁玉 ~ Fairy Dance,稀翁玉 ~ Fairy Dance,official_jp_repaired_exact,,True,False
21,591.0,750,嵐の後の日曜日,风暴过后的星期日,风暴过后的星期日,official_jp_repaired_exact,,True,False
21,591.0,812,獣王達の休息,兽王们的小憩,兽王们的小憩,official_jp_repaired_exact,,True,False
21,599.0,253,神社の新しい風,神社的新风,神社的新风,official_jp_repaired_exact,,True,False
21,599.0,324,真実を知る者,知晓真相之人,知晓真相之人,official_jp_repaired_exact,,True,False
21,599.0,409,連帯責人,连带责人,连带责人,official_jp_repaired_exact,,True,False
21,599.0,414,意気揚々,意气洋洋,意气洋洋,official_jp_repaired_exact,,True,False
21,603.0,386,深緑の狸森にて,在深绿的狸森里,在深绿的狸森里,official_jp_repaired_exact,,True,False
21,603.0,408,憑依投合,凭投依合,凭投依合,official_jp_repaired_exact,,True,False
21,603.0,413,知略縦横,智略纵横,智略纵横,official_jp_repaired_exact,,True,False
21,606.0,411,異心同体,异心同体,异心同体,official_jp_repaired_exact,,True,False
21,606.0,412,壮言大語,豪言壮语,豪言壮语,official_jp_repaired_exact,,True,False
22,1.0,15,U.N.オーエンは彼女なのか?,U.N.OWEN就是她吗?,U.N.OWEN就是她吗?,official_jp_user_repaired_exact,芙兰朵露·斯卡蕾特,True,False
22,2.0,13,亡き王女の為のセプテット,献给已逝公主的七重奏,献给已逝公主的七重奏,official_jp_user_repaired_exact,蕾米莉亚·斯卡蕾特,True,False
22,3.0,181,ハルトマンの妖怪少女,哈德曼的妖怪少女,哈德曼的妖怪少女,official_jp_user_repaired_exact,古明地恋,True,False
22,4.0,9002,恋色マスタースパーク(恋色マジック),恋色Master spark(恋色Magic),恋色Master spark,official_jp_user_repaired_exact,雾雨魔理沙,True,False
22,5.0,123,神々が恋した幻想郷,众神眷恋的幻想乡,众神眷恋的幻想乡,official_jp_repaired_exact,,True,False
22,6.0,55,月まで届け、不死の煙,"飘上月球,不死之烟","飘上月球,不死之烟",official_jp_user_repaired_exact,藤原妹红,True,False
22,7.0,445,偶像に世界を委ねて 〜Idoratrize World,寄世界于偶像 ~ Idoratrize World,寄世界于偶像,official_jp_user_repaired_exact,埴安神袿姬,True,False
22,8.0,6,上海紅茶館 ~ Chinese Tea,上海红茶馆 ~ Chinese Tea,上海红茶馆,official_jp_user_repaired_exact,红美铃,True,False
22,9.0,35,ネクロファンタジア,Necro-Fantasia,Necro-Fantasia,official_jp_user_repaired_exact,八云紫,True,False
22,10.0,5,おてんば恋娘,活泼的纯情小姑娘,活泼的纯情小姑娘,official_jp_user_repaired_exact,琪露诺,True,False
22,11.0,30,幽雅に咲かせ、墨染の桜 ~ Border of Life,"幽雅地绽放吧,墨染的樱花 ~ Border of Life","幽雅地绽放吧,墨染的樱花",official_jp_user_repaired_exact,西行寺幽幽子,True,False
22,12.0,347,ピュアヒューリーズ ~ 心の在処,Pure Furies ~ 心之所在,Pure Furies,official_jp_user_repaired_exact,纯狐,True,False
22,13.0,175,少女さとり ~ 3rd eye,少女觉 ~ 3rd eye,少女觉,official_jp_user_repaired_exact,古明地觉,True,False
22,14.0,92,砕月,碎月,碎月,official_jp_user_repaired_exact,伊吹萃香,True,False
22,15.0,11,月時計 ~ ルナ・ダイアル,月时计 ~ Luna Dial,月时计,official_jp_user_repaired_exact,十六夜咲夜,True,False
22,16.0,9005,少女綺想曲,少女绮想曲,少女绮想曲,official_jp_user_repaired_exact,灵梦,True,False
22,17.0,51,千年幻想郷 ~ History of the Moon,千年幻想乡 ~ History of the Moon,千年幻想乡,official_jp_user_repaired_exact,八意永琳,True,False
22,17.0,132,ネイティブフェイス,Native Faith,Native Faith,official_jp_user_repaired_exact,洩矢诹访子,True,False
22,19.0,52,竹取飛翔 ~ Lunatic Princess,竹取飞翔 ~ Lunatic Princess,竹取飞翔,official_jp_user_repaired_exact,蓬莱山辉夜,True,False
22,20.0,96,フラワリングナイト,Flowering Night,Flowering Night,official_jp_user_repaired_exact,十六夜咲夜,True,False
22,21.0,7,明治十七年の上海アリス,明治十七年的上海爱丽丝,明治十七年的上海爱丽丝,official_jp_user_repaired_exact,红美铃,True,False
22,22.0,197,感情の摩天楼 ~ Cosmic Mind,感情的摩天楼 ~ Cosmic Mind,感情的摩天楼,official_jp_user_repaired_exact,圣白莲,True,False
22,23.0,26,幽霊楽団 ~ Phantom Ensemble,幽灵乐团 ~ Phantom Ensemble,幽灵乐团,official_jp_user_repaired_exact,露娜萨·普莉兹姆利巴|梅露兰·普莉兹姆利巴|莉莉卡·普莉兹姆利巴,True,False
22,24.0,180,ラストリモート,Last Remote,Last Remote,official_jp_user_repaired_exact,古明地恋,True,False
22,25.0,128,信仰は儚き人間の為に,信仰是为了虚幻之人,信仰是为了虚幻之人,official_jp_user_repaired_exact,东风谷早苗,True,False
22,26.0,14,魔法少女達の百年祭,魔法少女们的百年祭,魔法少女们的百年祭,official_jp_user_repaired_exact,芙兰朵露·斯卡蕾特|帕秋莉·诺蕾姬,True,False
22,27.0,10,メイドと血の懐中時計,女仆与血之怀表,女仆与血之怀表,official_jp_user_repaired_exact,十六夜咲夜,True,False
22,28.0,17,紅楼 ~ Eastern Dream...,红楼 ~ Eastern Dream...,红楼 ~ Eastern Dream...,official_jp_repaired_exact,,True,False
22,29.0,396,今宵は飄逸なエゴイスト(Live ver) ~ Egoistic Flowers.,今宵是飘逸的自我主义者(Live ver) ~ Egoistic Flowers.,今宵是飘逸的自我主义者,official_jp_user_repaired_exact,依神女苑|依神紫苑,True,False
22,30.0,49,狂気の瞳 ~ Invisible Full Moon,狂气之瞳 ~ Invisible Full Moon,狂气之瞳,official_jp_user_repaired_exact,铃仙·优昙华院·因幡,True,False
22,31.0,3,妖魔夜行,妖魔夜行,妖魔夜行,official_jp_user_repaired_exact,露米娅,True,False
22,32.0,28,広有射怪鳥事 ~ Till When?,广有射怪鸟事 ~ Till When?,广有射怪鸟事,official_jp_user_repaired_exact,魂魄妖梦,True,False
22,33.0,245,デザイアドライブ,Desire Drive,Desire Drive,official_jp_user_repaired_exact,霍青娥,True,False
22,34.0,290,輝く針の小人族 ~ Little Princess,辉光之针的小人族 ~ Little Princess,辉光之针的小人族,official_jp_user_repaired_exact,少名针妙丸,True,False
22,35.0,117,風神少女,风神少女,风神少女,official_jp_user_repaired_exact,射命丸文,True,False
22,36.0,1,赤より紅い夢,比赤色更红的梦,比赤色更红的梦,official_jp_repaired_exact,,True,False
22,37.0,67,人形裁判,人偶裁判,人偶裁判,official_jp_user_repaired_exact,爱丽丝·玛格特洛依德,True,False
22,38.0,107,六十年目の東方裁判 ~ Fate of Sixty Years,第六十年的东方审判 ~ Fate of Sixty Years,第六十年的东方审判,official_jp_user_repaired_exact,四季映姬·夜摩仙那度,True,False
22,39.0,9,ラクトガール ~ 少女密室,Locked Girl ~ 少女密室,Locked Girl,official_jp_user_repaired_exact,帕秋莉·诺蕾姬,True,False
22,40.0,125,フォールオブフォール ~ 秋めく滝,Fall of Fall ~ 秋意渐浓之瀑,Fall of Fall,official_jp_user_repaired_exact,犬走椛,True,False
22,41.0,589,蓬莱伝説,蓬莱传说,蓬莱传说,official_jp_repaired_exact,,True,False
22,42.0,841,最後の一人は慣れてるから 〜 Stone Goddess,早已习惯最终孑然一身~ Stone Goddess,早已习惯最终孑然一身,official_jp_user_repaired_exact,磐永阿梨夜,True,False
22,43.0,179,霊知の太陽信仰 ~ Nuclear Fusion,灵知的太阳信仰 ~ Nuclear Fusion,灵知的太阳信仰,official_jp_user_repaired_exact,灵乌路空,True,False
22,44.0,513,Bad Apple!!,Bad Apple!!,Bad Apple!!,official_jp_repaired_exact,,True,False
22,45.0,747,あの賑やかな市場は今どこに 〜 Immemorial Marketeers,熙攘市场今何在 ~ Immemorial Marketeers,熙攘市场今何在,official_jp_user_repaired_exact,天弓千亦,True,False
22,46.0,2,ほおずきみたいに紅い魂,如鬼灯般的红色之魂,如鬼灯般的红色之魂,official_jp_repaired_exact,,True,False
22,47.0,126,妖怪の山 ~ Mysterious Mountain,妖怪之山 ~ Mysterious Mountain,妖怪之山,official_jp_user_repaired_exact,姬海棠果|射命丸文,True,False
22,48.0,31,ボーダーオブライフ,Border of Life,Border of Life,official_jp_user_repaired_exact,西行寺幽幽子,True,False
22,49.0,127,少女が見た日本の原風景,少女曾见的日本原风景,少女曾见的日本原风景,official_jp_user_repaired_exact,东风谷早苗,True,False
22,50.0,374,秘神マターラ ~ Hidden Star in All Seasons.,秘神摩多罗 ~ Hidden Star in All Seasons.,秘神摩多罗,official_jp_user_repaired_exact,摩多罗隐岐奈,True,False
22,51.0,793,世界は可愛く出来ている,世间万物皆可爱,世间万物皆可爱,official_jp_user_repaired_exact,博丽灵梦,True,False
22,52.0,50,ヴォヤージュ1969,Voyage1969,Voyage1969,official_jp_user_repaired_exact,蓬莱山辉夜|八意永琳,True,False
22,53.0,131,明日ハレの日、ケの昨日,"明日之盛,昨日之俗","明日之盛,昨日之俗",official_jp_user_repaired_exact,洩矢诹访子,True,False
22,54.0,250,聖徳伝説 ~ True Administrator,圣德传说 ~ True Administrator,圣德传说,official_jp_user_repaired_exact,丰聪耳神子,True,False
22,55.0,235,メイガスナイト,Magus Night,Magus Night,official_jp_user_repaired_exact,雾雨魔理沙,True,False
22,56.0,624,ヒロシゲ36号 ~ Neo Super-Express,广重36号 ~ Neo Super-Express,广重36号 ~ Neo Super-Express,official_jp_repaired_exact,,True,False
22,57.0,27,東方妖々夢 ~ Ancient Temple,东方妖妖梦 ~ Ancient Temple,东方妖妖梦,official_jp_user_repaired_exact,魂魄妖梦,True,False
22,58.0,346,故郷の星が映る海,故乡之星倒映之海,故乡之星倒映之海,official_jp_user_repaired_exact,纯狐,True,False
