region,round,source_id,character_jp,character_cn,under20_rate,under20_denominator,female_rate,female_denominator,first_time_voter_rate,first_time_voter_denominator,event_participation_rate,event_participation_denominator,2019plus_cognition_rate,2019plus_cognition_denominator,source_note,poll_rank,poll_points,poll_primary_num,poll_official_support_count,poll_candidate_count,poll_top_percentile,join_note
jp,21,220,封獣 チミ,,0.37037,135,0.338129,139,0.111888,143,0.503704,135,0.34058,138,官方角色条件问卷；各题分母不同，比例不可相加。,133,511,21,6,221,40.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,221,道神 馴子,,0.400285,702,0.22238,706,0.153635,729,0.527616,688,0.331006,716,官方角色条件问卷；各题分母不同，比例不可相加。,60,2076,83,10,221,73.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,222,先代巫女,,0.441606,274,0.279152,283,0.265517,290,0.498141,269,0.37276,279,官方角色条件问卷；各题分母不同，比例不可相加。,105,945,40,139,221,52.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,23,リグル・ナイトバグ,莉格露·奈特巴格,0.644951,307,0.315287,314,0.425532,329,0.376667,300,0.50974,308,官方角色条件问卷；各题分母不同，比例不可相加。,63,1906,227,6,221,71.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,24,ミスティア・ローレライ,米斯蒂娅·萝蕾拉,0.47448,529,0.135338,532,0.358349,533,0.490835,491,0.415709,522,官方角色条件问卷；各题分母不同，比例不可相加。,47,2906,268,7,221,79.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,25,上白沢 慧音,上白泽慧音,0.579407,573,0.275261,574,0.393526,587,0.465074,544,0.483986,562,官方角色条件问卷；各题分母不同，比例不可相加。,52,2688,187,1,221,76.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,26,因幡 てゐ,因幡天为（因幡帝）,0.532934,334,0.248555,346,0.418129,342,0.444444,324,0.455621,338,官方角色条件问卷；各题分母不同，比例不可相加。,64,1871,120,1,221,71.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,27,鈴仙・優曇華院・イナバ,铃仙·优昙华院·因幡,0.57253,1427,0.213361,1467,0.410533,1481,0.41881,1361,0.488921,1399,官方角色条件问卷；各题分母不同，比例不可相加。,15,8609,896,1,221,93.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,28,八意 永琳,八意永琳,0.651822,988,0.246276,1007,0.511673,1028,0.409505,989,0.467425,967,官方角色条件问卷；各题分母不同，比例不可相加。,28,4889,428,5,221,87.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,29,蓬莱山 輝夜,蓬莱山辉夜,0.59867,902,0.291621,919,0.428879,928,0.45496,877,0.416851,902,官方角色条件问卷；各题分母不同，比例不可相加。,25,5022,431,,221,89.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,3,ルーミア,露米娅,0.697749,1244,0.26087,1288,0.451173,1321,0.39372,1242,0.487429,1233,官方角色条件问卷；各题分母不同，比例不可相加。,19,7062,727,16,221,91.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,30,藤原 妹紅,藤原妹红,0.679245,2120,0.281873,2157,0.450361,2216,0.400952,2100,0.495981,2115,官方角色条件问卷；各题分母不同，比例不可相加。,9,12665,1755,7,221,96.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,31,伊吹 萃香,伊吹萃香,0.524528,795,0.173219,814,0.399009,807,0.475234,747,0.451108,767,官方角色条件问卷；各题分母不同，比例不可相加。,29,4733,441,7,221,87.2727,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,32,射命丸 文,射命丸文,0.521641,1779,0.140177,1812,0.368595,1815,0.457313,1675,0.453107,1770,官方角色条件问卷；各题分母不同，比例不可相加。,11,10133,1116,9,221,95.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,33,メディスン・メランコリー,梅蒂欣·梅兰可莉,0.523404,235,0.314286,245,0.238095,252,0.440678,236,0.406504,246,官方角色条件问卷；各题分母不同，比例不可相加。,93,1132,99,3,221,58.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,34,風見 幽香,风见幽香,0.485046,769,0.265985,782,0.35625,800,0.463889,720,0.408912,763,官方角色条件问卷；各题分母不同，比例不可相加。,27,4959,518,8,221,88.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,35,小野塚 小町,小野塚小町,0.424332,337,0.18314,344,0.336182,351,0.449102,334,0.377143,350,官方角色条件问卷；各题分母不同，比例不可相加。,75,1555,91,4,221,66.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,36,四季映姫・ヤマザナドゥ,四季映姬·夜摩仙那度,0.627237,1006,0.240543,1031,0.427762,1059,0.411943,988,0.495575,1017,官方角色条件问卷；各题分母不同，比例不可相加。,24,5524,536,3,221,89.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
