id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
24,魂魄妖忌,魂魄妖忌,东方妖妖梦,31,1,32,<a href='./?m=info&type=chara&id=24' target='_blank'>点击查看详情</a>,3.23%,0.46%,0.02%,28,3,90.32%,9.68%,0.49%,0.24%,
25,蕾拉·普莉兹姆利巴,レイラ·プリズムリバー,东方妖妖梦,20,1,21,<a href='./?m=info&type=chara&id=25' target='_blank'>点击查看详情</a>,5%,0.3%,0.02%,13,7,65%,35%,0.23%,0.57%,
26,伊吹萃香,伊吹萃香,东方萃梦想,575,84,659,<a href='./?m=info&type=chara&id=26' target='_blank'>点击查看详情</a>,14.61%,8.49%,1.28%,513,62,89.22%,10.78%,8.99%,5.03%,
27,莉格露·奈特巴格,リグル·ナイトバグ,东方永夜抄,45,9,54,<a href='./?m=info&type=chara&id=27' target='_blank'>点击查看详情</a>,20%,0.66%,0.14%,27,18,60%,40%,0.47%,1.46%,
28,米斯蒂娅·萝蕾拉,ミスティア·ローレライ,东方永夜抄,151,29,180,<a href='./?m=info&type=chara&id=28' target='_blank'>点击查看详情</a>,19.21%,2.23%,0.44%,136,15,90.07%,9.93%,2.38%,1.22%,
29,上白泽慧音,上白沢慧音,东方永夜抄,323,33,356,<a href='./?m=info&type=chara&id=29' target='_blank'>点击查看详情</a>,10.22%,4.77%,0.5%,235,88,72.76%,27.24%,4.12%,7.14%,
30,因幡帝,因幡てゐ,东方永夜抄,147,15,162,<a href='./?m=info&type=chara&id=30' target='_blank'>点击查看详情</a>,10.2%,2.17%,0.23%,118,29,80.27%,19.73%,2.07%,2.35%,
31,铃仙·优昙华院·因幡,鈴仙·優曇華院·イナバ,东方永夜抄,908,139,1047,<a href='./?m=info&type=chara&id=31' target='_blank'>点击查看详情</a>,15.31%,13.41%,2.11%,787,120,86.67%,13.22%,13.79%,9.73%,
32,八意永琳,八意永琳,东方永夜抄,303,43,346,<a href='./?m=info&type=chara&id=32' target='_blank'>点击查看详情</a>,14.19%,4.47%,0.65%,215,88,70.96%,29.04%,3.77%,7.14%,
33,蓬莱山辉夜,蓬莱山輝夜,东方永夜抄,794,145,939,<a href='./?m=info&type=chara&id=33' target='_blank'>点击查看详情</a>,18.26%,11.73%,2.2%,613,181,77.2%,22.8%,10.74%,14.68%,
34,藤原妹红,藤原妹紅,东方永夜抄,1207,222,1429,<a href='./?m=info&type=chara&id=34' target='_blank'>点击查看详情</a>,18.39%,17.83%,3.37%,924,283,76.55%,23.45%,16.19%,22.95%,
35,射命丸文,射命丸文,东方花映塚,1155,261,1416,<a href='./?m=info&type=chara&id=35' target='_blank'>点击查看详情</a>,22.6%,17.06%,3.97%,1006,149,87.1%,12.9%,17.63%,12.08%,
36,梅蒂欣·梅兰可莉,メディスン·メランコリー,东方花映塚,82,11,93,<a href='./?m=info&type=chara&id=36' target='_blank'>点击查看详情</a>,13.41%,1.21%,0.17%,60,22,73.17%,26.83%,1.05%,1.78%,
37,风见幽香,風見幽香,东方花映塚,575,105,680,<a href='./?m=info&type=chara&id=37' target='_blank'>点击查看详情</a>,18.26%,8.49%,1.6%,471,104,81.91%,18.09%,8.25%,8.43%,
38,小野塚小町,小野塚小町,东方花映塚,134,11,145,<a href='./?m=info&type=chara&id=38' target='_blank'>点击查看详情</a>,8.21%,1.98%,0.17%,101,33,75.37%,24.63%,1.77%,2.68%,
39,四季映姬·亚玛萨那度,四季映姫·ヤマザナドゥ,东方花映塚,644,103,747,<a href='./?m=info&type=chara&id=39' target='_blank'>点击查看详情</a>,15.99%,9.51%,1.56%,517,126,80.28%,19.57%,9.06%,10.22%,
40,秋静叶,秋静葉,东方风神录,89,9,98,<a href='./?m=info&type=chara&id=40' target='_blank'>点击查看详情</a>,10.11%,1.31%,0.14%,74,15,83.15%,16.85%,1.3%,1.22%,
41,秋穰子,秋穣子,东方风神录,70,7,77,<a href='./?m=info&type=chara&id=41' target='_blank'>点击查看详情</a>,10%,1.03%,0.11%,60,10,85.71%,14.29%,1.05%,0.81%,
42,键山雏,鍵山雛,东方风神录,433,77,510,<a href='./?m=info&type=chara&id=42' target='_blank'>点击查看详情</a>,17.78%,6.39%,1.17%,379,54,87.53%,12.47%,6.64%,4.38%,
43,河城荷取,河城にとり,东方风神录,200,25,225,<a href='./?m=info&type=chara&id=43' target='_blank'>点击查看详情</a>,12.5%,2.95%,0.38%,170,30,85%,15%,2.98%,2.43%,
44,犬走椛,犬走椛,东方风神录,282,27,309,<a href='./?m=info&type=chara&id=44' target='_blank'>点击查看详情</a>,9.57%,4.16%,0.41%,253,29,89.72%,10.28%,4.43%,2.35%,
45,东风谷早苗,東風谷早苗,东方风神录,1085,198,1283,<a href='./?m=info&type=chara&id=45' target='_blank'>点击查看详情</a>,18.25%,16.02%,3.01%,935,150,86.18%,13.82%,16.38%,12.17%,
46,八坂神奈子,八坂神奈子,东方风神录,159,15,174,<a href='./?m=info&type=chara&id=46' target='_blank'>点击查看详情</a>,9.43%,2.35%,0.23%,122,37,76.73%,23.27%,2.14%,3%,
47,洩矢诹访子,洩矢諏訪子,东方风神录,504,49,553,<a href='./?m=info&type=chara&id=47' target='_blank'>点击查看详情</a>,9.72%,7.44%,0.74%,417,87,82.74%,17.26%,7.31%,7.06%,
48,永江衣玖,永江衣玖,东方绯想天,129,15,144,<a href='./?m=info&type=chara&id=48' target='_blank'>点击查看详情</a>,11.63%,1.91%,0.23%,106,23,82.17%,17.83%,1.86%,1.87%,
49,比那名居天子,比那名居天子,东方绯想天,887,153,1040,<a href='./?m=info&type=chara&id=49' target='_blank'>点击查看详情</a>,17.25%,13.1%,2.32%,811,76,91.43%,8.57%,14.21%,6.16%,
50,琪斯美,キスメ,东方地灵殿,15,1,16,<a href='./?m=info&type=chara&id=50' target='_blank'>点击查看详情</a>,6.67%,0.22%,0.02%,13,2,86.67%,13.33%,0.23%,0.16%,
51,黑谷山女,黒谷ヤマメ,东方地灵殿,35,1,36,<a href='./?m=info&type=chara&id=51' target='_blank'>点击查看详情</a>,2.86%,0.52%,0.02%,34,1,97.14%,2.86%,0.6%,0.08%,
52,水桥帕露西,水橋パルスィ,东方地灵殿,293,40,333,<a href='./?m=info&type=chara&id=52' target='_blank'>点击查看详情</a>,13.65%,4.33%,0.61%,212,80,72.35%,27.3%,3.71%,6.49%,
53,星熊勇仪,星熊勇儀,东方地灵殿,98,8,106,<a href='./?m=info&type=chara&id=53' target='_blank'>点击查看详情</a>,8.16%,1.45%,0.12%,79,19,80.61%,19.39%,1.38%,1.54%,
54,古明地觉,古明地さとり,东方地灵殿,1349,237,1586,<a href='./?m=info&type=chara&id=54' target='_blank'>点击查看详情</a>,17.57%,19.92%,3.6%,1151,198,85.32%,14.68%,20.17%,16.06%,
55,火焰猫燐,火焔猫燐,东方地灵殿,272,25,297,<a href='./?m=info&type=chara&id=55' target='_blank'>点击查看详情</a>,9.19%,4.02%,0.38%,237,35,87.13%,12.87%,4.15%,2.84%,
56,灵乌路空,霊烏路空,东方地灵殿,334,50,384,<a href='./?m=info&type=chara&id=56' target='_blank'>点击查看详情</a>,14.97%,4.93%,0.76%,288,46,86.23%,13.77%,5.05%,3.73%,
57,古明地恋,古明地こいし,东方地灵殿,1844,449,2293,<a href='./?m=info&type=chara&id=57' target='_blank'>点击查看详情</a>,24.35%,27.23%,6.82%,1563,280,84.76%,15.18%,27.39%,22.71%,
58,娜兹玲,ナズーリン,东方星莲船,69,5,74,<a href='./?m=info&type=chara&id=58' target='_blank'>点击查看详情</a>,7.25%,1.02%,0.08%,58,11,84.06%,15.94%,1.02%,0.89%,
59,多多良小伞,多々良小傘,东方星莲船,349,38,387,<a href='./?m=info&type=chara&id=59' target='_blank'>点击查看详情</a>,10.89%,5.15%,0.58%,316,33,90.54%,9.46%,5.54%,2.68%,
60,云山,雲山,东方星莲船,11,0,11,<a href='./?m=info&type=chara&id=60' target='_blank'>点击查看详情</a>,0%,0.16%,0%,11,0,100%,0%,0.19%,0%,
61,云居一轮,雲居一輪,东方星莲船,39,2,41,<a href='./?m=info&type=chara&id=61' target='_blank'>点击查看详情</a>,5.13%,0.58%,0.03%,16,23,41.03%,58.97%,0.28%,1.87%,
62,村纱水蜜,村紗水蜜,东方星莲船,123,11,134,<a href='./?m=info&type=chara&id=62' target='_blank'>点击查看详情</a>,8.94%,1.82%,0.17%,70,53,56.91%,43.09%,1.23%,4.3%,
63,寅丸星,寅丸星,东方星莲船,33,2,35,<a href='./?m=info&type=chara&id=63' target='_blank'>点击查看详情</a>,6.06%,0.49%,0.03%,19,14,57.58%,42.42%,0.33%,1.14%,
64,圣白莲,聖白蓮,东方星莲船,430,46,476,<a href='./?m=info&type=chara&id=64' target='_blank'>点击查看详情</a>,10.7%,6.35%,0.7%,340,90,79.07%,20.93%,5.96%,7.3%,
65,封兽鵺,封獣ぬえ,东方星莲船,253,25,278,<a href='./?m=info&type=chara&id=65' target='_blank'>点击查看详情</a>,9.88%,3.74%,0.38%,189,64,74.7%,25.3%,3.31%,5.19%,
66,命莲,命蓮,东方星莲船,8,0,8,<a href='./?m=info&type=chara&id=66' target='_blank'>点击查看详情</a>,0%,0.12%,0%,7,1,87.5%,12.5%,0.12%,0.08%,
67,大鲶鱼,大ナマズ,东方非想天则,22,1,23,<a href='./?m=info&type=chara&id=67' target='_blank'>点击查看详情</a>,4.55%,0.32%,0.02%,18,4,81.82%,18.18%,0.32%,0.32%,
68,非想天则,非想天則,东方非想天则,9,1,10,<a href='./?m=info&type=chara&id=68' target='_blank'>点击查看详情</a>,11.11%,0.13%,0.02%,8,1,88.89%,11.11%,0.14%,0.08%,
69,姬海棠果,姫海棠はたて,东方文花帖DS,98,6,104,<a href='./?m=info&type=chara&id=69' target='_blank'>点击查看详情</a>,6.12%,1.45%,0.09%,81,17,82.65%,17.35%,1.42%,1.38%,
70,幽谷响子,幽谷響子,东方神灵庙,76,7,83,<a href='./?m=info&type=chara&id=70' target='_blank'>点击查看详情</a>,9.21%,1.12%,0.11%,67,9,88.16%,11.84%,1.17%,0.73%,
71,宫古芳香,宮古芳香,东方神灵庙,61,6,67,<a href='./?m=info&type=chara&id=71' target='_blank'>点击查看详情</a>,9.84%,0.9%,0.09%,37,24,60.66%,39.34%,0.65%,1.95%,
72,霍青娥,霍青娥,东方神灵庙,192,10,202,<a href='./?m=info&type=chara&id=72' target='_blank'>点击查看详情</a>,5.21%,2.84%,0.15%,119,73,61.98%,38.02%,2.09%,5.92%,
73,苏我屠自古,蘇我屠自古,东方神灵庙,82,10,92,<a href='./?m=info&type=chara&id=73' target='_blank'>点击查看详情</a>,12.2%,1.21%,0.15%,39,43,47.56%,52.44%,0.68%,3.49%,
74,物部布都,物部布都,东方神灵庙,204,30,234,<a href='./?m=info&type=chara&id=74' target='_blank'>点击查看详情</a>,14.71%,3.01%,0.46%,111,93,54.41%,45.59%,1.94%,7.54%,
75,丰聪耳神子,豊聡耳神子,东方神灵庙,439,74,513,<a href='./?m=info&type=chara&id=75' target='_blank'>点击查看详情</a>,16.86%,6.48%,1.12%,291,148,66.29%,33.71%,5.1%,12%,
76,二岩猯藏,二ッ岩マミゾウ,东方神灵庙,135,8,143,<a href='./?m=info&type=chara&id=76' target='_blank'>点击查看详情</a>,5.93%,1.99%,0.12%,87,48,64.44%,35.56%,1.52%,3.89%,
77,秦心,秦こころ,东方心绮楼,847,92,939,<a href='./?m=info&type=chara&id=77' target='_blank'>点击查看详情</a>,10.86%,12.51%,1.4%,754,93,89.02%,10.98%,13.21%,7.54%,
78,秦河胜,秦河胜,东方心绮楼,7,0,7,<a href='./?m=info&type=chara&id=78' target='_blank'>点击查看详情</a>,0%,0.1%,0%,1,6,14.29%,85.71%,0.02%,0.49%,
79,若鹭姬,わかさぎ姫,东方辉针城,71,9,80,<a href='./?m=info&type=chara&id=79' target='_blank'>点击查看详情</a>,12.68%,1.05%,0.14%,55,16,77.46%,22.54%,0.96%,1.3%,
80,赤蛮奇,赤蛮奇,东方辉针城,107,16,123,<a href='./?m=info&type=chara&id=80' target='_blank'>点击查看详情</a>,14.95%,1.58%,0.24%,82,25,76.64%,23.36%,1.44%,2.03%,
81,今泉影狼,今泉影狼,东方辉针城,102,11,113,<a href='./?m=info&type=chara&id=81' target='_blank'>点击查看详情</a>,10.78%,1.51%,0.17%,94,8,92.16%,7.84%,1.65%,0.65%,
82,九十九弁弁,九十九弁々,东方辉针城,84,6,90,<a href='./?m=info&type=chara&id=82' target='_blank'>点击查看详情</a>,7.14%,1.24%,0.09%,63,21,75%,25%,1.1%,1.7%,
83,九十九八桥,九十九八橋,东方辉针城,34,0,34,<a href='./?m=info&type=chara&id=83' target='_blank'>点击查看详情</a>,0%,0.5%,0%,24,10,70.59%,29.41%,0.42%,0.81%,
84,鬼人正邪,鬼人正邪,东方辉针城,580,112,692,<a href='./?m=info&type=chara&id=84' target='_blank'>点击查看详情</a>,19.31%,8.57%,1.7%,438,142,75.52%,24.48%,7.67%,11.52%,
85,少名针妙丸,少名針妙丸,东方辉针城,399,35,434,<a href='./?m=info&type=chara&id=85' target='_blank'>点击查看详情</a>,8.77%,5.89%,0.53%,315,83,78.95%,20.8%,5.52%,6.73%,
86,堀川雷鼓,堀川雷鼓,东方辉针城,176,26,202,<a href='./?m=info&type=chara&id=86' target='_blank'>点击查看详情</a>,14.77%,2.6%,0.4%,120,56,68.18%,31.82%,2.1%,4.54%,
87,宇佐见堇子,宇佐見菫子,东方深秘录,337,19,356,<a href='./?m=info&type=chara&id=87' target='_blank'>点击查看详情</a>,5.64%,4.98%,0.29%,251,86,74.48%,25.52%,4.4%,6.97%,
88,绿巨人,緑の巨人,东方深秘录,2,0,2,<a href='./?m=info&type=chara&id=88' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.04%,0%,
89,阿菊,お菊,东方深秘录,2,0,2,<a href='./?m=info&type=chara&id=89' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.08%,
90,八尺大人,八尺さま,东方深秘录,0,0,0,<a href='./?m=info&type=chara&id=90' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
91,彭祖,彭祖,东方深秘录,1,0,1,<a href='./?m=info&type=chara&id=91' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
92,黄帝,黄帝,东方深秘录,2,0,2,<a href='./?m=info&type=chara&id=92' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.08%,
93,尼西号,ネッシー号,东方深秘录,1,0,1,<a href='./?m=info&type=chara&id=93' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
94,清兰,清蘭,东方绀珠传,35,1,36,<a href='./?m=info&type=chara&id=94' target='_blank'>点击查看详情</a>,2.86%,0.52%,0.02%,25,10,71.43%,28.57%,0.44%,0.81%,
95,铃瑚,鈴瑚,东方绀珠传,25,1,26,<a href='./?m=info&type=chara&id=95' target='_blank'>点击查看详情</a>,4%,0.37%,0.02%,17,8,68%,32%,0.3%,0.65%,
96,哆来咪·苏伊特,ドレミー・スイート,东方绀珠传,415,45,460,<a href='./?m=info&type=chara&id=96' target='_blank'>点击查看详情</a>,10.84%,6.13%,0.68%,301,114,72.53%,27.47%,5.27%,9.25%,
97,稀神探女,稀神サグメ,东方绀珠传,567,56,623,<a href='./?m=info&type=chara&id=97' target='_blank'>点击查看详情</a>,9.88%,8.37%,0.85%,435,132,76.72%,23.28%,7.62%,10.71%,
98,克劳恩皮丝,クラウンピース,东方绀珠传,344,21,365,<a href='./?m=info&type=chara&id=98' target='_blank'>点击查看详情</a>,6.1%,5.08%,0.32%,300,44,87.21%,12.79%,5.26%,3.57%,
99,纯狐,純狐,东方绀珠传,579,71,650,<a href='./?m=info&type=chara&id=99' target='_blank'>点击查看详情</a>,12.26%,8.55%,1.08%,434,145,74.96%,25.04%,7.6%,11.76%,
100,赫卡提亚·拉碧斯拉祖利,ヘカーティア・ラピスラズリ,东方绀珠传,165,9,174,<a href='./?m=info&type=chara&id=100' target='_blank'>点击查看详情</a>,5.45%,2.44%,0.14%,119,46,72.12%,27.88%,2.09%,3.73%,
101,神玉,神玉,东方灵异传,2,0,2,<a href='./?m=info&type=chara&id=101' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.08%,
102,魅魔,魅魔,东方灵异传,136,10,146,<a href='./?m=info&type=chara&id=102' target='_blank'>点击查看详情</a>,7.35%,2.01%,0.15%,106,30,77.94%,22.06%,1.86%,2.43%,
103,菊理,きくり,东方灵异传,1,0,1,<a href='./?m=info&type=chara&id=103' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.08%,
104,矜羯罗,矜羯羅,东方灵异传,9,1,10,<a href='./?m=info&type=chara&id=104' target='_blank'>点击查看详情</a>,11.11%,0.13%,0.02%,5,4,55.56%,44.44%,0.09%,0.32%,
105,幽玄魔眼,幽幻魔眼,东方灵异传,3,0,3,<a href='./?m=info&type=chara&id=105' target='_blank'>点击查看详情</a>,0%,0.04%,0%,2,1,66.67%,33.33%,0.04%,0.08%,
106,依莉斯,エリス,东方灵异传,7,2,9,<a href='./?m=info&type=chara&id=106' target='_blank'>点击查看详情</a>,28.57%,0.1%,0.03%,5,2,71.43%,28.57%,0.09%,0.16%,
107,萨丽爱尔,サリエル,东方灵异传,40,4,44,<a href='./?m=info&type=chara&id=107' target='_blank'>点击查看详情</a>,10%,0.59%,0.06%,30,10,75%,25%,0.53%,0.81%,
108,玄爷,玄爺,东方封魔录,7,0,7,<a href='./?m=info&type=chara&id=108' target='_blank'>点击查看详情</a>,0%,0.1%,0%,6,1,85.71%,14.29%,0.11%,0.08%,
109,里香,里香,东方封魔录,17,2,19,<a href='./?m=info&type=chara&id=109' target='_blank'>点击查看详情</a>,11.76%,0.25%,0.03%,12,5,70.59%,29.41%,0.21%,0.41%,
110,明罗,明羅,东方封魔录,15,0,15,<a href='./?m=info&type=chara&id=110' target='_blank'>点击查看详情</a>,0%,0.22%,0%,5,10,33.33%,66.67%,0.09%,0.81%,
111,Flower～战车,ふらわ～戦車,东方封魔录,1,0,1,<a href='./?m=info&type=chara&id=111' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
112,邪眼西格玛,イビルアイ∑,东方封魔录,3,0,3,<a href='./?m=info&type=chara&id=112' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.05%,0%,
113,爱莲,エレン,东方梦时空,26,3,29,<a href='./?m=info&type=chara&id=113' target='_blank'>点击查看详情</a>,11.54%,0.38%,0.05%,14,12,53.85%,46.15%,0.25%,0.97%,
114,小兔姬,小兎姫,东方梦时空,18,2,20,<a href='./?m=info&type=chara&id=114' target='_blank'>点击查看详情</a>,11.11%,0.27%,0.03%,5,13,27.78%,72.22%,0.09%,1.05%,
115,卡娜·安娜贝拉尔,カナ·アナベラル,东方梦时空,45,4,49,<a href='./?m=info&type=chara&id=115' target='_blank'>点击查看详情</a>,8.89%,0.66%,0.06%,36,9,80%,20%,0.63%,0.73%,
116,朝仓理香子,朝倉理香子,东方梦时空,10,0,10,<a href='./?m=info&type=chara&id=116' target='_blank'>点击查看详情</a>,0%,0.15%,0%,4,6,40%,60%,0.07%,0.49%,
117,北白河千百合,北白河ちゆり,东方梦时空,13,1,14,<a href='./?m=info&type=chara&id=117' target='_blank'>点击查看详情</a>,7.69%,0.19%,0.02%,9,4,69.23%,30.77%,0.16%,0.32%,
118,冈崎梦美,岡崎夢美,东方梦时空,181,16,197,<a href='./?m=info&type=chara&id=118' target='_blank'>点击查看详情</a>,8.84%,2.67%,0.24%,133,48,73.48%,26.52%,2.33%,3.89%,
119,咪咪号,ミミちゃん,东方梦时空,1,0,1,<a href='./?m=info&type=chara&id=119' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
120,留琴,る～こと,东方梦时空,6,0,6,<a href='./?m=info&type=chara&id=120' target='_blank'>点击查看详情</a>,0%,0.09%,0%,5,1,83.33%,16.67%,0.09%,0.08%,
121,玛○奇,ま○ち,东方梦时空,1,0,1,<a href='./?m=info&type=chara&id=121' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
122,苏格拉底,ソクラテス,东方梦时空,4,1,5,<a href='./?m=info&type=chara&id=122' target='_blank'>点击查看详情</a>,25%,0.06%,0.02%,3,1,75%,25%,0.05%,0.08%,
123,奥莲姬,オレンジ,东方幻想乡,5,1,6,<a href='./?m=info&type=chara&id=123' target='_blank'>点击查看详情</a>,20%,0.07%,0.02%,3,2,60%,40%,0.05%,0.16%,
124,胡桃,くるみ,东方幻想乡,23,1,24,<a href='./?m=info&type=chara&id=124' target='_blank'>点击查看详情</a>,4.35%,0.34%,0.02%,19,4,82.61%,17.39%,0.33%,0.32%,
125,艾丽,エリー,东方幻想乡,11,2,13,<a href='./?m=info&type=chara&id=125' target='_blank'>点击查看详情</a>,18.18%,0.16%,0.03%,11,0,100%,0%,0.19%,0%,
126,梦月,夢月,东方幻想乡,21,1,22,<a href='./?m=info&type=chara&id=126' target='_blank'>点击查看详情</a>,4.76%,0.31%,0.02%,17,4,80.95%,19.05%,0.3%,0.32%,
127,幻月,幻月,东方幻想乡,57,9,66,<a href='./?m=info&type=chara&id=127' target='_blank'>点击查看详情</a>,15.79%,0.84%,0.14%,43,14,75.44%,24.56%,0.75%,1.14%,
128,萨拉,サラ,东方怪绮谈,2,0,2,<a href='./?m=info&type=chara&id=128' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.04%,0%,
129,露易兹,ルイズ,东方怪绮谈,5,1,6,<a href='./?m=info&type=chara&id=129' target='_blank'>点击查看详情</a>,20%,0.07%,0.02%,1,4,20%,80%,0.02%,0.32%,
130,雪,ユキ,东方怪绮谈,9,2,11,<a href='./?m=info&type=chara&id=130' target='_blank'>点击查看详情</a>,22.22%,0.13%,0.03%,8,1,88.89%,11.11%,0.14%,0.08%,
131,舞,マイ,东方怪绮谈,11,0,11,<a href='./?m=info&type=chara&id=131' target='_blank'>点击查看详情</a>,0%,0.16%,0%,8,3,72.73%,27.27%,0.14%,0.24%,
