id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
11,芙兰朵露·斯卡蕾特,东方红魔乡,1087,217,<a href='./?m=info&type=chara&id=11' target='_blank'>点击查看详情</a>,19.96%,16.05%,3.3%,1086,212,19.52%,14.59%,2.94%,1321,280,21.2%,18.11%,3.96%
12,冴月麟,东方红魔乡,126,13,<a href='./?m=info&type=chara&id=12' target='_blank'>点击查看详情</a>,10.32%,1.86%,0.2%,141,16,11.35%,1.89%,0.22%,129,12,9.3%,1.77%,0.17%
13,蕾蒂·霍瓦特洛克,东方妖妖梦,56,8,<a href='./?m=info&type=chara&id=13' target='_blank'>点击查看详情</a>,14.29%,0.83%,0.12%,59,8,13.56%,0.79%,0.11%,62,4,6.45%,0.85%,0.06%
14,橙,东方妖妖梦,126,7,<a href='./?m=info&type=chara&id=14' target='_blank'>点击查看详情</a>,5.56%,1.86%,0.11%,134,9,6.72%,1.8%,0.12%,151,14,9.27%,2.07%,0.2%
15,爱丽丝·玛格特洛依德,东方妖妖梦,1120,223,<a href='./?m=info&type=chara&id=15' target='_blank'>点击查看详情</a>,19.91%,16.54%,3.39%,1182,220,18.61%,15.87%,3.05%,1207,235,19.47%,16.54%,3.32%
16,莉莉白,东方妖妖梦,168,17,<a href='./?m=info&type=chara&id=16' target='_blank'>点击查看详情</a>,10.12%,2.48%,0.26%,116,9,7.76%,1.56%,0.12%,100,11,11%,1.37%,0.16%
17,露娜萨·普莉兹姆利巴,东方妖妖梦,50,3,<a href='./?m=info&type=chara&id=17' target='_blank'>点击查看详情</a>,6%,0.74%,0.05%,48,1,2.08%,0.64%,0.01%,42,2,4.76%,0.58%,0.03%
18,梅露兰·普莉兹姆利巴,东方妖妖梦,23,2,<a href='./?m=info&type=chara&id=18' target='_blank'>点击查看详情</a>,8.7%,0.34%,0.03%,23,2,8.7%,0.31%,0.03%,24,1,4.17%,0.33%,0.01%
19,莉莉卡·普莉兹姆利巴,东方妖妖梦,19,1,<a href='./?m=info&type=chara&id=19' target='_blank'>点击查看详情</a>,5.26%,0.28%,0.02%,23,2,8.7%,0.31%,0.03%,22,2,9.09%,0.3%,0.03%
20,魂魄妖梦,东方妖妖梦,1059,187,<a href='./?m=info&type=chara&id=20' target='_blank'>点击查看详情</a>,17.66%,15.64%,2.84%,1197,210,17.54%,16.08%,2.91%,1137,223,19.61%,15.58%,3.15%
21,西行寺幽幽子,东方妖妖梦,1217,309,<a href='./?m=info&type=chara&id=21' target='_blank'>点击查看详情</a>,25.39%,17.97%,4.69%,1450,351,24.21%,19.47%,4.87%,1524,369,24.21%,20.89%,5.22%
22,八云蓝,东方妖妖梦,226,25,<a href='./?m=info&type=chara&id=22' target='_blank'>点击查看详情</a>,11.06%,3.34%,0.38%,215,24,11.16%,2.89%,0.33%,228,28,12.28%,3.13%,0.4%
23,八云紫,东方妖妖梦,1290,216,<a href='./?m=info&type=chara&id=23' target='_blank'>点击查看详情</a>,16.74%,19.05%,3.28%,1512,276,18.25%,20.31%,3.83%,1500,238,15.87%,20.56%,3.37%
24,魂魄妖忌,东方妖妖梦,31,1,<a href='./?m=info&type=chara&id=24' target='_blank'>点击查看详情</a>,3.23%,0.46%,0.02%,37,2,5.41%,0.5%,0.03%,39,0,0%,0.53%,0%
25,蕾拉·普莉兹姆利巴,东方妖妖梦,20,1,<a href='./?m=info&type=chara&id=25' target='_blank'>点击查看详情</a>,5%,0.3%,0.02%,25,2,8%,0.34%,0.03%,19,1,5.26%,0.26%,0.01%
26,伊吹萃香,东方萃梦想,575,84,<a href='./?m=info&type=chara&id=26' target='_blank'>点击查看详情</a>,14.61%,8.49%,1.28%,639,91,14.24%,8.58%,1.26%,670,100,14.93%,9.18%,1.41%
27,莉格露·奈特巴格,东方永夜抄,45,9,<a href='./?m=info&type=chara&id=27' target='_blank'>点击查看详情</a>,20%,0.66%,0.14%,49,13,26.53%,0.66%,0.18%,42,5,11.9%,0.58%,0.07%
28,米斯蒂娅·萝蕾拉,东方永夜抄,151,29,<a href='./?m=info&type=chara&id=28' target='_blank'>点击查看详情</a>,19.21%,2.23%,0.44%,157,27,17.2%,2.11%,0.37%,153,25,16.34%,2.1%,0.35%
29,上白泽慧音,东方永夜抄,323,33,<a href='./?m=info&type=chara&id=29' target='_blank'>点击查看详情</a>,10.22%,4.77%,0.5%,381,26,6.82%,5.12%,0.36%,382,32,8.38%,5.24%,0.45%
30,因幡帝,东方永夜抄,147,15,<a href='./?m=info&type=chara&id=30' target='_blank'>点击查看详情</a>,10.2%,2.17%,0.23%,170,19,11.18%,2.28%,0.26%,155,16,10.32%,2.12%,0.23%
31,铃仙·优昙华院·因幡,东方永夜抄,908,139,<a href='./?m=info&type=chara&id=31' target='_blank'>点击查看详情</a>,15.31%,13.41%,2.11%,883,134,15.18%,11.86%,1.86%,936,136,14.53%,12.83%,1.92%
32,八意永琳,东方永夜抄,303,43,<a href='./?m=info&type=chara&id=32' target='_blank'>点击查看详情</a>,14.19%,4.47%,0.65%,386,46,11.92%,5.18%,0.64%,404,45,11.14%,5.54%,0.64%
33,蓬莱山辉夜,东方永夜抄,794,145,<a href='./?m=info&type=chara&id=33' target='_blank'>点击查看详情</a>,18.26%,11.73%,2.2%,869,138,15.88%,11.67%,1.92%,910,150,16.48%,12.47%,2.12%
34,藤原妹红,东方永夜抄,1207,222,<a href='./?m=info&type=chara&id=34' target='_blank'>点击查看详情</a>,18.39%,17.83%,3.37%,1344,252,18.75%,18.05%,3.5%,1213,241,19.87%,16.63%,3.41%
35,射命丸文,东方花映塚,1155,261,<a href='./?m=info&type=chara&id=35' target='_blank'>点击查看详情</a>,22.6%,17.06%,3.97%,1237,269,21.75%,16.61%,3.73%,1132,226,19.96%,15.52%,3.2%
36,梅蒂欣·梅兰可莉,东方花映塚,82,11,<a href='./?m=info&type=chara&id=36' target='_blank'>点击查看详情</a>,13.41%,1.21%,0.17%,74,6,8.11%,0.99%,0.08%,69,6,8.7%,0.95%,0.08%
37,风见幽香,东方花映塚,575,105,<a href='./?m=info&type=chara&id=37' target='_blank'>点击查看详情</a>,18.26%,8.49%,1.6%,719,134,18.64%,9.66%,1.86%,754,133,17.64%,10.33%,1.88%
38,小野塚小町,东方花映塚,134,11,<a href='./?m=info&type=chara&id=38' target='_blank'>点击查看详情</a>,8.21%,1.98%,0.17%,162,8,4.94%,2.18%,0.11%,159,13,8.18%,2.18%,0.18%
39,四季映姬·亚玛萨那度,东方花映塚,644,103,<a href='./?m=info&type=chara&id=39' target='_blank'>点击查看详情</a>,15.99%,9.51%,1.56%,600,100,16.67%,8.06%,1.39%,601,97,16.14%,8.24%,1.37%
40,秋静叶,东方风神录,89,9,<a href='./?m=info&type=chara&id=40' target='_blank'>点击查看详情</a>,10.11%,1.31%,0.14%,94,7,7.45%,1.26%,0.1%,77,6,7.79%,1.06%,0.08%
41,秋穰子,东方风神录,70,7,<a href='./?m=info&type=chara&id=41' target='_blank'>点击查看详情</a>,10%,1.03%,0.11%,96,9,9.38%,1.29%,0.12%,61,3,4.92%,0.84%,0.04%
42,键山雏,东方风神录,433,77,<a href='./?m=info&type=chara&id=42' target='_blank'>点击查看详情</a>,17.78%,6.39%,1.17%,508,91,17.91%,6.82%,1.26%,470,88,18.72%,6.44%,1.24%
43,河城荷取,东方风神录,200,25,<a href='./?m=info&type=chara&id=43' target='_blank'>点击查看详情</a>,12.5%,2.95%,0.38%,193,15,7.77%,2.59%,0.21%,192,23,11.98%,2.63%,0.33%
44,犬走椛,东方风神录,282,27,<a href='./?m=info&type=chara&id=44' target='_blank'>点击查看详情</a>,9.57%,4.16%,0.41%,279,30,10.75%,3.75%,0.42%,247,39,15.79%,3.39%,0.55%
45,东风谷早苗,东方风神录,1085,198,<a href='./?m=info&type=chara&id=45' target='_blank'>点击查看详情</a>,18.25%,16.02%,3.01%,1180,214,18.14%,15.85%,2.97%,1052,168,15.97%,14.42%,2.38%
46,八坂神奈子,东方风神录,159,15,<a href='./?m=info&type=chara&id=46' target='_blank'>点击查看详情</a>,9.43%,2.35%,0.23%,153,19,12.42%,2.05%,0.26%,135,14,10.37%,1.85%,0.2%
47,洩矢诹访子,东方风神录,504,49,<a href='./?m=info&type=chara&id=47' target='_blank'>点击查看详情</a>,9.72%,7.44%,0.74%,556,65,11.69%,7.47%,0.9%,621,75,12.08%,8.51%,1.06%
48,永江衣玖,东方绯想天,129,15,<a href='./?m=info&type=chara&id=48' target='_blank'>点击查看详情</a>,11.63%,1.91%,0.23%,160,17,10.63%,2.15%,0.24%,188,26,13.83%,2.58%,0.37%
49,比那名居天子,东方绯想天,887,153,<a href='./?m=info&type=chara&id=49' target='_blank'>点击查看详情</a>,17.25%,13.1%,2.32%,847,148,17.47%,11.38%,2.05%,799,136,17.02%,10.95%,1.92%
50,琪斯美,东方地灵殿,15,1,<a href='./?m=info&type=chara&id=50' target='_blank'>点击查看详情</a>,6.67%,0.22%,0.02%,10,2,20%,0.13%,0.03%,14,2,14.29%,0.19%,0.03%
51,黑谷山女,东方地灵殿,35,1,<a href='./?m=info&type=chara&id=51' target='_blank'>点击查看详情</a>,2.86%,0.52%,0.02%,35,2,5.71%,0.47%,0.03%,14,3,21.43%,0.19%,0.04%
52,水桥帕露西,东方地灵殿,293,40,<a href='./?m=info&type=chara&id=52' target='_blank'>点击查看详情</a>,13.65%,4.33%,0.61%,297,58,19.53%,3.99%,0.8%,274,39,14.23%,3.76%,0.55%
53,星熊勇仪,东方地灵殿,98,8,<a href='./?m=info&type=chara&id=53' target='_blank'>点击查看详情</a>,8.16%,1.45%,0.12%,138,12,8.7%,1.85%,0.17%,122,16,13.11%,1.67%,0.23%
54,古明地觉,东方地灵殿,1349,237,<a href='./?m=info&type=chara&id=54' target='_blank'>点击查看详情</a>,17.57%,19.92%,3.6%,1233,206,16.71%,16.56%,2.86%,1186,214,18.04%,16.26%,3.03%
55,火焰猫燐,东方地灵殿,272,25,<a href='./?m=info&type=chara&id=55' target='_blank'>点击查看详情</a>,9.19%,4.02%,0.38%,271,31,11.44%,3.64%,0.43%,196,17,8.67%,2.69%,0.24%
56,灵乌路空,东方地灵殿,334,50,<a href='./?m=info&type=chara&id=56' target='_blank'>点击查看详情</a>,14.97%,4.93%,0.76%,395,67,16.96%,5.3%,0.93%,290,46,15.86%,3.97%,0.65%
57,古明地恋,东方地灵殿,1844,449,<a href='./?m=info&type=chara&id=57' target='_blank'>点击查看详情</a>,24.35%,27.23%,6.82%,1791,421,23.51%,24.05%,5.84%,1409,303,21.5%,19.31%,4.29%
58,娜兹玲,东方星莲船,69,5,<a href='./?m=info&type=chara&id=58' target='_blank'>点击查看详情</a>,7.25%,1.02%,0.08%,74,7,9.46%,0.99%,0.1%,59,4,6.78%,0.81%,0.06%
59,多多良小伞,东方星莲船,349,38,<a href='./?m=info&type=chara&id=59' target='_blank'>点击查看详情</a>,10.89%,5.15%,0.58%,389,36,9.25%,5.22%,0.5%,347,38,10.95%,4.76%,0.54%
60,云山,东方星莲船,11,0,<a href='./?m=info&type=chara&id=60' target='_blank'>点击查看详情</a>,0%,0.16%,0%,13,0,0%,0.17%,0%,12,1,8.33%,0.16%,0.01%
61,云居一轮,东方星莲船,39,2,<a href='./?m=info&type=chara&id=61' target='_blank'>点击查看详情</a>,5.13%,0.58%,0.03%,37,5,13.51%,0.5%,0.07%,41,5,12.2%,0.56%,0.07%
62,村纱水蜜,东方星莲船,123,11,<a href='./?m=info&type=chara&id=62' target='_blank'>点击查看详情</a>,8.94%,1.82%,0.17%,121,9,7.44%,1.63%,0.12%,112,13,11.61%,1.54%,0.18%
63,寅丸星,东方星莲船,33,2,<a href='./?m=info&type=chara&id=63' target='_blank'>点击查看详情</a>,6.06%,0.49%,0.03%,60,8,13.33%,0.81%,0.11%,41,4,9.76%,0.56%,0.06%
64,圣白莲,东方星莲船,430,46,<a href='./?m=info&type=chara&id=64' target='_blank'>点击查看详情</a>,10.7%,6.35%,0.7%,433,46,10.62%,5.82%,0.64%,475,43,9.05%,6.51%,0.61%
65,封兽鵺,东方星莲船,253,25,<a href='./?m=info&type=chara&id=65' target='_blank'>点击查看详情</a>,9.88%,3.74%,0.38%,262,32,12.21%,3.52%,0.44%,260,20,7.69%,3.56%,0.28%
66,命莲,东方星莲船,8,0,<a href='./?m=info&type=chara&id=66' target='_blank'>点击查看详情</a>,0%,0.12%,0%,14,0,0%,0.19%,0%,17,0,0%,0.23%,0%
67,大鲶鱼,东方非想天则,22,1,<a href='./?m=info&type=chara&id=67' target='_blank'>点击查看详情</a>,4.55%,0.32%,0.02%,10,2,20%,0.13%,0.03%,14,2,14.29%,0.19%,0.03%
68,非想天则,东方非想天则,9,1,<a href='./?m=info&type=chara&id=68' target='_blank'>点击查看详情</a>,11.11%,0.13%,0.02%,13,0,0%,0.17%,0%,10,1,10%,0.14%,0.01%
69,姬海棠果,东方文花帖DS,98,6,<a href='./?m=info&type=chara&id=69' target='_blank'>点击查看详情</a>,6.12%,1.45%,0.09%,126,8,6.35%,1.69%,0.11%,108,10,9.26%,1.48%,0.14%
70,幽谷响子,东方神灵庙,76,7,<a href='./?m=info&type=chara&id=70' target='_blank'>点击查看详情</a>,9.21%,1.12%,0.11%,69,4,5.8%,0.93%,0.06%,61,1,1.64%,0.84%,0.01%
71,宫古芳香,东方神灵庙,61,6,<a href='./?m=info&type=chara&id=71' target='_blank'>点击查看详情</a>,9.84%,0.9%,0.09%,72,11,15.28%,0.97%,0.15%,59,5,8.47%,0.81%,0.07%
72,霍青娥,东方神灵庙,192,10,<a href='./?m=info&type=chara&id=72' target='_blank'>点击查看详情</a>,5.21%,2.84%,0.15%,241,17,7.05%,3.24%,0.24%,236,16,6.78%,3.23%,0.23%
73,苏我屠自古,东方神灵庙,82,10,<a href='./?m=info&type=chara&id=73' target='_blank'>点击查看详情</a>,12.2%,1.21%,0.15%,91,8,8.79%,1.22%,0.11%,86,7,8.14%,1.18%,0.1%
74,物部布都,东方神灵庙,204,30,<a href='./?m=info&type=chara&id=74' target='_blank'>点击查看详情</a>,14.71%,3.01%,0.46%,233,42,18.03%,3.13%,0.58%,242,28,11.57%,3.32%,0.4%
75,丰聪耳神子,东方神灵庙,439,74,<a href='./?m=info&type=chara&id=75' target='_blank'>点击查看详情</a>,16.86%,6.48%,1.12%,475,83,17.47%,6.38%,1.15%,385,75,19.48%,5.28%,1.06%
76,二岩猯藏,东方神灵庙,135,8,<a href='./?m=info&type=chara&id=76' target='_blank'>点击查看详情</a>,5.93%,1.99%,0.12%,156,17,10.9%,2.1%,0.24%,139,11,7.91%,1.91%,0.16%
77,秦心,东方心绮楼,847,92,<a href='./?m=info&type=chara&id=77' target='_blank'>点击查看详情</a>,10.86%,12.51%,1.4%,941,96,10.2%,12.64%,1.33%,905,104,11.49%,12.4%,1.47%
78,秦河胜,东方心绮楼,7,0,<a href='./?m=info&type=chara&id=78' target='_blank'>点击查看详情</a>,0%,0.1%,0%,5,0,0%,0.07%,0%,3,0,0%,0.04%,0%
79,若鹭姬,东方辉针城,71,9,<a href='./?m=info&type=chara&id=79' target='_blank'>点击查看详情</a>,12.68%,1.05%,0.14%,61,5,8.2%,0.82%,0.07%,41,5,12.2%,0.56%,0.07%
80,赤蛮奇,东方辉针城,107,16,<a href='./?m=info&type=chara&id=80' target='_blank'>点击查看详情</a>,14.95%,1.58%,0.24%,103,17,16.5%,1.38%,0.24%,109,10,9.17%,1.49%,0.14%
81,今泉影狼,东方辉针城,102,11,<a href='./?m=info&type=chara&id=81' target='_blank'>点击查看详情</a>,10.78%,1.51%,0.17%,97,7,7.22%,1.3%,0.1%,96,8,8.33%,1.32%,0.11%
82,九十九弁弁,东方辉针城,84,6,<a href='./?m=info&type=chara&id=82' target='_blank'>点击查看详情</a>,7.14%,1.24%,0.09%,88,9,10.23%,1.18%,0.12%,57,4,7.02%,0.78%,0.06%
83,九十九八桥,东方辉针城,34,0,<a href='./?m=info&type=chara&id=83' target='_blank'>点击查看详情</a>,0%,0.5%,0%,50,4,8%,0.67%,0.06%,28,1,3.57%,0.38%,0.01%
84,鬼人正邪,东方辉针城,580,112,<a href='./?m=info&type=chara&id=84' target='_blank'>点击查看详情</a>,19.31%,8.57%,1.7%,682,104,15.25%,9.16%,1.44%,605,96,15.87%,8.29%,1.36%
85,少名针妙丸,东方辉针城,399,35,<a href='./?m=info&type=chara&id=85' target='_blank'>点击查看详情</a>,8.77%,5.89%,0.53%,442,29,6.56%,5.94%,0.4%,352,30,8.52%,4.82%,0.42%
86,堀川雷鼓,东方辉针城,176,26,<a href='./?m=info&type=chara&id=86' target='_blank'>点击查看详情</a>,14.77%,2.6%,0.4%,200,22,11%,2.69%,0.31%,153,14,9.15%,2.1%,0.2%
87,宇佐见堇子,东方深秘录,337,19,<a href='./?m=info&type=chara&id=87' target='_blank'>点击查看详情</a>,5.64%,4.98%,0.29%,247,12,4.86%,3.32%,0.17%,201,10,4.98%,2.75%,0.14%
88,绿巨人,东方深秘录,2,0,<a href='./?m=info&type=chara&id=88' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.01%,0%,3,0,0%,0.04%,0%
89,阿菊,东方深秘录,2,0,<a href='./?m=info&type=chara&id=89' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,0%,0.04%,0%,1,0,0%,0.01%,0%
90,八尺大人,东方深秘录,0,0,<a href='./?m=info&type=chara&id=90' target='_blank'>点击查看详情</a>,0%,0%,0%,2,0,0%,0.03%,0%,2,0,0%,0.03%,0%
91,彭祖,东方深秘录,1,0,<a href='./?m=info&type=chara&id=91' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
92,黄帝,东方深秘录,2,0,<a href='./?m=info&type=chara&id=92' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,1,33.33%,0.04%,0.01%,2,0,0%,0.03%,0%
93,尼西号,东方深秘录,1,0,<a href='./?m=info&type=chara&id=93' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,4,0,0%,0.05%,0%
94,清兰,东方绀珠传,35,1,<a href='./?m=info&type=chara&id=94' target='_blank'>点击查看详情</a>,2.86%,0.52%,0.02%,30,2,6.67%,0.4%,0.03%,49,3,6.12%,0.67%,0.04%
95,铃瑚,东方绀珠传,25,1,<a href='./?m=info&type=chara&id=95' target='_blank'>点击查看详情</a>,4%,0.37%,0.02%,22,0,0%,0.3%,0%,39,1,2.56%,0.53%,0.01%
96,哆来咪·苏伊特,东方绀珠传,415,45,<a href='./?m=info&type=chara&id=96' target='_blank'>点击查看详情</a>,10.84%,6.13%,0.68%,252,28,11.11%,3.38%,0.39%,177,13,7.34%,2.43%,0.18%
97,稀神探女,东方绀珠传,567,56,<a href='./?m=info&type=chara&id=97' target='_blank'>点击查看详情</a>,9.88%,8.37%,0.85%,770,55,7.14%,10.34%,0.76%,766,48,6.27%,10.5%,0.68%
98,克劳恩皮丝,东方绀珠传,344,21,<a href='./?m=info&type=chara&id=98' target='_blank'>点击查看详情</a>,6.1%,5.08%,0.32%,386,26,6.74%,5.18%,0.36%,476,27,5.67%,6.52%,0.38%
99,纯狐,东方绀珠传,579,71,<a href='./?m=info&type=chara&id=99' target='_blank'>点击查看详情</a>,12.26%,8.55%,1.08%,590,52,8.81%,7.92%,0.72%,424,44,10.38%,5.81%,0.62%
100,赫卡提亚·拉碧斯拉祖利,东方绀珠传,165,9,<a href='./?m=info&type=chara&id=100' target='_blank'>点击查看详情</a>,5.45%,2.44%,0.14%,183,9,4.92%,2.46%,0.12%,150,6,4%,2.06%,0.08%
101,神玉,东方灵异传,2,0,<a href='./?m=info&type=chara&id=101' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.01%,0%,3,0,0%,0.04%,0%
102,魅魔,东方灵异传,136,10,<a href='./?m=info&type=chara&id=102' target='_blank'>点击查看详情</a>,7.35%,2.01%,0.15%,146,8,5.48%,1.96%,0.11%,113,8,7.08%,1.55%,0.11%
103,菊理,东方灵异传,1,0,<a href='./?m=info&type=chara&id=103' target='_blank'>点击查看详情</a>,0%,0.01%,0%,3,0,0%,0.04%,0%,3,0,0%,0.04%,0%
104,矜羯罗,东方灵异传,9,1,<a href='./?m=info&type=chara&id=104' target='_blank'>点击查看详情</a>,11.11%,0.13%,0.02%,11,1,9.09%,0.15%,0.01%,12,2,16.67%,0.16%,0.03%
105,幽玄魔眼,东方灵异传,3,0,<a href='./?m=info&type=chara&id=105' target='_blank'>点击查看详情</a>,0%,0.04%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
106,依莉斯,东方灵异传,7,2,<a href='./?m=info&type=chara&id=106' target='_blank'>点击查看详情</a>,28.57%,0.1%,0.03%,7,0,0%,0.09%,0%,8,0,0%,0.11%,0%
107,萨丽爱尔,东方灵异传,40,4,<a href='./?m=info&type=chara&id=107' target='_blank'>点击查看详情</a>,10%,0.59%,0.06%,32,3,9.38%,0.43%,0.04%,20,3,15%,0.27%,0.04%
108,玄爷,东方封魔录,7,0,<a href='./?m=info&type=chara&id=108' target='_blank'>点击查看详情</a>,0%,0.1%,0%,7,0,0%,0.09%,0%,17,0,0%,0.23%,0%
109,里香,东方封魔录,17,2,<a href='./?m=info&type=chara&id=109' target='_blank'>点击查看详情</a>,11.76%,0.25%,0.03%,9,0,0%,0.12%,0%,11,0,0%,0.15%,0%
110,明罗,东方封魔录,15,0,<a href='./?m=info&type=chara&id=110' target='_blank'>点击查看详情</a>,0%,0.22%,0%,9,0,0%,0.12%,0%,9,0,0%,0.12%,0%
111,Flower～战车,东方封魔录,1,0,<a href='./?m=info&type=chara&id=111' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
112,邪眼西格玛,东方封魔录,3,0,<a href='./?m=info&type=chara&id=112' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,0,0%,0.01%,0%,2,0,0%,0.03%,0%
113,爱莲,东方梦时空,26,3,<a href='./?m=info&type=chara&id=113' target='_blank'>点击查看详情</a>,11.54%,0.38%,0.05%,35,4,11.43%,0.47%,0.06%,20,2,10%,0.27%,0.03%
114,小兔姬,东方梦时空,18,2,<a href='./?m=info&type=chara&id=114' target='_blank'>点击查看详情</a>,11.11%,0.27%,0.03%,14,2,14.29%,0.19%,0.03%,11,0,0%,0.15%,0%
115,卡娜·安娜贝拉尔,东方梦时空,45,4,<a href='./?m=info&type=chara&id=115' target='_blank'>点击查看详情</a>,8.89%,0.66%,0.06%,47,5,10.64%,0.63%,0.07%,39,4,10.26%,0.53%,0.06%
116,朝仓理香子,东方梦时空,10,0,<a href='./?m=info&type=chara&id=116' target='_blank'>点击查看详情</a>,0%,0.15%,0%,9,0,0%,0.12%,0%,9,1,11.11%,0.12%,0.01%
117,北白河千百合,东方梦时空,13,1,<a href='./?m=info&type=chara&id=117' target='_blank'>点击查看详情</a>,7.69%,0.19%,0.02%,21,2,9.52%,0.28%,0.03%,12,0,0%,0.16%,0%
118,冈崎梦美,东方梦时空,181,16,<a href='./?m=info&type=chara&id=118' target='_blank'>点击查看详情</a>,8.84%,2.67%,0.24%,210,19,9.05%,2.82%,0.26%,204,24,11.76%,2.8%,0.34%
119,咪咪号,东方梦时空,1,0,<a href='./?m=info&type=chara&id=119' target='_blank'>点击查看详情</a>,0%,0.01%,0%,6,0,0%,0.08%,0%,6,1,16.67%,0.08%,0.01%
120,留琴,东方梦时空,6,0,<a href='./?m=info&type=chara&id=120' target='_blank'>点击查看详情</a>,0%,0.09%,0%,4,1,25%,0.05%,0.01%,5,0,0%,0.07%,0%
121,玛○奇,东方梦时空,1,0,<a href='./?m=info&type=chara&id=121' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
122,苏格拉底,东方梦时空,4,1,<a href='./?m=info&type=chara&id=122' target='_blank'>点击查看详情</a>,25%,0.06%,0.02%,5,0,0%,0.07%,0%,2,0,0%,0.03%,0%
123,奥莲姬,东方幻想乡,5,1,<a href='./?m=info&type=chara&id=123' target='_blank'>点击查看详情</a>,20%,0.07%,0.02%,2,1,50%,0.03%,0.01%,1,1,100%,0.01%,0.01%
124,胡桃,东方幻想乡,23,1,<a href='./?m=info&type=chara&id=124' target='_blank'>点击查看详情</a>,4.35%,0.34%,0.02%,20,1,5%,0.27%,0.01%,16,2,12.5%,0.22%,0.03%
125,艾丽,东方幻想乡,11,2,<a href='./?m=info&type=chara&id=125' target='_blank'>点击查看详情</a>,18.18%,0.16%,0.03%,18,4,22.22%,0.24%,0.06%,17,1,5.88%,0.23%,0.01%
126,梦月,东方幻想乡,21,1,<a href='./?m=info&type=chara&id=126' target='_blank'>点击查看详情</a>,4.76%,0.31%,0.02%,15,1,6.67%,0.2%,0.01%,12,0,0%,0.16%,0%
127,幻月,东方幻想乡,57,9,<a href='./?m=info&type=chara&id=127' target='_blank'>点击查看详情</a>,15.79%,0.84%,0.14%,44,5,11.36%,0.59%,0.07%,43,7,16.28%,0.59%,0.1%
128,萨拉,东方怪绮谈,2,0,<a href='./?m=info&type=chara&id=128' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.01%,0%,3,0,0%,0.04%,0%
