id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector0,vector3,ratio,vratio
11,932,267,<a href='./?m=info&type=cp&id=033034000' target='_blank'>点击查看详情</a>,1,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,-,668,262,71.67%,28.11%,10.74%,17.01%,25.97%,19.85%,54.18%,-,28.65,16%
12,373,96,<a href='./?m=info&type=cp&id=020021000' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,0,-,323,50,86.6%,13.4%,5.19%,3.25%,4.56%,59.52%,35.92%,-,25.74,6.4%
13,197,43,<a href='./?m=info&type=cp&id=045046047' target='_blank'>点击查看详情</a>,1,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,46,<a href='./?m=info&type=chara&id=46' target='_blank'>八坂神奈子</a>,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,170,26,86.29%,13.2%,2.73%,1.69%,10.66%,6.09%,74.62%,8.63%,21.83,3.38%
14,950,340,<a href='./?m=info&type=cp&id=021023000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,0,-,703,246,74%,25.89%,11.3%,15.97%,6.63%,32.21%,61.16%,-,35.79,16.31%
15,14,3,<a href='./?m=info&type=cp&id=004005009' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,13,1,92.86%,7.14%,0.21%,0.06%,0%,0%,64.29%,35.71%,21.43,0.24%
16,466,115,<a href='./?m=info&type=cp&id=010011000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,0,-,350,116,75.11%,24.89%,5.63%,7.53%,22.53%,24.25%,53.22%,-,24.68,8%
17,493,126,<a href='./?m=info&type=cp&id=006009000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,0,-,365,127,74.04%,25.76%,5.87%,8.25%,37.93%,17.04%,45.03%,-,25.56,8.46%
18,405,73,<a href='./?m=info&type=cp&id=004005000' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,0,-,367,38,90.62%,9.38%,5.9%,2.47%,15.56%,25.68%,58.77%,-,18.02,6.95%
19,40,8,<a href='./?m=info&type=cp&id=062065000' target='_blank'>点击查看详情</a>,1,62,<a href='./?m=info&type=chara&id=62' target='_blank'>村纱水蜜</a>,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,0,-,24,16,60%,40%,0.39%,1.04%,40%,7.5%,52.5%,-,20,0.69%
20,102,29,<a href='./?m=info&type=cp&id=073074075' target='_blank'>点击查看详情</a>,1,73,<a href='./?m=info&type=chara&id=73' target='_blank'>苏我屠自古</a>,74,<a href='./?m=info&type=chara&id=74' target='_blank'>物部布都</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,49,53,48.04%,51.96%,0.79%,3.44%,0.98%,4.9%,56.86%,37.25%,28.43,1.75%
21,43,6,<a href='./?m=info&type=cp&id=082083000' target='_blank'>点击查看详情</a>,1,82,<a href='./?m=info&type=chara&id=82' target='_blank'>九十九弁弁</a>,83,<a href='./?m=info&type=chara&id=83' target='_blank'>九十九八桥</a>,0,-,30,13,69.77%,30.23%,0.48%,0.84%,4.65%,9.3%,86.05%,-,13.95,0.74%
22,84,8,<a href='./?m=info&type=cp&id=098099100' target='_blank'>点击查看详情</a>,1,98,<a href='./?m=info&type=chara&id=98' target='_blank'>克劳恩皮丝</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,100,<a href='./?m=info&type=chara&id=100' target='_blank'>赫卡提亚·拉碧斯拉祖利</a>,74,10,88.1%,11.9%,1.19%,0.65%,1.19%,10.71%,76.19%,11.9%,9.52,1.44%
23,92,10,<a href='./?m=info&type=cp&id=208209000' target='_blank'>点击查看详情</a>,1,208,<a href='./?m=info&type=chara&id=208' target='_blank'>尔子田里乃</a>,209,<a href='./?m=info&type=chara&id=209' target='_blank'>丁礼田舞</a>,0,-,59,32,64.13%,34.78%,0.95%,2.08%,11.96%,18.48%,69.57%,-,10.87,1.58%
24,21,0,<a href='./?m=info&type=cp&id=001206000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,206,<a href='./?m=info&type=chara&id=206' target='_blank'>高丽野阿吽</a>,0,-,13,8,61.9%,38.1%,0.21%,0.52%,28.57%,14.29%,57.14%,-,,0.36%
25,18,2,<a href='./?m=info&type=cp&id=024060137' target='_blank'>点击查看详情</a>,1,24,<a href='./?m=info&type=chara&id=24' target='_blank'>魂魄妖忌</a>,60,<a href='./?m=info&type=chara&id=60' target='_blank'>云山</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,16,2,88.89%,11.11%,0.26%,0.13%,0%,0%,88.89%,11.11%,11.11,0.31%
26,60,16,<a href='./?m=info&type=cp&id=035047000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,0,-,53,7,88.33%,11.67%,0.85%,0.45%,3.33%,48.33%,48.33%,-,26.67,1.03%
27,552,158,<a href='./?m=info&type=cp&id=054057000' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,422,130,76.45%,23.55%,6.78%,8.44%,9.78%,36.05%,54.17%,-,28.62,9.48%
28,58,27,<a href='./?m=info&type=cp&id=054057077' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,53,5,91.38%,8.62%,0.85%,0.32%,1.72%,65.52%,32.76%,0%,46.55,1%
29,594,188,<a href='./?m=info&type=cp&id=057077000' target='_blank'>点击查看详情</a>,1,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,0,-,505,89,85.02%,14.98%,8.12%,5.78%,47.64%,2.53%,49.83%,-,31.65,10.2%
30,12,1,<a href='./?m=info&type=cp&id=021028000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,0,-,10,2,83.33%,16.67%,0.16%,0.13%,83.33%,0%,16.67%,-,8.33,0.21%
31,37,8,<a href='./?m=info&type=cp&id=036037000' target='_blank'>点击查看详情</a>,1,36,<a href='./?m=info&type=chara&id=36' target='_blank'>梅蒂欣·梅兰可莉</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,27,10,72.97%,27.03%,0.43%,0.65%,2.7%,51.35%,45.95%,-,21.62,0.64%
32,3,0,<a href='./?m=info&type=cp&id=001012000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,0,-,3,0,100%,0%,0.05%,0%,33.33%,33.33%,33.33%,-,,0.05%
33,423,100,<a href='./?m=info&type=cp&id=084085000' target='_blank'>点击查看详情</a>,1,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,0,-,306,116,72.34%,27.42%,4.92%,7.53%,43.74%,8.04%,48.23%,-,23.64,7.26%
34,20,2,<a href='./?m=info&type=cp&id=130131000' target='_blank'>点击查看详情</a>,1,130,<a href='./?m=info&type=chara&id=130' target='_blank'>雪</a>,131,<a href='./?m=info&type=chara&id=131' target='_blank'>舞</a>,0,-,14,6,70%,30%,0.23%,0.39%,30%,15%,55%,-,10,0.34%
35,1,1,<a href='./?m=info&type=cp&id=114116000' target='_blank'>点击查看详情</a>,1,114,<a href='./?m=info&type=chara&id=114' target='_blank'>小兔姬</a>,116,<a href='./?m=info&type=chara&id=116' target='_blank'>朝仓理香子</a>,0,-,0,0,0%,0%,,,0%,100%,0%,-,100,0.02%
36,1,0,<a href='./?m=info&type=cp&id=113114115' target='_blank'>点击查看详情</a>,1,113,<a href='./?m=info&type=chara&id=113' target='_blank'>爱莲</a>,114,<a href='./?m=info&type=chara&id=114' target='_blank'>小兔姬</a>,115,<a href='./?m=info&type=chara&id=115' target='_blank'>卡娜·安娜贝拉尔</a>,0,0,0%,0%,,,0%,0%,100%,0%,,0.02%
37,2,0,<a href='./?m=info&type=cp&id=012025000' target='_blank'>点击查看详情</a>,1,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,25,<a href='./?m=info&type=chara&id=25' target='_blank'>蕾拉·普莉兹姆利巴</a>,0,-,1,1,50%,50%,0.02%,0.06%,0%,0%,100%,-,,0.03%
38,1,0,<a href='./?m=info&type=cp&id=114117000' target='_blank'>点击查看详情</a>,1,114,<a href='./?m=info&type=chara&id=114' target='_blank'>小兔姬</a>,117,<a href='./?m=info&type=chara&id=117' target='_blank'>北白河千百合</a>,0,-,0,0,0%,0%,,,100%,0%,0%,-,,0.02%
39,2,0,<a href='./?m=info&type=cp&id=114118000' target='_blank'>点击查看详情</a>,1,114,<a href='./?m=info&type=chara&id=114' target='_blank'>小兔姬</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,0,-,1,1,50%,50%,0.02%,0.06%,0%,50%,50%,-,,0.03%
40,86,9,<a href='./?m=info&type=cp&id=017018019' target='_blank'>点击查看详情</a>,1,17,<a href='./?m=info&type=chara&id=17' target='_blank'>露娜萨·普莉兹姆利巴</a>,18,<a href='./?m=info&type=chara&id=18' target='_blank'>梅露兰·普莉兹姆利巴</a>,19,<a href='./?m=info&type=chara&id=19' target='_blank'>莉莉卡·普莉兹姆利巴</a>,74,12,86.05%,13.95%,1.19%,0.78%,5.81%,2.33%,89.53%,2.33%,10.47,1.48%
41,675,170,<a href='./?m=info&type=cp&id=029034000' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,-,466,209,69.04%,30.96%,7.49%,13.57%,16.15%,26.37%,57.48%,-,25.19,11.59%
42,64,17,<a href='./?m=info&type=cp&id=001002045' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,56,8,87.5%,12.5%,0.9%,0.52%,25%,7.81%,56.25%,10.94%,26.56,1.1%
43,167,42,<a href='./?m=info&type=cp&id=020031000' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,0,-,146,21,87.43%,12.57%,2.35%,1.36%,19.16%,17.37%,63.47%,-,25.15,2.87%
44,34,4,<a href='./?m=info&type=cp&id=047207000' target='_blank'>点击查看详情</a>,1,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,207,<a href='./?m=info&type=chara&id=207' target='_blank'>矢田寺成美</a>,0,-,27,7,79.41%,20.59%,0.43%,0.45%,23.53%,2.94%,73.53%,-,11.76,0.58%
45,222,30,<a href='./?m=info&type=cp&id=099100000' target='_blank'>点击查看详情</a>,1,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,100,<a href='./?m=info&type=chara&id=100' target='_blank'>赫卡提亚·拉碧斯拉祖利</a>,0,-,132,90,59.46%,40.54%,2.12%,5.84%,9.91%,23.42%,66.67%,-,13.51,3.81%
46,135,24,<a href='./?m=info&type=cp&id=035069000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,69,<a href='./?m=info&type=chara&id=69' target='_blank'>姬海棠果</a>,0,-,103,32,76.3%,23.7%,1.66%,2.08%,48.89%,3.7%,47.41%,-,17.78,2.32%
47,2,1,<a href='./?m=info&type=cp&id=031099100' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,100,<a href='./?m=info&type=chara&id=100' target='_blank'>赫卡提亚·拉碧斯拉祖利</a>,2,0,100%,0%,0.03%,0%,0%,50%,50%,0%,50,0.03%
48,83,15,<a href='./?m=info&type=cp&id=003004005' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,73,10,87.95%,12.05%,1.17%,0.65%,2.41%,9.64%,61.45%,26.51%,18.07,1.43%
49,157,44,<a href='./?m=info&type=cp&id=029033034' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,132,25,84.08%,15.92%,2.12%,1.62%,4.46%,5.73%,58.6%,31.21%,28.03,2.7%
50,57,12,<a href='./?m=info&type=cp&id=071072000' target='_blank'>点击查看详情</a>,1,71,<a href='./?m=info&type=chara&id=71' target='_blank'>宫古芳香</a>,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,0,-,23,34,40.35%,59.65%,0.37%,2.21%,3.51%,45.61%,50.88%,-,21.05,0.98%
51,8,2,<a href='./?m=info&type=cp&id=001049000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,0,-,7,1,87.5%,12.5%,0.11%,0.06%,12.5%,25%,62.5%,-,25,0.14%
52,11,2,<a href='./?m=info&type=cp&id=075077000' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,0,-,4,7,36.36%,63.64%,0.06%,0.45%,45.45%,9.09%,45.45%,-,18.18,0.19%
53,125,26,<a href='./?m=info&type=cp&id=048049000' target='_blank'>点击查看详情</a>,1,48,<a href='./?m=info&type=chara&id=48' target='_blank'>永江衣玖</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,0,-,100,25,80%,20%,1.61%,1.62%,30.4%,18.4%,51.2%,-,20.8,2.15%
54,512,137,<a href='./?m=info&type=cp&id=001023000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,0,-,381,131,74.41%,25.59%,6.13%,8.51%,5.66%,51.95%,42.38%,-,26.76,8.79%
55,108,33,<a href='./?m=info&type=cp&id=002137000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,88,19,81.48%,17.59%,1.41%,1.23%,36.11%,13.89%,50%,-,30.56,1.85%
56,13,0,<a href='./?m=info&type=cp&id=002210000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,11,2,84.62%,15.38%,0.18%,0.13%,7.69%,46.15%,46.15%,-,,0.22%
57,27,4,<a href='./?m=info&type=cp&id=032033034' target='_blank'>点击查看详情</a>,1,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,20,7,74.07%,25.93%,0.32%,0.45%,22.22%,14.81%,40.74%,22.22%,14.81,0.46%
58,19,1,<a href='./?m=info&type=cp&id=099210000' target='_blank'>点击查看详情</a>,1,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,15,4,78.95%,21.05%,0.24%,0.26%,5.26%,5.26%,89.47%,-,5.26,0.33%
59,430,81,<a href='./?m=info&type=cp&id=002008015' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,383,46,89.07%,10.7%,6.16%,2.99%,49.53%,0.93%,44.42%,5.12%,18.84,7.38%
60,5,1,<a href='./?m=info&type=cp&id=009035000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,0,-,5,0,100%,0%,0.08%,0%,40%,20%,40%,-,20,0.09%
61,203,40,<a href='./?m=info&type=cp&id=052053000' target='_blank'>点击查看详情</a>,1,52,<a href='./?m=info&type=chara&id=52' target='_blank'>水桥帕露西</a>,53,<a href='./?m=info&type=chara&id=53' target='_blank'>星熊勇仪</a>,0,-,131,72,64.53%,35.47%,2.11%,4.68%,3.45%,61.58%,34.98%,-,19.7,3.49%
62,1,0,<a href='./?m=info&type=cp&id=052057000' target='_blank'>点击查看详情</a>,1,52,<a href='./?m=info&type=chara&id=52' target='_blank'>水桥帕露西</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
63,6,1,<a href='./?m=info&type=cp&id=004007000' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,7,<a href='./?m=info&type=chara&id=7' target='_blank'>小恶魔</a>,0,-,3,3,50%,50%,0.05%,0.19%,16.67%,0%,83.33%,-,16.67,0.1%
64,1,0,<a href='./?m=info&type=cp&id=106107000' target='_blank'>点击查看详情</a>,1,106,<a href='./?m=info&type=chara&id=106' target='_blank'>依莉斯</a>,107,<a href='./?m=info&type=chara&id=107' target='_blank'>萨丽爱尔</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
65,79,8,<a href='./?m=info&type=cp&id=084097000' target='_blank'>点击查看详情</a>,1,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,0,-,64,15,81.01%,18.99%,1.03%,0.97%,6.33%,27.85%,65.82%,-,10.13,1.36%
66,40,8,<a href='./?m=info&type=cp&id=015133000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,0,-,38,2,95%,5%,0.61%,0.13%,5%,50%,45%,-,20,0.69%
67,1,0,<a href='./?m=info&type=cp&id=001120000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,120,<a href='./?m=info&type=chara&id=120' target='_blank'>留琴</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,,0.02%
68,59,11,<a href='./?m=info&type=cp&id=031099000' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,0,-,55,4,93.22%,6.78%,0.88%,0.26%,3.39%,62.71%,33.9%,-,18.64,1.01%
69,37,7,<a href='./?m=info&type=cp&id=005035000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,0,-,33,4,89.19%,10.81%,0.53%,0.26%,2.7%,37.84%,59.46%,-,18.92,0.64%
70,17,3,<a href='./?m=info&type=cp&id=204210000' target='_blank'>点击查看详情</a>,1,204,<a href='./?m=info&type=chara&id=204' target='_blank'>爱塔妮缇拉尔瓦</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,12,5,70.59%,29.41%,0.19%,0.32%,17.65%,35.29%,47.06%,-,17.65,0.29%
71,35,5,<a href='./?m=info&type=cp&id=117118000' target='_blank'>点击查看详情</a>,1,117,<a href='./?m=info&type=chara&id=117' target='_blank'>北白河千百合</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,0,-,24,11,68.57%,31.43%,0.39%,0.71%,14.29%,22.86%,62.86%,-,14.29,0.6%
72,112,21,<a href='./?m=info&type=cp&id=014022023' target='_blank'>点击查看详情</a>,1,14,<a href='./?m=info&type=chara&id=14' target='_blank'>橙</a>,22,<a href='./?m=info&type=chara&id=22' target='_blank'>八云蓝</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,99,13,88.39%,11.61%,1.59%,0.84%,1.79%,8.04%,62.5%,27.68%,18.75,1.92%
73,35,4,<a href='./?m=info&type=cp&id=079080081' target='_blank'>点击查看详情</a>,1,79,<a href='./?m=info&type=chara&id=79' target='_blank'>若鹭姬</a>,80,<a href='./?m=info&type=chara&id=80' target='_blank'>赤蛮奇</a>,81,<a href='./?m=info&type=chara&id=81' target='_blank'>今泉影狼</a>,28,7,80%,20%,0.45%,0.45%,2.86%,8.57%,85.71%,2.86%,11.43,0.6%
74,13,6,<a href='./?m=info&type=cp&id=075077210' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,11,2,84.62%,15.38%,0.18%,0.13%,23.08%,0%,61.54%,15.38%,46.15,0.22%
